SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
PHAF,LESE,0.92,None,0.1,0.62,1.01,1,0.98,0.02,0.94,1,1,0.1,0.07,0.02,0.27,1,0.5,0.29,0.02,0.98,1,0.1,0.07,0.03,0.27,1,0.38,0.01,0.37,0.4,1,0.02,0.01,0,0.05,1
PHAF,MATE,0.96,None,0.08,0.72,1.02,1,0.98,0.02,0.94,1,1,0.31,0.26,0.03,0.92,1,0.5,0.29,0.03,0.98,1,0.31,0.25,0.03,0.91,1,0.38,0.01,0.37,0.4,1,0,0.01,0,0.02,1
PHAF,MECA,1,None,0.02,0.96,1.03,1,0.98,0.02,0.94,1,1,0.48,0.09,0.31,0.67,1,0.5,0.29,0.02,0.97,1,0.48,0.09,0.32,0.67,1,0.38,0.01,0.37,0.4,1,0.02,0,0.01,0.02,1
PHAF,MUMU,0.99,None,0.03,0.92,1.02,1,0.98,0.02,0.94,1,1,0.32,0.1,0.16,0.56,1,0.5,0.29,0.03,0.97,1,0.32,0.1,0.17,0.56,1,0.38,0.01,0.37,0.4,1,0.01,0,0.01,0.02,1
PHAF,ORAF,0.99,None,0.03,0.91,1.02,1,0.98,0.02,0.94,1,1,0.29,0.07,0.17,0.44,1,0.5,0.29,0.02,0.97,1,0.29,0.07,0.17,0.44,1,0.38,0.01,0.37,0.4,1,0.02,0,0.01,0.03,1
PHAF,OTCR,0.97,None,0.04,0.85,1.02,1,0.98,0.02,0.94,1,1,0.21,0.09,0.09,0.43,1,0.5,0.29,0.02,0.98,1,0.22,0.09,0.09,0.43,1,0.38,0.01,0.37,0.4,1,0.01,0,0,0.02,1
PHAF,PALE,0.97,None,0.06,0.79,1.02,1,0.98,0.02,0.94,1,1,0.21,0.15,0.05,0.65,1,0.5,0.29,0.03,0.97,1,0.22,0.15,0.06,0.65,1,0.38,0.01,0.37,0.4,1,0.01,0,0,0.02,1
PHAF,RERE,1,None,0.01,0.99,1.03,1,0.98,0.02,0.94,1,1,0.67,0.06,0.54,0.78,1,0.5,0.29,0.02,0.97,1,0.66,0.06,0.54,0.78,1,0.38,0.01,0.37,0.4,1,0.05,0,0.04,0.06,1
PHAF,SYCA,1,None,0.01,0.98,1.03,1,0.98,0.02,0.94,1,1,0.6,0.09,0.43,0.8,1,0.5,0.29,0.02,0.97,1,0.6,0.09,0.43,0.79,1,0.38,0.01,0.37,0.4,1,0.01,0,0.01,0.02,1
PHAF,SYGR,0.98,None,0.04,0.87,1.03,1,0.98,0.02,0.94,1,1,0.36,0.22,0.09,0.9,1,0.5,0.29,0.02,0.97,1,0.36,0.21,0.09,0.89,1,0.38,0.01,0.37,0.4,1,0,0,0,0.01,1
PHAF,TAOR,0.95,None,0.08,0.71,1.02,1,0.98,0.02,0.94,1,1,0.19,0.18,0.03,0.74,1,0.5,0.29,0.02,0.97,1,0.2,0.17,0.04,0.74,1,0.38,0.01,0.37,0.4,1,0.01,0.01,0,0.03,1
PHAF,TRAN,1,None,0.01,0.99,1.03,1,0.98,0.02,0.94,1,1,0.65,0.06,0.52,0.76,1,0.5,0.29,0.02,0.97,1,0.65,0.06,0.52,0.76,1,0.38,0.01,0.37,0.4,1,0.08,0,0.07,0.09,1
PHAF,TRST,1,None,0.01,0.99,1.03,1,0.98,0.02,0.94,1,1,0.66,0.07,0.53,0.79,1,0.5,0.29,0.03,0.97,1,0.66,0.07,0.52,0.78,1,0.38,0.01,0.37,0.4,1,0.03,0,0.03,0.04,1
POLA,ORAF,1.09,None,0.11,0.85,1.3,1,0.81,0.06,0.69,0.9,1,0.32,0.08,0.18,0.49,1,0.2,0.14,0.01,0.54,1,0.3,0.07,0.17,0.45,1,0.05,0,0.05,0.06,1,0.02,0,0.01,0.03,1
POLA,OTCR,0.94,None,0.16,0.58,1.22,1,0.81,0.06,0.69,0.91,1,0.23,0.1,0.09,0.49,1,0.32,0.21,0.04,0.83,1,0.25,0.1,0.1,0.49,1,0.05,0,0.05,0.06,1,0.01,0,0,0.02,1
POLA,PACY,1.01,None,0.02,0.99,1.05,1,0.81,0.06,0.69,0.91,1,0.98,0.02,0.93,1,1,0.92,0.07,0.73,1,1,0.97,0.02,0.92,1,1,0.05,0,0.05,0.06,1,0.31,0.01,0.29,0.32,1
POLA,SYCA,1.08,None,0.08,0.93,1.25,1,0.81,0.06,0.69,0.91,1,0.64,0.1,0.45,0.84,1,0.39,0.2,0.06,0.82,1,0.59,0.09,0.42,0.78,1,0.05,0,0.05,0.06,1,0.01,0,0.01,0.02,1
POLA,TRSY,1.01,None,0.02,0.99,1.05,1,0.81,0.06,0.69,0.91,1,0.98,0.02,0.93,1,1,0.92,0.07,0.72,1,1,0.97,0.02,0.92,1,1,0.05,0,0.05,0.06,1,0.26,0.01,0.25,0.27,1
RERE,AEME,1.07,None,0.06,0.95,1.21,1,0.67,0.06,0.54,0.78,1,0.77,0.07,0.63,0.89,1,0.63,0.11,0.41,0.82,1,0.72,0.06,0.61,0.83,1,0.05,0,0.04,0.06,1,0.17,0.01,0.16,0.18,1
RERE,ALBU,1.16,None,0.15,0.87,1.45,1,0.67,0.06,0.54,0.78,1,0.35,0.08,0.2,0.52,1,0.21,0.1,0.06,0.43,1,0.3,0.06,0.19,0.44,1,0.05,0,0.04,0.06,1,0.03,0,0.02,0.04,1
RERE,ATPA,1.05,None,0.13,0.8,1.3,1,0.67,0.06,0.54,0.79,1,0.43,0.09,0.27,0.61,1,0.37,0.12,0.16,0.63,1,0.41,0.07,0.28,0.56,1,0.05,0,0.04,0.06,1,0.02,0,0.02,0.03,1
RERE,BDCR,0.86,None,0.21,0.45,1.25,1,0.67,0.06,0.54,0.78,1,0.18,0.07,0.07,0.32,1,0.26,0.11,0.08,0.5,1,0.2,0.06,0.11,0.33,1,0.05,0,0.04,0.06,1,0.03,0.01,0.02,0.04,1
RERE,GASA,1.04,None,0.18,0.68,1.37,1,0.67,0.06,0.54,0.79,1,0.32,0.1,0.15,0.56,1,0.29,0.14,0.08,0.6,1,0.31,0.09,0.16,0.51,1,0.05,0,0.04,0.06,1,0.01,0,0.01,0.02,1
RERE,GEGE,0.98,None,0.05,0.89,1.08,1,0.67,0.06,0.54,0.78,1,0.78,0.06,0.65,0.89,1,0.82,0.08,0.64,0.95,1,0.8,0.05,0.69,0.89,1,0.05,0,0.04,0.06,1,0.13,0,0.12,0.14,1
RERE,HEIC,0.95,None,0.19,0.53,1.31,1,0.67,0.06,0.54,0.79,1,0.47,0.22,0.14,0.94,1,0.53,0.23,0.13,0.96,1,0.49,0.19,0.18,0.88,1,0.05,0,0.04,0.06,1,0,0,0,0.01,1
RERE,HIAM,0.84,None,0.31,0.21,1.38,1,0.67,0.06,0.54,0.78,1,0.36,0.26,0.03,0.94,1,0.48,0.27,0.05,0.97,1,0.4,0.22,0.07,0.86,1,0.05,0,0.04,0.06,1,0,0,0,0.01,1
RERE,HYAF,1.06,None,0.09,0.89,1.24,1,0.67,0.06,0.54,0.78,1,0.6,0.08,0.44,0.75,1,0.5,0.12,0.28,0.73,1,0.57,0.07,0.44,0.69,1,0.05,0,0.04,0.06,1,0.04,0,0.04,0.05,1
RERE,ICAL,1.08,None,0.14,0.82,1.36,1,0.67,0.06,0.54,0.79,1,0.7,0.17,0.36,0.98,1,0.55,0.21,0.17,0.96,1,0.65,0.15,0.36,0.92,1,0.05,0,0.04,0.06,1,0.01,0,0,0.01,1
RERE,LOAF,1.02,None,0.03,0.96,1.1,1,0.67,0.06,0.54,0.79,1,0.94,0.04,0.84,0.99,1,0.88,0.08,0.7,0.99,1,0.92,0.04,0.84,0.98,1,0.05,0,0.04,0.06,1,0.06,0,0.05,0.06,1
RERE,MATE,0.82,None,0.31,0.19,1.37,1,0.67,0.06,0.54,0.78,1,0.34,0.26,0.02,0.93,1,0.47,0.27,0.05,0.97,1,0.38,0.22,0.06,0.85,1,0.05,0,0.04,0.06,1,0,0,0,0.01,1
RERE,MECA,1.06,None,0.12,0.82,1.31,1,0.67,0.06,0.54,0.79,1,0.52,0.11,0.32,0.75,1,0.42,0.14,0.17,0.73,1,0.49,0.09,0.32,0.68,1,0.05,0,0.04,0.06,1,0.01,0,0.01,0.02,1
RERE,ORAF,0.89,None,0.17,0.56,1.2,1,0.67,0.06,0.54,0.79,1,0.27,0.08,0.13,0.44,1,0.37,0.13,0.15,0.65,1,0.3,0.07,0.18,0.45,1,0.05,0,0.04,0.06,1,0.02,0,0.01,0.03,1
RERE,OTCR,1,None,0.22,0.55,1.39,1,0.67,0.06,0.54,0.78,1,0.24,0.12,0.08,0.54,1,0.25,0.15,0.05,0.62,1,0.24,0.1,0.1,0.5,1,0.05,0,0.04,0.06,1,0.01,0,0,0.02,1
RERE,PACY,1.01,None,0.02,0.98,1.05,1,0.67,0.06,0.54,0.79,1,0.98,0.02,0.92,1,1,0.95,0.04,0.84,1,1,0.97,0.02,0.92,1,1,0.05,0,0.04,0.06,1,0.31,0.01,0.29,0.32,1
RERE,PALE,0.76,None,0.27,0.24,1.26,1,0.67,0.06,0.54,0.79,1,0.21,0.17,0.03,0.69,1,0.39,0.23,0.07,0.92,1,0.27,0.16,0.07,0.68,1,0.05,0,0.04,0.06,1,0.01,0,0,0.02,1
RERE,POLA,1.04,None,0.06,0.94,1.16,1,0.67,0.06,0.54,0.78,1,0.83,0.07,0.69,0.94,1,0.73,0.1,0.51,0.91,1,0.8,0.06,0.68,0.9,1,0.05,0,0.04,0.06,1,0.05,0,0.05,0.06,1
RERE,SYCA,1.01,None,0.1,0.81,1.2,1,0.67,0.06,0.54,0.79,1,0.61,0.11,0.4,0.83,1,0.59,0.14,0.32,0.88,1,0.6,0.09,0.43,0.79,1,0.05,0,0.04,0.06,1,0.01,0,0.01,0.02,1
RERE,SYGR,0.9,None,0.24,0.4,1.33,1,0.67,0.06,0.54,0.79,1,0.39,0.23,0.08,0.92,1,0.48,0.25,0.09,0.96,1,0.42,0.2,0.12,0.85,1,0.05,0,0.04,0.06,1,0,0,0,0.01,1
RERE,TAOR,0.91,None,0.29,0.32,1.42,1,0.67,0.06,0.54,0.78,1,0.27,0.22,0.03,0.86,1,0.32,0.24,0.03,0.91,1,0.28,0.2,0.05,0.77,1,0.05,0,0.04,0.06,1,0.01,0.01,0,0.02,1
RERE,TRAN,1.02,None,0.07,0.88,1.17,1,0.67,0.06,0.54,0.79,1,0.65,0.08,0.5,0.79,1,0.62,0.11,0.4,0.82,1,0.64,0.06,0.52,0.76,1,0.05,0,0.04,0.06,1,0.08,0,0.07,0.09,1
RERE,TRST,1.06,None,0.08,0.92,1.23,1,0.67,0.06,0.54,0.78,1,0.7,0.08,0.53,0.84,1,0.57,0.12,0.34,0.8,1,0.66,0.07,0.52,0.78,1,0.05,0,0.04,0.06,1,0.03,0,0.03,0.04,1
RERE,TRSY,1.01,None,0.02,0.98,1.05,1,0.67,0.06,0.54,0.79,1,0.98,0.02,0.91,1,1,0.95,0.04,0.83,1,1,0.97,0.02,0.91,1,1,0.05,0,0.04,0.06,1,0.26,0.01,0.25,0.27,1
SYCA,ORAF,0.88,None,0.23,0.44,1.32,1,0.62,0.1,0.43,0.83,1,0.26,0.09,0.11,0.47,1,0.36,0.14,0.12,0.67,1,0.3,0.07,0.18,0.45,1,0.01,0,0.01,0.02,1,0.02,0,0.01,0.03,1
SYCA,PACY,1.01,None,0.02,0.97,1.05,1,0.61,0.1,0.43,0.82,1,0.97,0.03,0.91,1,1,0.96,0.05,0.84,1,1.03,0.97,0.02,0.91,1,1,0.01,0,0.01,0.02,1,0.31,0.01,0.29,0.32,1
SYGR,CICI,0.96,None,0.19,0.53,1.27,1,0.41,0.24,0.09,0.94,1,0.74,0.15,0.39,0.97,1,0.75,0.17,0.22,0.97,1,0.77,0.06,0.65,0.87,1,0,0,0,0.01,1,0.05,0,0.04,0.05,1
SYGR,ORAF,1.08,None,0.56,0.2,2.39,1,0.41,0.24,0.09,0.93,1,0.32,0.18,0.05,0.73,1,0.32,0.17,0.05,0.81,1,0.3,0.07,0.18,0.45,1,0,0,0,0.01,1,0.02,0,0.01,0.03,1
SYGR,OTCR,1.51,None,0.87,0.28,3.6,1,0.37,0.23,0.09,0.93,1,0.35,0.21,0.05,0.85,1,0.22,0.17,0.02,0.71,1,0.24,0.1,0.1,0.48,1,0,0,0,0.01,1,0.01,0,0,0.02,1
SYGR,PACY,0.97,None,0.07,0.77,1.04,1,0.39,0.28,0.08,0.99,1,0.94,0.07,0.73,1,1,0.94,0.14,0.45,1,1,0.97,0.02,0.92,1,1,0.01,0,0,0.02,1,0.31,0.01,0.29,0.32,1
SYGR,POLA,1.06,None,0.16,0.7,1.33,1,0.44,0.25,0.09,0.94,1,0.84,0.12,0.54,0.99,1,0.71,0.19,0.15,0.96,1,0.79,0.06,0.68,0.89,1,0,0,0,0.01,1,0.05,0,0.05,0.06,1
SYGR,SYCA,1.14,None,0.3,0.54,1.75,1,0.41,0.23,0.09,0.91,1,0.67,0.18,0.3,0.97,1,0.53,0.19,0.09,0.89,1,0.59,0.09,0.43,0.78,1,0,0,0,0.01,1,0.01,0,0.01,0.02,1
SYGR,TRSY,0.97,None,0.07,0.77,1.04,1,0.38,0.28,0.08,0.99,1,0.94,0.07,0.73,1,1,0.94,0.13,0.47,1,1.01,0.97,0.02,0.92,1,1,0.01,0,0,0.02,1,0.26,0.01,0.25,0.27,1
TAOR,CENA,1.01,None,0.85,0.03,3.14,1,0.23,0.22,0.03,0.86,1,0.17,0.15,0.01,0.55,1,0.2,0.12,0.06,0.57,1,0.17,0.05,0.09,0.28,1,0.01,0.01,0,0.03,1,0.11,0.01,0.09,0.13,1
TAOR,CICI,1.03,None,0.22,0.53,1.38,1,0.23,0.21,0.03,0.83,1,0.79,0.16,0.39,0.99,1,0.74,0.12,0.38,0.92,1,0.77,0.06,0.65,0.87,1,0.01,0.01,0,0.03,1,0.05,0,0.04,0.05,1
TAOR,ORAF,1.71,None,0.85,0.33,3.54,1,0.2,0.18,0.03,0.76,1,0.5,0.24,0.09,0.95,1,0.26,0.11,0.06,0.5,1,0.3,0.07,0.18,0.45,1,0.01,0.01,0,0.03,1,0.02,0,0.01,0.03,1
TAOR,OTCR,1.3,None,1.03,0.05,3.84,1,0.22,0.2,0.03,0.84,1,0.3,0.23,0.01,0.86,1,0.25,0.15,0.05,0.68,1,0.24,0.1,0.1,0.49,1,0.01,0.01,0,0.03,1,0.01,0,0,0.02,1
TAOR,PACY,0.89,None,0.13,0.53,1.03,1,0.16,0.18,0.03,0.87,1,0.87,0.13,0.51,1,1,0.97,0.06,0.89,1,1.11,0.97,0.02,0.92,1,1,0.01,0.01,0,0.03,1,0.31,0.01,0.29,0.32,1
TAOR,POLA,0.76,None,0.25,0.25,1.19,1,0.2,0.17,0.03,0.73,1,0.61,0.21,0.19,0.95,1,0.83,0.09,0.65,0.98,1,0.8,0.05,0.68,0.9,1,0.01,0.01,0,0.03,1,0.05,0,0.05,0.06,1
TAOR,SYCA,0.88,None,0.39,0.17,1.63,1,0.21,0.19,0.03,0.79,1,0.52,0.23,0.1,0.95,1,0.61,0.14,0.32,0.89,1,0.6,0.09,0.43,0.79,1,0.01,0.01,0,0.03,1,0.01,0,0.01,0.02,1
TAOR,SYGR,1.21,None,0.99,0.05,3.75,1,0.2,0.18,0.03,0.78,1,0.41,0.28,0.02,0.96,1,0.4,0.24,0.06,0.94,1,0.4,0.21,0.11,0.87,1,0.01,0.01,0,0.03,1,0,0,0,0.01,1
TAOR,TRSY,0.89,None,0.13,0.54,1.03,1,0.16,0.18,0.03,0.86,1,0.87,0.13,0.51,1,1,0.97,0.06,0.9,1,1.1,0.97,0.02,0.92,1,1,0.01,0.01,0,0.03,1,0.26,0.01,0.25,0.27,1
TRAN,AEME,1.07,None,0.06,0.96,1.21,1,0.65,0.06,0.52,0.76,1,0.78,0.07,0.64,0.89,1,0.63,0.1,0.42,0.81,1,0.72,0.06,0.61,0.83,1,0.08,0,0.07,0.09,1,0.17,0.01,0.16,0.18,1
TRAN,ALBU,1.11,None,0.15,0.8,1.4,1,0.65,0.06,0.52,0.76,1,0.34,0.08,0.19,0.51,1,0.25,0.1,0.09,0.46,1,0.31,0.06,0.19,0.44,1,0.08,0,0.07,0.09,1,0.03,0,0.02,0.04,1
TRAN,ATPA,1.06,None,0.13,0.81,1.31,1,0.65,0.06,0.52,0.76,1,0.44,0.09,0.27,0.62,1,0.37,0.11,0.17,0.6,1,0.41,0.07,0.28,0.56,1,0.08,0,0.07,0.09,1,0.02,0,0.02,0.03,1
TRAN,BDCR,1.27,None,0.18,0.89,1.63,1,0.65,0.06,0.52,0.76,1,0.26,0.08,0.13,0.42,1,0.11,0.07,0.01,0.28,1,0.2,0.06,0.11,0.33,1,0.08,0,0.07,0.09,1,0.03,0.01,0.02,0.04,1
TRAN,GASA,1.21,None,0.17,0.86,1.54,1,0.65,0.06,0.52,0.76,1,0.37,0.12,0.18,0.64,1,0.19,0.11,0.04,0.45,1,0.31,0.09,0.16,0.52,1,0.08,0,0.07,0.09,1,0.01,0,0.01,0.02,1
TRAN,GEGE,1.07,None,0.05,0.98,1.19,1,0.65,0.06,0.53,0.77,1,0.85,0.05,0.73,0.94,1,0.69,0.1,0.49,0.86,1,0.8,0.05,0.69,0.89,1,0.08,0,0.07,0.09,1,0.13,0,0.12,0.14,1
TRAN,HEIC,1.22,None,0.19,0.84,1.59,1,0.65,0.06,0.52,0.76,1,0.58,0.22,0.21,0.97,1,0.3,0.21,0.03,0.84,1,0.48,0.18,0.18,0.85,1,0.08,0,0.07,0.09,1,0,0,0,0.01,1
TRAN,HIAM,0.48,None,0.32,0.02,1.14,1,0.65,0.06,0.52,0.76,1,0.18,0.2,0,0.76,1,0.56,0.26,0.11,0.98,1,0.31,0.18,0.06,0.75,1,0.08,0,0.07,0.09,1,0,0,0,0.01,1
TRAN,ICAL,1.11,None,0.14,0.84,1.39,1,0.65,0.06,0.52,0.77,1,0.71,0.17,0.38,0.98,1,0.52,0.21,0.17,0.94,1,0.64,0.15,0.36,0.91,1,0.08,0,0.07,0.09,1,0.01,0,0,0.01,1
TRAN,LOAF,0.99,None,0.03,0.93,1.06,1,0.65,0.06,0.52,0.76,1,0.91,0.05,0.8,0.98,1,0.94,0.06,0.79,1,1,0.92,0.04,0.84,0.98,1,0.08,0,0.07,0.09,1,0.06,0,0.05,0.06,1
TRAN,MECA,0.98,None,0.13,0.73,1.23,1,0.65,0.06,0.52,0.76,1,0.48,0.11,0.28,0.71,1,0.5,0.14,0.25,0.8,1,0.49,0.09,0.32,0.68,1,0.08,0,0.07,0.09,1,0.01,0,0.01,0.02,1
TRAN,MUMU,1.18,None,0.17,0.83,1.52,1,0.65,0.06,0.52,0.76,1,0.4,0.13,0.2,0.71,1,0.23,0.13,0.05,0.54,1,0.34,0.1,0.18,0.59,1,0.08,0,0.07,0.09,1,0.01,0,0.01,0.02,1
TRAN,ORAF,1.05,None,0.17,0.71,1.36,1,0.65,0.06,0.52,0.77,1,0.31,0.09,0.16,0.5,1,0.28,0.11,0.09,0.52,1,0.3,0.07,0.18,0.45,1,0.08,0,0.07,0.09,1,0.02,0,0.01,0.03,1
TRAN,OTCR,1.04,None,0.22,0.58,1.44,1,0.65,0.06,0.52,0.76,1,0.25,0.12,0.09,0.56,1,0.23,0.14,0.05,0.58,1,0.25,0.1,0.1,0.51,1,0.08,0,0.07,0.09,1,0.01,0,0,0.02,1
TRAN,PACY,1.01,None,0.02,0.98,1.05,1,0.65,0.06,0.52,0.76,1,0.98,0.02,0.91,1,1,0.96,0.04,0.84,1,1,0.97,0.02,0.91,1,1,0.08,0,0.07,0.09,1,0.31,0.01,0.29,0.32,1
TRAN,PALE,0.53,None,0.27,0.09,1.09,1,0.65,0.06,0.52,0.76,1,0.14,0.13,0.01,0.49,1,0.44,0.23,0.11,0.94,1,0.25,0.13,0.07,0.58,1,0.08,0,0.07,0.09,1,0.01,0,0,0.02,1
TRAN,POLA,1.02,None,0.05,0.92,1.14,1,0.65,0.06,0.52,0.76,1,0.81,0.07,0.67,0.93,1,0.76,0.1,0.56,0.92,1,0.8,0.06,0.68,0.9,1,0.08,0,0.07,0.09,1,0.05,0,0.05,0.06,1
TRAN,SYCA,1.03,None,0.1,0.83,1.24,1,0.65,0.06,0.52,0.76,1,0.62,0.11,0.42,0.84,1,0.57,0.14,0.3,0.86,1,0.6,0.09,0.43,0.79,1,0.08,0,0.07,0.09,1,0.01,0,0.01,0.02,1
TRAN,SYGR,1.11,None,0.23,0.62,1.54,1,0.65,0.06,0.52,0.76,1,0.48,0.24,0.11,0.96,1,0.34,0.24,0.04,0.91,1,0.43,0.2,0.12,0.85,1,0.08,0,0.07,0.09,1,0,0,0,0.01,1
TRAN,TAOR,0.95,None,0.29,0.34,1.47,1,0.65,0.06,0.52,0.76,1,0.27,0.22,0.03,0.86,1,0.3,0.24,0.03,0.9,1,0.28,0.19,0.05,0.77,1,0.08,0,0.07,0.09,1,0.01,0.01,0,0.02,1
TRAN,TRSY,1.01,None,0.02,0.98,1.05,1,0.65,0.06,0.52,0.76,1,0.98,0.02,0.91,1,1,0.96,0.04,0.84,1,1,0.97,0.02,0.92,1,1,0.08,0,0.07,0.09,1,0.26,0.01,0.25,0.27,1
TRST,ALBU,1.25,None,0.15,0.95,1.57,1,0.66,0.07,0.53,0.79,1,0.38,0.08,0.23,0.56,1,0.16,0.09,0.02,0.37,1,0.31,0.06,0.19,0.44,1,0.03,0,0.03,0.04,1,0.03,0,0.02,0.04,1
TRST,CENA,0.86,None,0.21,0.45,1.26,1,0.66,0.07,0.53,0.79,1,0.15,0.06,0.06,0.28,1,0.22,0.09,0.07,0.43,1,0.17,0.05,0.09,0.28,1,0.03,0,0.03,0.04,1,0.11,0.01,0.09,0.13,1
TRST,CICI,1.03,None,0.06,0.92,1.16,1,0.66,0.07,0.53,0.79,1,0.8,0.07,0.65,0.92,1,0.72,0.11,0.5,0.9,1,0.77,0.06,0.65,0.88,1,0.03,0,0.03,0.04,1,0.05,0,0.04,0.05,1
TRST,GEGE,1.04,None,0.05,0.95,1.15,1,0.67,0.07,0.53,0.79,1,0.83,0.06,0.7,0.93,1,0.73,0.1,0.51,0.89,1,0.8,0.05,0.69,0.89,1,0.03,0,0.03,0.04,1,0.13,0,0.12,0.14,1
TRST,HIAM,0.48,None,0.32,0.02,1.14,1,0.66,0.07,0.53,0.79,1,0.17,0.2,0,0.78,1,0.56,0.26,0.11,0.98,1,0.31,0.18,0.06,0.76,1,0.03,0,0.03,0.04,1,0,0,0,0.01,1
TRST,LEMI,0.76,None,0.17,0.41,1.09,1,0.66,0.07,0.53,0.79,1,0.25,0.09,0.1,0.44,1,0.48,0.15,0.22,0.79,1,0.32,0.08,0.19,0.5,1,0.03,0,0.03,0.04,1,0.02,0,0.01,0.02,1
TRST,LOAF,1,None,0.03,0.95,1.08,1,0.66,0.07,0.53,0.79,1,0.92,0.04,0.82,0.99,1,0.92,0.07,0.75,1,1,0.92,0.04,0.84,0.98,1,0.03,0,0.03,0.04,1,0.06,0,0.05,0.06,1
TRST,MECA,0.9,None,0.13,0.65,1.16,1,0.66,0.07,0.53,0.79,1,0.44,0.11,0.25,0.67,1,0.58,0.16,0.29,0.89,1,0.49,0.09,0.32,0.68,1,0.03,0,0.03,0.04,1,0.01,0,0.01,0.02,1
TRST,ORAF,0.76,None,0.18,0.41,1.1,1,0.66,0.07,0.53,0.79,1,0.23,0.08,0.1,0.4,1,0.44,0.13,0.2,0.72,1,0.3,0.07,0.18,0.45,1,0.03,0,0.03,0.04,1,0.02,0,0.01,0.03,1
TRST,OTCR,0.7,None,0.23,0.27,1.15,1,0.66,0.07,0.53,0.79,1,0.17,0.1,0.04,0.41,1,0.38,0.17,0.12,0.79,1,0.24,0.1,0.1,0.48,1,0.03,0,0.03,0.04,1,0.01,0,0,0.02,1
TRST,PACY,1.01,None,0.02,0.98,1.05,1,0.66,0.07,0.53,0.79,1,0.98,0.02,0.91,1,1,0.95,0.04,0.83,1,1,0.97,0.02,0.91,1,1,0.03,0,0.03,0.04,1,0.31,0.01,0.29,0.32,1
TRST,POLA,0.96,None,0.05,0.85,1.07,1,0.66,0.07,0.53,0.79,1,0.76,0.07,0.61,0.89,1,0.86,0.09,0.66,0.99,1,0.79,0.06,0.68,0.89,1,0.03,0,0.03,0.04,1,0.05,0,0.05,0.06,1
TRST,SYGR,1.14,None,0.23,0.65,1.58,1,0.66,0.07,0.53,0.79,1,0.48,0.24,0.12,0.96,1,0.31,0.24,0.02,0.9,1,0.43,0.2,0.12,0.84,1,0.03,0,0.03,0.04,1,0,0,0,0.01,1
TRST,TAOR,1.02,None,0.3,0.38,1.54,1,0.66,0.07,0.53,0.79,1,0.29,0.23,0.04,0.89,1,0.27,0.23,0.01,0.88,1,0.28,0.2,0.05,0.77,1,0.03,0,0.03,0.04,1,0.01,0.01,0,0.02,1
TRST,TRSY,1.01,None,0.02,0.98,1.05,1,0.66,0.07,0.53,0.79,1,0.98,0.02,0.91,1,1,0.95,0.04,0.84,1,1,0.97,0.02,0.91,1,1,0.03,0,0.03,0.04,1,0.26,0.01,0.25,0.27,1
TRSY,ORAF,0.99,None,0.03,0.91,1.02,1,0.98,0.02,0.94,1,1,0.29,0.07,0.17,0.44,1,0.5,0.29,0.02,0.97,1,0.29,0.07,0.17,0.44,1,0.26,0.01,0.25,0.27,1,0.02,0,0.01,0.03,1
TRSY,OTCR,0.97,None,0.04,0.85,1.02,1,0.98,0.02,0.94,1,1,0.21,0.09,0.09,0.44,1,0.5,0.29,0.02,0.98,1,0.22,0.09,0.09,0.44,1,0.26,0.01,0.25,0.27,1,0.01,0,0,0.02,1
TRSY,SYCA,1,None,0.01,0.98,1.03,1,0.98,0.02,0.94,1,1,0.6,0.09,0.43,0.79,1,0.5,0.29,0.03,0.97,1,0.6,0.09,0.43,0.79,1,0.26,0.01,0.25,0.27,1,0.01,0,0.01,0.02,1
AEME,CICI,1.1,Positive,0.06,1.01,1.24,1,0.73,0.06,0.61,0.83,1,0.85,0.06,0.72,0.95,1,0.56,0.12,0.31,0.79,1,0.77,0.06,0.65,0.87,1,0.17,0.01,0.16,0.18,1,0.05,0,0.04,0.05,1
ATPA,CICI,1.19,Positive,0.1,1.01,1.41,1,0.4,0.07,0.27,0.54,1,0.91,0.06,0.75,0.99,1,0.67,0.08,0.49,0.82,1,0.76,0.06,0.64,0.87,1,0.02,0,0.02,0.03,1,0.05,0,0.04,0.05,1
BDCR,CENA,3.29,Positive,0.96,1.75,5.52,1,0.19,0.05,0.09,0.3,1,0.54,0.15,0.26,0.81,1,0.09,0.04,0.02,0.18,1,0.17,0.05,0.09,0.27,1,0.03,0.01,0.02,0.04,1,0.11,0.01,0.09,0.13,1
BDCR,OTCR,3.17,Positive,1.02,1.54,5.55,1,0.19,0.06,0.1,0.31,1,0.63,0.19,0.26,0.96,1,0.11,0.07,0.02,0.27,1,0.21,0.07,0.1,0.37,1,0.03,0.01,0.02,0.04,1,0.01,0,0.01,0.02,1
CHPY,TRAN,1.18,Positive,0.09,1.01,1.39,1,0.57,0.06,0.44,0.69,1,0.76,0.07,0.6,0.89,1,0.5,0.1,0.31,0.68,1,0.65,0.06,0.52,0.76,1,0.06,0,0.05,0.07,1,0.08,0,0.07,0.09,1
