,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
66462,J11,Baboon,8/24/16 05:57,8/24/16,5:57:28,1,0,0,0,Merged_no_ghost/J11/Baboon,2016 08 24 05 57 28.JPG
50797,H11,Baboon,9/27/16 05:57,9/27/16,5:57:34,34,1,0,0,Merged_no_ghost/H11/Baboon,EK000191.JPG
50798,H11,Baboon,9/27/16 05:57,9/27/16,5:57:34,34,1,0,0,Merged_no_ghost/H11/Baboon,EK000192.JPG
70426,K06,Baboon,9/30/16 05:57,9/30/16,5:57:34,168,3,0,0,Merged_no_ghost/K06/Baboon,2016 09 30 05 44 34.JPG
70427,K06,Baboon,9/30/16 05:57,9/30/16,5:57:34,168,3,0,0,Merged_no_ghost/K06/Baboon,2016 09 30 05 44 35.JPG
23399,E04,Baboon,9/9/16 5:57,9/9/16,5:57:35,69357,1156,19.3,0.8,Merged_no_ghost/E04/Baboon,2016 09 09 05 57 35.JPG
23400,E04,Baboon,9/9/16 5:57,9/9/16,5:57:35,69357,1156,19.3,0.8,Merged_no_ghost/E04/Baboon,2016 09 09 05 57 36.JPG
23385,E04,Baboon,7/9/16 5:57,7/9/16,5:57:37,134892,2248,37.5,1.6,Merged_no_ghost/E04/Baboon,2016 09 07 05 57 37.JPG
66481,J11,Baboon,8/30/16 05:57,8/30/16,5:57:37,50,1,0,0,Merged_no_ghost/J11/Baboon,2016 08 30 05 57 37.JPG
66482,J11,Baboon,8/30/16 05:57,8/30/16,5:57:37,50,1,0,0,Merged_no_ghost/J11/Baboon,2016 08 30 05 57 38.JPG
23386,E04,Baboon,7/9/16 5:57,7/9/16,5:57:38,1,0,0,0,Merged_no_ghost/E04/Baboon,2016 09 07 05 57 38.JPG
59,A06,Baboon,9/30/16 05:57,9/30/16,5:57:42,431504,7192,119.9,5,Merged_no_ghost/A06/Baboon,2016 09 30 05 57 42.JPG
60,A06,Baboon,9/30/16 05:57,9/30/16,5:57:43,1,0,0,0,Merged_no_ghost/A06/Baboon,2016 09 30 05 57 43.JPG
52448,H11,Baboon,10/23/16 05:57,10/23/16,5:57:47,54,1,0,0,Merged_no_ghost/H11/Baboon,EK002489.JPG
52449,H11,Baboon,10/23/16 05:57,10/23/16,5:57:48,1,0,0,0,Merged_no_ghost/H11/Baboon,EK002490.JPG
64132,J05,Baboon,9/13/16 05:57,9/13/16,5:57:50,47798,797,13.3,0.6,Merged_no_ghost/J05/Baboon,2016 09 13 05 57 50.JPG
64133,J05,Baboon,9/13/16 05:57,9/13/16,5:57:51,1,0,0,0,Merged_no_ghost/J05/Baboon,2016 09 13 05 57 51.JPG
70796,K06,Baboon,10/22/16 05:57,10/22/16,5:57:55,642,11,0.2,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 44 55.JPG
70797,K06,Baboon,10/22/16 05:57,10/22/16,5:57:56,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 44 56.JPG
16133,D05,Baboon,8/23/16 05:58,8/23/16,5:58:05,77,1,0,0,Merged_no_ghost/D05/Baboon,2016 08 23 05 58 05.JPG
16134,D05,Baboon,8/23/16 05:58,8/23/16,5:58:05,77,1,0,0,Merged_no_ghost/D05/Baboon,2016 08 23 05 58 06.JPG
95012,L13,Baboon,3/9/16 5:58,3/9/16,5:58:06,56,1,0,0,Merged_no_ghost/L13/Baboon,2016 09 03 05 58 06.JPG
95013,L13,Baboon,3/9/16 5:58,3/9/16,5:58:06,56,1,0,0,Merged_no_ghost/L13/Baboon,2016 09 03 05 58 07.JPG
50799,H11,Baboon,9/27/16 05:58,9/27/16,5:58:10,36,1,0,0,Merged_no_ghost/H11/Baboon,EK000193.JPG
50800,H11,Baboon,9/27/16 05:58,9/27/16,5:58:11,1,0,0,0,Merged_no_ghost/H11/Baboon,EK000194.JPG
61233,J03,Baboon,8/28/16 05:58,8/28/16,5:58:16,58,1,0,0,Merged_no_ghost/J03/Baboon,2016 08 28 05 58 16.JPG
61234,J03,Baboon,8/28/16 05:58,8/28/16,5:58:16,58,1,0,0,Merged_no_ghost/J03/Baboon,2016 08 28 05 58 17.JPG
46186,H05,Baboon,8/23/16 05:58,8/23/16,5:58:22,94,2,0,0,Merged_no_ghost/H05/Baboon,2016 08 23 05 58 22.JPG
46187,H05,Baboon,8/23/16 05:58,8/23/16,5:58:23,1,0,0,0,Merged_no_ghost/H05/Baboon,2016 08 23 05 58 23.JPG
27064,E10,Baboon,4/11/16 5:58,4/11/16,5:58:26,170,3,0,0,Merged_no_ghost/E10/Baboon,2016 11 04 05 58 26.JPG
27065,E10,Baboon,4/11/16 5:58,4/11/16,5:58:27,1,0,0,0,Merged_no_ghost/E10/Baboon,2016 11 04 05 58 27.JPG
99421,M10,Baboon,10/13/16 05:58,10/13/16,5:58:29,146,2,0,0,Merged_no_ghost/M10/Baboon,2016 10 13 05 58 29.JPG
99422,M10,Baboon,10/13/16 05:58,10/13/16,5:58:29,146,2,0,0,Merged_no_ghost/M10/Baboon,2016 10 13 05 58 30.JPG
52264,H11,Baboon,10/18/16 05:58,10/18/16,5:58:35,396,7,0.1,0,Merged_no_ghost/H11/Baboon,EK002057.JPG
52265,H11,Baboon,10/18/16 05:58,10/18/16,5:58:36,1,0,0,0,Merged_no_ghost/H11/Baboon,EK002058.JPG
4662,B07,Baboon,7/9/16 5:58,7/9/16,5:58:37,423,7,0.1,0,Merged_no_ghost/B07/Baboon,2016 09 07 05 58 37.JPG
4663,B07,Baboon,7/9/16 5:58,7/9/16,5:58:37,423,7,0.1,0,Merged_no_ghost/B07/Baboon,2016 09 07 05 58 38.JPG
93619,L11,Baboon,6/8/16 5:58,6/8/16,5:58:47,43977,733,12.2,0.5,Merged_no_ghost/L11/Baboon,2016 08 06 05 58 47.JPG
93620,L11,Baboon,6/8/16 5:58,6/8/16,5:58:48,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 08 06 05 58 48.JPG
77439,L05,Baboon,10/31/16 05:58,10/31/16,5:58:53,592,10,0.2,0,Merged_no_ghost/L05/Baboon,2016 10 31 05 58 53.JPG
77440,L05,Baboon,10/31/16 05:58,10/31/16,5:58:54,1,0,0,0,Merged_no_ghost/L05/Baboon,2016 10 31 05 58 54.JPG
61138,J03,Baboon,8/7/16 5:58,8/7/16,5:58:55,43819,730,12.2,0.5,Merged_no_ghost/J03/Baboon,2016 07 08 05 58 55.JPG
61139,J03,Baboon,8/7/16 5:58,8/7/16,5:58:55,43819,730,12.2,0.5,Merged_no_ghost/J03/Baboon,2016 07 08 05 58 56.JPG
2673,A10,Baboon,10/27/16 05:59,10/27/16,5:59:10,173824,2897,48.3,2,Merged_no_ghost/A10/Baboon,2016 10 27 05 59 10.JPG
50877,H11,Baboon,3/10/16 5:59,3/10/16,5:59:10,352,6,0.1,0,Merged_no_ghost/H11/Baboon,EK000283.JPG
50878,H11,Baboon,3/10/16 5:59,3/10/16,5:59:10,352,6,0.1,0,Merged_no_ghost/H11/Baboon,EK000284.JPG
2674,A10,Baboon,10/27/16 05:59,10/27/16,5:59:11,1,0,0,0,Merged_no_ghost/A10/Baboon,2016 10 27 05 59 11.JPG
27066,E10,Baboon,4/11/16 5:59,4/11/16,5:59:12,45,1,0,0,Merged_no_ghost/E10/Baboon,2016 11 04 05 59 12.JPG
52266,H11,Baboon,10/18/16 05:59,10/18/16,5:59:12,36,1,0,0,Merged_no_ghost/H11/Baboon,EK002059.JPG
27067,E10,Baboon,4/11/16 5:59,4/11/16,5:59:13,1,0,0,0,Merged_no_ghost/E10/Baboon,2016 11 04 05 59 13.JPG
50835,H11,Baboon,9/30/16 05:59,9/30/16,5:59:13,84930,1416,23.6,1,Merged_no_ghost/H11/Baboon,EK000235.JPG
50836,H11,Baboon,9/30/16 05:59,9/30/16,5:59:13,84930,1416,23.6,1,Merged_no_ghost/H11/Baboon,EK000236.JPG
52267,H11,Baboon,10/18/16 05:59,10/18/16,5:59:13,1,0,0,0,Merged_no_ghost/H11/Baboon,EK002060.JPG
36357,F11,Baboon,8/10/16 5:59,8/10/16,5:59:24,45141,752,12.5,0.5,Merged_no_ghost/F11/Baboon,2016 10 08 05 59 24.JPG
36358,F11,Baboon,8/10/16 5:59,8/10/16,5:59:24,45141,752,12.5,0.5,Merged_no_ghost/F11/Baboon,2016 10 08 05 59 25.JPG
2693,A10,Baboon,1/11/16 5:59,1/11/16,5:59:29,1697,28,0.5,0,Merged_no_ghost/A10/Baboon,2016 11 01 05 59 29.JPG
2694,A10,Baboon,1/11/16 5:59,1/11/16,5:59:30,1,0,0,0,Merged_no_ghost/A10/Baboon,2016 11 01 05 59 30.JPG
12892,C08,Baboon,7/9/16 5:59,7/9/16,5:59:31,67370,1123,18.7,0.8,Merged_no_ghost/C08/Baboon,2016 09 07 05 59 31.JPG
12893,C08,Baboon,7/9/16 5:59,7/9/16,5:59:32,1,0,0,0,Merged_no_ghost/C08/Baboon,2016 09 07 05 59 32.JPG
70290,K06,Baboon,9/25/16 05:59,9/25/16,5:59:34,158,3,0,0,Merged_no_ghost/K06/Baboon,2016 09 25 05 46 34.JPG
70291,K06,Baboon,9/25/16 05:59,9/25/16,5:59:34,158,3,0,0,Merged_no_ghost/K06/Baboon,2016 09 25 05 46 35.JPG
36231,F11,Baboon,8/23/16 05:59,8/23/16,5:59:36,172076,2868,47.8,2,Merged_no_ghost/F11/Baboon,2016 08 23 05 59 36.JPG
36232,F11,Baboon,8/23/16 05:59,8/23/16,5:59:36,172076,2868,47.8,2,Merged_no_ghost/F11/Baboon,2016 08 23 05 59 37.JPG
77441,L05,Baboon,10/31/16 05:59,10/31/16,5:59:39,45,1,0,0,Merged_no_ghost/L05/Baboon,2016 10 31 05 59 39.JPG
86860,L07,Baboon,11/9/16 5:59,11/9/16,5:59:39,167,3,0,0,Merged_no_ghost/L07/Baboon,2016 09 11 05 59 39.JPG
77442,L05,Baboon,10/31/16 05:59,10/31/16,5:59:40,1,0,0,0,Merged_no_ghost/L05/Baboon,2016 10 31 05 59 40.JPG
86861,L07,Baboon,11/9/16 5:59,11/9/16,5:59:40,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 11 05 59 40.JPG
50837,H11,Baboon,9/30/16 05:59,9/30/16,5:59:49,36,1,0,0,Merged_no_ghost/H11/Baboon,EK000237.JPG
50838,H11,Baboon,9/30/16 05:59,9/30/16,5:59:49,36,1,0,0,Merged_no_ghost/H11/Baboon,EK000238.JPG
52268,H11,Baboon,10/18/16 05:59,10/18/16,5:59:49,36,1,0,0,Merged_no_ghost/H11/Baboon,EK002061.JPG
52450,H11,Baboon,10/23/16 05:59,10/23/16,5:59:49,121,2,0,0,Merged_no_ghost/H11/Baboon,EK002491.JPG
99423,M10,Baboon,10/13/16 05:59,10/13/16,5:59:49,80,1,0,0,Merged_no_ghost/M10/Baboon,2016 10 13 05 59 49.JPG
99424,M10,Baboon,10/13/16 05:59,10/13/16,5:59:49,80,1,0,0,Merged_no_ghost/M10/Baboon,2016 10 13 05 59 50.JPG
52269,H11,Baboon,10/18/16 05:59,10/18/16,5:59:50,1,0,0,0,Merged_no_ghost/H11/Baboon,EK002062.JPG
52451,H11,Baboon,10/23/16 05:59,10/23/16,5:59:50,1,0,0,0,Merged_no_ghost/H11/Baboon,EK002492.JPG
52420,H11,Baboon,10/21/16 05:59,10/21/16,5:59:56,48305,805,13.4,0.6,Merged_no_ghost/H11/Baboon,EK002263.JPG
52421,H11,Baboon,10/21/16 05:59,10/21/16,5:59:56,48305,805,13.4,0.6,Merged_no_ghost/H11/Baboon,EK002264.JPG
44546,H03,Baboon,7/17/16 05:59,7/17/16,5:59:57,43697,728,12.1,0.5,Merged_no_ghost/H03/Baboon,2016 07 17 05 59 57.JPG
44547,H03,Baboon,7/17/16 05:59,7/17/16,5:59:57,43697,728,12.1,0.5,Merged_no_ghost/H03/Baboon,2016 07 17 05 59 58.JPG
53786,I04,Baboon,9/27/16 05:59,9/27/16,5:59:57,62756,1046,17.4,0.7,Merged_no_ghost/I04/Baboon,2016 09 27 05 59 57.JPG
53787,I04,Baboon,9/27/16 05:59,9/27/16,5:59:58,1,0,0,0,Merged_no_ghost/I04/Baboon,2016 09 27 05 59 58.JPG
94007,L11,Baboon,10/27/16 17:30,10/27/16,17:30:22,168,3,0,0,Merged_no_ghost/L11/Baboon,2016 10 27 17 30 22.JPG
94008,L11,Baboon,10/27/16 17:30,10/27/16,17:30:23,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 10 27 17 30 23.JPG
86558,L07,Baboon,1/9/16 17:30,1/9/16,17:30:41,2188,36,0.6,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 30 41.JPG
86559,L07,Baboon,1/9/16 17:30,1/9/16,17:30:42,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 30 42.JPG
87198,L07,Baboon,9/16/16 17:30,9/16/16,17:30:43,57,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 16 17 30 43.JPG
87199,L07,Baboon,9/16/16 17:30,9/16/16,17:30:43,57,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 16 17 30 44.JPG
14372,D03,Baboon,12/10/16 17:30,12/10/16,17:30:49,6995,117,2,0.1,Merged_no_ghost/D03/Baboon,2016 10 12 17 30 49.JPG
14373,D03,Baboon,12/10/16 17:30,12/10/16,17:30:50,1,0,0,0,Merged_no_ghost/D03/Baboon,2016 10 12 17 30 50.JPG
12848,C08,Baboon,8/19/16 17:30,8/19/16,17:30:56,92,2,0,0,Merged_no_ghost/C08/Baboon,2016 08 19 17 30 56.JPG
37581,G02,Baboon,7/10/16 17:30,7/10/16,17:30:56,41378,690,11.5,0.5,Merged_no_ghost/G02/Baboon,2016 10 07 17 30 56.JPG
37582,G02,Baboon,7/10/16 17:30,7/10/16,17:30:57,1,0,0,0,Merged_no_ghost/G02/Baboon,2016 10 07 17 30 57.JPG
93849,L11,Baboon,9/18/16 17:30,9/18/16,17:30:57,724,12,0.2,0,Merged_no_ghost/L11/Baboon,2016 09 18 17 30 57.JPG
12849,C08,Baboon,8/19/16 17:30,8/19/16,17:30:58,2,0,0,0,Merged_no_ghost/C08/Baboon,2016 08 19 17 30 58.JPG
75549,K10,Baboon,7/23/16 17:30,7/23/16,17:30:58,109766,1829,30.5,1.3,Merged_no_ghost/K10/Baboon,2016 07 23 17 30 58.JPG
93850,L11,Baboon,9/18/16 17:30,9/18/16,17:30:58,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 09 18 17 30 58.JPG
75550,K10,Baboon,7/23/16 17:30,7/23/16,17:30:59,1,0,0,0,Merged_no_ghost/K10/Baboon,2016 07 23 17 30 59.JPG
93991,L11,Baboon,10/25/16 17:30,10/25/16,17:30:59,2476,41,0.7,0,Merged_no_ghost/L11/Baboon,2016 10 25 17 30 59.JPG
93992,L11,Baboon,10/25/16 17:30,10/25/16,17:30:59,2476,41,0.7,0,Merged_no_ghost/L11/Baboon,2016 10 25 17 31 00.JPG
61313,J03,Baboon,10/31/16 17:31,10/31/16,17:31:19,292,5,0.1,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 31 19.JPG
61314,J03,Baboon,10/31/16 17:31,10/31/16,17:31:20,1,0,0,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 31 20.JPG
12850,C08,Baboon,8/19/16 17:31,8/19/16,17:31:33,35,1,0,0,Merged_no_ghost/C08/Baboon,2016 08 19 17 31 33.JPG
12851,C08,Baboon,8/19/16 17:31,8/19/16,17:31:33,35,1,0,0,Merged_no_ghost/C08/Baboon,2016 08 19 17 31 34.JPG
93851,L11,Baboon,9/18/16 17:31,9/18/16,17:31:37,39,1,0,0,Merged_no_ghost/L11/Baboon,2016 09 18 17 31 37.JPG
93852,L11,Baboon,9/18/16 17:31,9/18/16,17:31:38,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 09 18 17 31 38.JPG
58589,I10,Baboon,1/9/16 17:31,1/9/16,17:31:42,186908,3115,51.9,2.2,Merged_no_ghost/I10/Baboon,2016 09 01 17 31 42.JPG
58590,I10,Baboon,1/9/16 17:31,1/9/16,17:31:42,186908,3115,51.9,2.2,Merged_no_ghost/I10/Baboon,2016 09 01 17 31 43.JPG
93817,L11,Baboon,9/15/16 17:31,9/15/16,17:31:46,277,5,0.1,0,Merged_no_ghost/L11/Baboon,2016 09 15 17 31 46.JPG
93818,L11,Baboon,9/15/16 17:31,9/15/16,17:31:46,277,5,0.1,0,Merged_no_ghost/L11/Baboon,2016 09 15 17 31 47.JPG
37583,G02,Baboon,7/10/16 17:32,7/10/16,17:32:03,66,1,0,0,Merged_no_ghost/G02/Baboon,2016 10 07 17 32 03.JPG
37584,G02,Baboon,7/10/16 17:32,7/10/16,17:32:04,1,0,0,0,Merged_no_ghost/G02/Baboon,2016 10 07 17 32 04.JPG
64078,J05,Baboon,8/17/16 17:32,8/17/16,17:32:10,11314,189,3.1,0.1,Merged_no_ghost/J05/Baboon,2016 08 17 17 32 10.JPG
64079,J05,Baboon,8/17/16 17:32,8/17/16,17:32:10,11314,189,3.1,0.1,Merged_no_ghost/J05/Baboon,2016 08 17 17 32 11.JPG
87354,L07,Baboon,9/20/16 17:32,9/20/16,17:32:30,33249,554,9.2,0.4,Merged_no_ghost/L07/Baboon,2016 09 20 17 32 30.JPG
87355,L07,Baboon,9/20/16 17:32,9/20/16,17:32:31,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 32 31.JPG
43823,G12,Baboon,4/10/16 17:32,4/10/16,17:32:33,498,8,0.1,0,Merged_no_ghost/G12/Baboon,2016 10 04 17 32 33.JPG
33048,F03,Baboon,9/10/16 17:32,9/10/16,17:32:34,723418,12057,200.9,8.4,Merged_no_ghost/F03/Baboon,2016 10 09 17 32 34.JPG
33049,F03,Baboon,9/10/16 17:32,9/10/16,17:32:34,723418,12057,200.9,8.4,Merged_no_ghost/F03/Baboon,2016 10 09 17 32 35.JPG
43824,G12,Baboon,4/10/16 17:32,4/10/16,17:32:34,1,0,0,0,Merged_no_ghost/G12/Baboon,2016 10 04 17 32 34.JPG
86560,L07,Baboon,1/9/16 17:32,1/9/16,17:32:40,118,2,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 32 40.JPG
86561,L07,Baboon,1/9/16 17:32,1/9/16,17:32:40,118,2,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 32 41.JPG
41281,G06,Baboon,9/28/16 17:32,9/28/16,17:32:43,30752,513,8.6,0.4,Merged_no_ghost/G06/Baboon,2016 09 28 17 32 43.JPG
41282,G06,Baboon,9/28/16 17:32,9/28/16,17:32:44,1,0,0,0,Merged_no_ghost/G06/Baboon,2016 09 28 17 32 44.JPG
93819,L11,Baboon,9/15/16 17:32,9/15/16,17:32:49,63,1,0,0,Merged_no_ghost/L11/Baboon,2016 09 15 17 32 49.JPG
93820,L11,Baboon,9/15/16 17:32,9/15/16,17:32:50,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 09 15 17 32 50.JPG
87356,L07,Baboon,9/20/16 17:33,9/20/16,17:33:01,30,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 33 01.JPG
87357,L07,Baboon,9/20/16 17:33,9/20/16,17:33:02,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 33 02.JPG
7854,C06,Baboon,7/10/16 17:33,7/10/16,17:33:21,269326,4489,74.8,3.1,Merged_no_ghost/C06/Baboon,2016 10 07 17 33 21.JPG
7855,C06,Baboon,7/10/16 17:33,7/10/16,17:33:21,269326,4489,74.8,3.1,Merged_no_ghost/C06/Baboon,2016 10 07 17 33 22.JPG
12852,C08,Baboon,8/19/16 17:33,8/19/16,17:33:26,113,2,0,0,Merged_no_ghost/C08/Baboon,2016 08 19 17 33 26.JPG
12853,C08,Baboon,8/19/16 17:33,8/19/16,17:33:27,1,0,0,0,Merged_no_ghost/C08/Baboon,2016 08 19 17 33 27.JPG
87358,L07,Baboon,9/20/16 17:33,9/20/16,17:33:33,31,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 33 33.JPG
87359,L07,Baboon,9/20/16 17:33,9/20/16,17:33:33,31,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 33 34.JPG
14374,D03,Baboon,12/10/16 17:33,12/10/16,17:33:35,165,3,0,0,Merged_no_ghost/D03/Baboon,2016 10 12 17 33 35.JPG
14375,D03,Baboon,12/10/16 17:33,12/10/16,17:33:36,1,0,0,0,Merged_no_ghost/D03/Baboon,2016 10 12 17 33 36.JPG
93865,L11,Baboon,9/22/16 17:33,9/22/16,17:33:37,14574,243,4,0.2,Merged_no_ghost/L11/Baboon,2016 09 22 17 33 37.JPG
93866,L11,Baboon,9/22/16 17:33,9/22/16,17:33:38,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 09 22 17 33 38.JPG
46598,H05,Baboon,10/25/16 17:33,10/25/16,17:33:39,26528,442,7.4,0.3,Merged_no_ghost/H05/Baboon,2016 10 25 17 33 39.JPG
46599,H05,Baboon,10/25/16 17:33,10/25/16,17:33:39,26528,442,7.4,0.3,Merged_no_ghost/H05/Baboon,2016 10 25 17 33 40.JPG
43889,G12,Baboon,3/11/16 17:33,3/11/16,17:33:48,212062,3534,58.9,2.5,Merged_no_ghost/G12/Baboon,2016 11 03 17 33 48.JPG
43890,G12,Baboon,3/11/16 17:33,3/11/16,17:33:49,1,0,0,0,Merged_no_ghost/G12/Baboon,2016 11 03 17 33 49.JPG
93811,L11,Baboon,9/13/16 17:33,9/13/16,17:33:50,316,5,0.1,0,Merged_no_ghost/L11/Baboon,2016 09 13 17 33 50.JPG
93812,L11,Baboon,9/13/16 17:33,9/13/16,17:33:51,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 09 13 17 33 51.JPG
86562,L07,Baboon,1/9/16 17:34,1/9/16,17:34:06,86,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 34 06.JPG
86563,L07,Baboon,1/9/16 17:34,1/9/16,17:34:07,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 34 07.JPG
46600,H05,Baboon,10/25/16 17:34,10/25/16,17:34:13,34,1,0,0,Merged_no_ghost/H05/Baboon,2016 10 25 17 34 13.JPG
46601,H05,Baboon,10/25/16 17:34,10/25/16,17:34:14,1,0,0,0,Merged_no_ghost/H05/Baboon,2016 10 25 17 34 14.JPG
87360,L07,Baboon,9/20/16 17:34,9/20/16,17:34:18,45,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 34 18.JPG
87361,L07,Baboon,9/20/16 17:34,9/20/16,17:34:18,45,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 20 17 34 19.JPG
70494,K06,Baboon,2/10/16 17:34,2/10/16,17:34:26,932,16,0.3,0,Merged_no_ghost/K06/Baboon,2016 10 02 17 21 26.JPG
70495,K06,Baboon,2/10/16 17:34,2/10/16,17:34:26,932,16,0.3,0,Merged_no_ghost/K06/Baboon,2016 10 02 17 21 27.JPG
86564,L07,Baboon,1/9/16 17:34,1/9/16,17:34:36,29,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 34 36.JPG
86565,L07,Baboon,1/9/16 17:34,1/9/16,17:34:37,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 34 37.JPG
93813,L11,Baboon,9/13/16 17:34,9/13/16,17:34:38,47,1,0,0,Merged_no_ghost/L11/Baboon,2016 09 13 17 34 38.JPG
93814,L11,Baboon,9/13/16 17:34,9/13/16,17:34:38,47,1,0,0,Merged_no_ghost/L11/Baboon,2016 09 13 17 34 39.JPG
61315,J03,Baboon,10/31/16 17:34,10/31/16,17:34:39,199,3,0,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 34 39.JPG
61316,J03,Baboon,10/31/16 17:34,10/31/16,17:34:39,199,3,0,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 34 40.JPG
94079,L11,Baboon,3/11/16 17:34,3/11/16,17:34:41,870,14,0.2,0,Merged_no_ghost/L11/Baboon,2016 11 03 17 34 41.JPG
94080,L11,Baboon,3/11/16 17:34,3/11/16,17:34:42,1,0,0,0,Merged_no_ghost/L11/Baboon,2016 11 03 17 34 42.JPG
23271,E04,Baboon,7/7/16 17:34,7/7/16,17:34:54,0,0,0,0,Merged_no_ghost/E04/Baboon,2016 07 07 17 34 54.JPG
66455,J11,Baboon,8/23/16 17:34,8/23/16,17:34:54,419,7,0.1,0,Merged_no_ghost/J11/Baboon,2016 08 23 17 34 54.JPG
66456,J11,Baboon,8/23/16 17:34,8/23/16,17:34:54,419,7,0.1,0,Merged_no_ghost/J11/Baboon,2016 08 23 17 34 55.JPG
23272,E04,Baboon,7/7/16 17:34,7/7/16,17:34:55,1,0,0,0,Merged_no_ghost/E04/Baboon,2016 07 07 17 34 55.JPG
7856,C06,Baboon,7/10/16 17:34,7/10/16,17:34:57,96,2,0,0,Merged_no_ghost/C06/Baboon,2016 10 07 17 34 57.JPG
46602,H05,Baboon,10/25/16 17:34,10/25/16,17:34:57,43,1,0,0,Merged_no_ghost/H05/Baboon,2016 10 25 17 34 57.JPG
7857,C06,Baboon,7/10/16 17:34,7/10/16,17:34:58,1,0,0,0,Merged_no_ghost/C06/Baboon,2016 10 07 17 34 58.JPG
46603,H05,Baboon,10/25/16 17:34,10/25/16,17:34:58,1,0,0,0,Merged_no_ghost/H05/Baboon,2016 10 25 17 34 58.JPG
37565,G02,Baboon,6/10/16 17:35,6/10/16,17:35:10,5589,93,1.6,0.1,Merged_no_ghost/G02/Baboon,2016 10 06 17 35 01.JPG
37566,G02,Baboon,6/10/16 17:35,6/10/16,17:35:10,5589,93,1.6,0.1,Merged_no_ghost/G02/Baboon,2016 10 06 17 35 10.JPG
86566,L07,Baboon,1/9/16 17:35,1/9/16,17:35:20,43,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 35 20.JPG
86567,L07,Baboon,1/9/16 17:35,1/9/16,17:35:20,43,1,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 35 21.JPG
7858,C06,Baboon,7/10/16 17:35,7/10/16,17:35:37,39,1,0,0,Merged_no_ghost/C06/Baboon,2016 10 07 17 35 37.JPG
7859,C06,Baboon,7/10/16 17:35,7/10/16,17:35:38,1,0,0,0,Merged_no_ghost/C06/Baboon,2016 10 07 17 35 38.JPG
61317,J03,Baboon,10/31/16 17:35,10/31/16,17:35:39,60,1,0,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 35 39.JPG
61318,J03,Baboon,10/31/16 17:35,10/31/16,17:35:39,60,1,0,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 35 40.JPG
86568,L07,Baboon,1/9/16 17:35,1/9/16,17:35:49,29,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 35 49.JPG
86569,L07,Baboon,1/9/16 17:35,1/9/16,17:35:50,1,0,0,0,Merged_no_ghost/L07/Baboon,2016 09 01 17 35 50.JPG
90970,L09,Baboon,6/9/16 17:35,6/9/16,17:35:59,6587,110,1.8,0.1,Merged_no_ghost/L09/Baboon,2016 09 06 17 35 59.JPG
90971,L09,Baboon,6/9/16 17:35,6/9/16,17:35:59,6587,110,1.8,0.1,Merged_no_ghost/L09/Baboon,2016 09 06 17 36 00.JPG
23273,E04,Baboon,7/7/16 17:36,7/7/16,17:36:00,65,1,0,0,Merged_no_ghost/E04/Baboon,2016 07 07 17 36 00.JPG
23274,E04,Baboon,7/7/16 17:36,7/7/16,17:36:01,1,0,0,0,Merged_no_ghost/E04/Baboon,2016 07 07 17 36 01.JPG
61319,J03,Baboon,10/31/16 17:36,10/31/16,17:36:30,51,1,0,0,Merged_no_ghost/J03/Baboon,2016 10 31 17 36 30.JPG
