SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
CEAL,ALBU,1.45,None,0.63,0.4,2.85,1,0.21,0.05,0.12,0.33,1,0.24,0.12,0.06,0.5,1,0.15,0.05,0.06,0.26,1,0.17,0.05,0.08,0.27,1,0.02,0,0.01,0.03,1,0.02,0,0.01,0.03,1
CEAL,ATPA,1.22,None,0.21,0.8,1.63,1,0.21,0.05,0.12,0.33,1,0.75,0.13,0.46,0.97,1,0.58,0.08,0.43,0.73,1,0.62,0.07,0.48,0.75,1,0.02,0,0.01,0.03,1,0.02,0,0.02,0.02,1
CEAL,BDCR,1.03,None,0.46,0.27,2.04,1,0.21,0.05,0.12,0.33,1,0.23,0.11,0.05,0.49,1,0.23,0.06,0.12,0.36,1,0.23,0.05,0.13,0.34,1,0.02,0,0.01,0.03,1,0.03,0,0.02,0.03,1
CEAL,CENA,1.74,None,0.55,0.78,2.95,1,0.21,0.05,0.11,0.33,1,0.38,0.13,0.15,0.64,1,0.18,0.05,0.08,0.29,1,0.22,0.05,0.13,0.33,1,0.02,0,0.01,0.03,1,0.06,0.01,0.05,0.07,1
CEAL,CICI,1,None,0.07,0.82,1.13,1,0.21,0.05,0.12,0.33,1,0.92,0.07,0.73,1,1,0.92,0.04,0.82,0.98,1,0.92,0.04,0.84,0.97,1,0.02,0,0.01,0.03,1,0.06,0,0.06,0.07,1
CEAL,GASA,1.43,None,0.45,0.62,2.39,1,0.21,0.05,0.12,0.33,1,0.39,0.13,0.15,0.66,1,0.24,0.06,0.13,0.38,1,0.27,0.06,0.17,0.39,1,0.02,0,0.01,0.03,1,0.03,0,0.02,0.03,1
CEAL,GEGE,1.01,None,0.08,0.82,1.14,1,0.21,0.05,0.12,0.33,1,0.92,0.08,0.72,1,1,0.91,0.04,0.81,0.97,1,0.91,0.04,0.83,0.97,1,0.02,0,0.01,0.03,1,0.11,0,0.11,0.12,1
CEAL,HEIC,1.14,None,0.42,0.41,2.03,1,0.21,0.05,0.12,0.33,1,0.38,0.16,0.12,0.72,1,0.33,0.08,0.18,0.51,1,0.34,0.08,0.21,0.5,1,0.02,0,0.01,0.03,1,0.01,0,0.01,0.02,1
CEAL,HIAM,1.23,None,0.98,0.05,3.71,1,0.21,0.05,0.11,0.33,1,0.37,0.28,0.01,0.95,1,0.38,0.28,0.02,0.95,1,0.38,0.24,0.04,0.87,1,0.02,0,0.01,0.03,1,0,0,0,0.01,1
CEAL,HINI,1.24,None,0.29,0.69,1.85,1,0.21,0.05,0.12,0.33,1,0.56,0.14,0.29,0.83,1,0.42,0.07,0.28,0.57,1,0.45,0.07,0.33,0.58,1,0.02,0,0.01,0.03,1,0.02,0,0.02,0.03,1
CEAL,HYAF,1.09,None,0.12,0.84,1.31,1,0.21,0.06,0.12,0.33,1,0.85,0.09,0.63,0.98,1,0.76,0.06,0.63,0.87,1,0.78,0.05,0.67,0.87,1,0.02,0,0.01,0.03,1,0.07,0,0.06,0.08,1
CEAL,ICAL,1.23,None,0.27,0.72,1.77,1,0.21,0.06,0.12,0.33,1,0.76,0.16,0.41,0.99,1,0.59,0.12,0.37,0.85,1,0.62,0.1,0.43,0.84,1,0.02,0,0.01,0.03,1,0.01,0,0,0.01,1
CEAL,LEMI,1.57,None,0.34,0.94,2.28,1,0.21,0.05,0.12,0.33,1,0.61,0.13,0.35,0.85,1,0.34,0.07,0.21,0.48,1,0.4,0.06,0.28,0.52,1,0.02,0,0.01,0.03,1,0.04,0,0.03,0.05,1
CEAL,LOAF,0.92,None,0.09,0.69,1.06,1,0.21,0.05,0.12,0.33,1,0.84,0.1,0.61,0.98,1,0.94,0.04,0.86,0.99,1,0.92,0.03,0.84,0.98,1,0.02,0,0.01,0.03,1,0.05,0,0.04,0.05,1
CEAL,MATE,1.15,None,0.64,0.19,2.62,1,0.21,0.05,0.12,0.33,1,0.35,0.23,0.04,0.9,1,0.32,0.19,0.08,0.84,1,0.33,0.18,0.1,0.79,1,0.02,0,0.01,0.03,1,0,0,0,0.01,1
CEAL,MECA,0.55,Negative,0.21,0.19,0.99,1,0.21,0.05,0.12,0.33,1,0.33,0.13,0.11,0.62,1,0.67,0.08,0.51,0.81,1,0.6,0.07,0.46,0.73,1,0.02,0,0.01,0.03,1,0.02,0,0.01,0.02,1
CEAL,MUMU,1.51,None,0.37,0.85,2.31,1,0.21,0.05,0.12,0.33,1,0.75,0.16,0.4,0.99,1,0.45,0.13,0.23,0.76,1,0.51,0.12,0.31,0.77,1,0.02,0,0.01,0.03,1,0.01,0,0,0.01,1
CEAL,ORAF,0.76,None,0.28,0.26,1.35,1,0.21,0.06,0.12,0.33,1,0.34,0.14,0.11,0.64,1,0.48,0.08,0.33,0.65,1,0.45,0.07,0.32,0.6,1,0.02,0,0.01,0.03,1,0.02,0,0.01,0.02,1
CEAL,OTCR,1.41,None,0.43,0.63,2.33,1,0.21,0.05,0.12,0.33,1,0.55,0.19,0.21,0.92,1,0.35,0.1,0.18,0.59,1,0.39,0.1,0.23,0.61,1,0.02,0,0.01,0.03,1,0.01,0,0,0.01,1
CEAL,OUOU,0.95,None,0.13,0.67,1.17,1,0.21,0.05,0.12,0.33,1,0.77,0.11,0.52,0.95,1,0.82,0.05,0.71,0.92,1,0.81,0.05,0.71,0.9,1,0.02,0,0.01,0.03,1,0.1,0,0.09,0.1,1
CEAL,PACY,0.96,None,0.06,0.8,1.03,1,0.21,0.05,0.11,0.33,1,0.93,0.07,0.75,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.02,0,0.01,0.03,1,0.34,0,0.33,0.35,1
CEAL,PALE,0.6,None,0.51,0.02,1.87,1,0.21,0.05,0.12,0.33,1,0.1,0.09,0,0.33,1,0.18,0.07,0.07,0.34,1,0.16,0.06,0.07,0.3,1,0.02,0,0.01,0.03,1,0.01,0,0.01,0.02,1
CEAL,POLA,1,None,0.07,0.82,1.11,1,0.21,0.05,0.12,0.33,1,0.92,0.07,0.74,1,1,0.93,0.04,0.84,0.98,1,0.93,0.03,0.85,0.98,1,0.02,0,0.01,0.03,1,0.04,0,0.04,0.04,1
CEAL,RERE,0.76,None,0.21,0.37,1.17,1,0.21,0.06,0.12,0.33,1,0.46,0.13,0.21,0.72,1,0.63,0.07,0.49,0.77,1,0.6,0.06,0.47,0.72,1,0.02,0,0.01,0.03,1,0.04,0,0.03,0.04,1
CEAL,SYCA,0.53,None,0.31,0.08,1.24,1,0.21,0.05,0.12,0.33,1,0.16,0.1,0.02,0.4,1,0.34,0.07,0.21,0.49,1,0.3,0.06,0.19,0.43,1,0.02,0,0.01,0.03,1,0.02,0,0.02,0.03,1
CEAL,SYGR,1.14,None,0.42,0.41,2.04,1,0.21,0.05,0.12,0.33,1,0.31,0.12,0.1,0.57,1,0.26,0.06,0.15,0.4,1,0.27,0.06,0.17,0.39,1,0.02,0,0.01,0.03,1,0.03,0,0.03,0.04,1
CEAL,TAOR,1.52,None,0.83,0.26,3.4,1,0.21,0.05,0.12,0.33,1,0.37,0.24,0.05,0.92,1,0.24,0.17,0.04,0.73,1,0.27,0.16,0.07,0.7,1,0.02,0,0.01,0.03,1,0,0,0,0.01,1
