SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
CEAL,TRAN,1.32,None,0.17,0.98,1.67,1,0.21,0.05,0.11,0.33,1,0.84,0.1,0.61,0.98,1,0.59,0.07,0.45,0.72,1,0.64,0.06,0.52,0.75,1,0.02,0,0.01,0.03,1,0.08,0,0.07,0.08,1
CEAL,TRST,1.07,None,0.12,0.81,1.29,1,0.21,0.05,0.12,0.33,1,0.85,0.1,0.62,0.98,1,0.78,0.06,0.65,0.88,1,0.79,0.05,0.68,0.88,1,0.02,0,0.01,0.03,1,0.03,0,0.03,0.04,1
CEAL,TRSY,0.96,None,0.06,0.8,1.03,1,0.21,0.05,0.11,0.33,1,0.93,0.07,0.75,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.02,0,0.01,0.03,1,0.25,0,0.24,0.26,1
CENA,CICI,0.93,None,0.09,0.73,1.07,1,0.21,0.05,0.12,0.32,1,0.86,0.09,0.64,0.98,1,0.94,0.04,0.85,0.99,1,0.92,0.03,0.84,0.97,1,0.06,0.01,0.05,0.07,1,0.06,0,0.06,0.07,1
CENA,ORAF,1.27,None,0.31,0.7,1.91,1,0.21,0.05,0.12,0.32,1,0.57,0.15,0.29,0.85,1,0.42,0.08,0.27,0.58,1,0.45,0.07,0.32,0.59,1,0.06,0.01,0.05,0.07,1,0.02,0,0.01,0.02,1
CENA,OTCR,1.23,None,0.4,0.53,2.07,1,0.21,0.05,0.12,0.32,1,0.47,0.17,0.18,0.84,1,0.37,0.11,0.19,0.62,1,0.39,0.1,0.23,0.61,1,0.06,0.01,0.05,0.07,1,0.01,0,0,0.01,1
CENA,PACY,0.96,None,0.06,0.81,1.04,1,0.21,0.05,0.12,0.32,1,0.93,0.07,0.76,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.06,0.01,0.05,0.07,1,0.34,0,0.33,0.35,1
CENA,POLA,1,None,0.07,0.84,1.12,1,0.21,0.05,0.12,0.32,1,0.93,0.07,0.76,1,1,0.93,0.04,0.84,0.98,1,0.93,0.03,0.85,0.98,1,0.06,0.01,0.05,0.07,1,0.04,0,0.04,0.04,1
CENA,SYCA,0.49,None,0.29,0.07,1.17,1,0.21,0.05,0.12,0.32,1,0.15,0.09,0.02,0.38,1,0.35,0.07,0.22,0.49,1,0.3,0.06,0.19,0.43,1,0.06,0.01,0.05,0.07,1,0.02,0,0.02,0.03,1
CENA,SYGR,1.9,Positive,0.48,1.05,2.93,1,0.21,0.05,0.12,0.32,1,0.5,0.13,0.25,0.75,1,0.21,0.06,0.11,0.33,1,0.27,0.06,0.17,0.38,1,0.06,0.01,0.05,0.07,1,0.03,0,0.03,0.04,1
CENA,TRSY,0.96,None,0.06,0.81,1.03,1,0.21,0.05,0.12,0.32,1,0.93,0.07,0.75,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.06,0.01,0.05,0.07,1,0.25,0,0.24,0.26,1
CHPY,AEME,0.97,None,0.05,0.87,1.07,1,0.57,0.06,0.44,0.69,1,0.81,0.06,0.66,0.92,1,0.86,0.07,0.71,0.96,1,0.83,0.05,0.73,0.91,1,0.06,0,0.05,0.06,1,0.16,0,0.15,0.17,1
CHPY,ALBU,1.23,None,0.24,0.74,1.71,1,0.57,0.06,0.44,0.69,1,0.21,0.07,0.09,0.36,1,0.12,0.06,0.03,0.27,1,0.17,0.05,0.08,0.27,1,0.06,0,0.05,0.06,1,0.02,0,0.01,0.03,1
CHPY,ATPA,0.97,None,0.1,0.78,1.16,1,0.57,0.06,0.44,0.69,1,0.6,0.09,0.43,0.77,1,0.65,0.1,0.44,0.84,1,0.62,0.07,0.49,0.75,1,0.06,0,0.05,0.06,1,0.02,0,0.02,0.02,1
CHPY,BDCR,1.27,None,0.2,0.87,1.67,1,0.57,0.06,0.44,0.69,1,0.29,0.08,0.15,0.45,1,0.15,0.07,0.04,0.31,1,0.23,0.05,0.13,0.34,1,0.06,0,0.05,0.06,1,0.03,0,0.02,0.03,1
CHPY,CEAL,1.36,None,0.21,0.95,1.78,1,0.57,0.06,0.44,0.69,1,0.3,0.08,0.16,0.46,1,0.12,0.06,0.03,0.27,1,0.22,0.05,0.12,0.34,1,0.06,0,0.05,0.06,1,0.02,0,0.01,0.03,1
CHPY,CENA,0.88,None,0.21,0.48,1.28,1,0.57,0.06,0.44,0.69,1,0.19,0.07,0.08,0.34,1,0.25,0.08,0.11,0.43,1,0.22,0.05,0.13,0.33,1,0.06,0,0.05,0.06,1,0.06,0.01,0.05,0.07,1
CHPY,CICI,1.02,None,0.04,0.96,1.1,1,0.57,0.06,0.44,0.69,1,0.94,0.04,0.84,0.99,1,0.89,0.06,0.76,0.98,1,0.92,0.03,0.84,0.97,1,0.06,0,0.05,0.06,1,0.06,0,0.06,0.07,1
CHPY,GASA,1.14,None,0.18,0.78,1.5,1,0.57,0.06,0.44,0.69,1,0.32,0.08,0.17,0.48,1,0.23,0.08,0.09,0.4,1,0.28,0.06,0.17,0.39,1,0.06,0,0.05,0.06,1,0.03,0,0.02,0.03,1
CHPY,GEGE,1.02,None,0.04,0.95,1.1,1,0.57,0.06,0.44,0.69,1,0.93,0.04,0.82,0.99,1,0.89,0.06,0.75,0.98,1,0.91,0.04,0.83,0.97,1,0.06,0,0.05,0.06,1,0.11,0,0.11,0.12,1
CHPY,HEIC,0.6,Negative,0.17,0.28,0.95,1,0.57,0.06,0.44,0.69,1,0.21,0.08,0.08,0.39,1,0.53,0.13,0.3,0.82,1,0.35,0.08,0.21,0.52,1,0.06,0,0.05,0.06,1,0.01,0,0.01,0.02,1
CHPY,HIAM,1.15,None,0.4,0.32,1.85,1,0.57,0.06,0.44,0.69,1,0.43,0.28,0.03,0.96,1,0.32,0.27,0.01,0.93,1,0.38,0.22,0.04,0.84,1,0.06,0,0.05,0.06,1,0,0,0,0.01,1
CHPY,HINI,1.05,None,0.13,0.79,1.31,1,0.57,0.06,0.44,0.69,1,0.48,0.09,0.31,0.65,1,0.43,0.1,0.24,0.63,1,0.46,0.07,0.33,0.59,1,0.06,0,0.05,0.06,1,0.02,0,0.02,0.03,1
CHPY,HYAF,1,None,0.06,0.88,1.12,1,0.57,0.06,0.44,0.69,1,0.78,0.07,0.63,0.9,1,0.78,0.08,0.62,0.91,1,0.78,0.05,0.67,0.87,1,0.06,0,0.05,0.06,1,0.07,0,0.06,0.08,1
CHPY,ICAL,0.95,None,0.12,0.71,1.2,1,0.57,0.06,0.44,0.69,1,0.62,0.13,0.37,0.9,1,0.69,0.15,0.4,0.96,1,0.65,0.11,0.45,0.87,1,0.06,0,0.05,0.06,1,0.01,0,0,0.01,1
CHPY,LEMI,1.06,None,0.14,0.79,1.34,1,0.57,0.06,0.44,0.69,1,0.42,0.08,0.27,0.59,1,0.37,0.09,0.2,0.55,1,0.4,0.06,0.28,0.52,1,0.06,0,0.05,0.06,1,0.04,0,0.03,0.05,1
CHPY,LESE,0.8,None,0.21,0.39,1.22,1,0.57,0.06,0.44,0.69,1,0.2,0.08,0.08,0.37,1,0.32,0.11,0.14,0.55,1,0.25,0.07,0.14,0.39,1,0.06,0,0.05,0.06,1,0.01,0,0.01,0.02,1
CHPY,LOAF,0.99,None,0.03,0.92,1.06,1,0.57,0.06,0.44,0.69,1,0.91,0.05,0.8,0.98,1,0.93,0.05,0.81,0.99,1,0.92,0.03,0.84,0.97,1,0.06,0,0.05,0.06,1,0.05,0,0.04,0.05,1
CHPY,MATE,0.86,None,0.27,0.34,1.39,1,0.57,0.06,0.44,0.69,1,0.28,0.18,0.06,0.79,1,0.39,0.22,0.09,0.91,1,0.33,0.17,0.1,0.75,1,0.06,0,0.05,0.06,1,0,0,0,0.01,1
CHPY,MECA,1.03,None,0.1,0.83,1.24,1,0.57,0.06,0.44,0.69,1,0.61,0.09,0.43,0.78,1,0.57,0.1,0.37,0.77,1,0.59,0.07,0.46,0.73,1,0.06,0,0.05,0.06,1,0.02,0,0.01,0.02,1
CHPY,MUMU,1.18,None,0.16,0.87,1.52,1,0.57,0.06,0.44,0.69,1,0.65,0.15,0.37,0.96,1,0.43,0.17,0.16,0.83,1,0.56,0.13,0.33,0.84,1,0.06,0,0.05,0.06,1,0.01,0,0,0.01,1
CHPY,ORAF,0.91,None,0.14,0.63,1.17,1,0.57,0.06,0.44,0.69,1,0.41,0.09,0.24,0.59,1,0.51,0.11,0.3,0.73,1,0.45,0.07,0.32,0.6,1,0.06,0,0.05,0.06,1,0.02,0,0.01,0.02,1
CHPY,OTCR,1.23,None,0.18,0.88,1.6,1,0.57,0.06,0.44,0.69,1,0.48,0.13,0.26,0.77,1,0.28,0.12,0.09,0.55,1,0.39,0.1,0.23,0.62,1,0.06,0,0.05,0.06,1,0.01,0,0,0.01,1
CHPY,OUOU,0.99,None,0.05,0.89,1.1,1,0.57,0.06,0.44,0.69,1,0.81,0.07,0.66,0.92,1,0.82,0.07,0.66,0.94,1,0.81,0.05,0.71,0.9,1,0.06,0,0.05,0.06,1,0.1,0,0.09,0.1,1
CHPY,PACY,1,None,0.02,0.96,1.05,1,0.57,0.06,0.44,0.69,1,0.97,0.03,0.9,1,1,0.96,0.03,0.87,1,1,0.97,0.02,0.91,1,1,0.06,0,0.05,0.06,1,0.34,0,0.33,0.35,1
CHPY,PALE,0.86,None,0.28,0.33,1.41,1,0.57,0.06,0.44,0.69,1,0.14,0.07,0.04,0.3,1,0.19,0.09,0.05,0.41,1,0.16,0.06,0.07,0.3,1,0.06,0,0.05,0.06,1,0.01,0,0.01,0.02,1
CHPY,POLA,1.05,Positive,0.04,1,1.14,1,0.57,0.06,0.44,0.69,1,0.97,0.03,0.9,1,1,0.86,0.07,0.71,0.96,1,0.92,0.03,0.85,0.98,1,0.06,0,0.05,0.06,1,0.04,0,0.04,0.04,1
CHPY,RERE,0.9,None,0.09,0.71,1.08,1,0.57,0.06,0.44,0.69,1,0.54,0.08,0.37,0.7,1,0.67,0.09,0.48,0.84,1,0.59,0.06,0.47,0.71,1,0.06,0,0.05,0.06,1,0.04,0,0.03,0.04,1
CHPY,SYCA,0.87,None,0.17,0.53,1.21,1,0.57,0.06,0.44,0.69,1,0.26,0.08,0.13,0.43,1,0.35,0.09,0.18,0.55,1,0.3,0.06,0.19,0.43,1,0.06,0,0.05,0.06,1,0.02,0,0.02,0.03,1
CHPY,SYGR,0.72,None,0.18,0.38,1.08,1,0.57,0.06,0.44,0.69,1,0.2,0.07,0.09,0.34,1,0.37,0.09,0.2,0.56,1,0.27,0.06,0.17,0.39,1,0.06,0,0.05,0.06,1,0.03,0,0.03,0.04,1
CHPY,TAOR,0.86,None,0.32,0.27,1.48,1,0.57,0.06,0.44,0.69,1,0.25,0.19,0.04,0.78,1,0.34,0.22,0.06,0.89,1,0.29,0.17,0.07,0.73,1,0.06,0,0.05,0.06,1,0,0,0,0.01,1
CHPY,TRAN,1.21,Positive,0.1,1.05,1.42,1,0.57,0.06,0.44,0.69,1,0.78,0.07,0.63,0.89,1,0.47,0.09,0.29,0.65,1,0.64,0.06,0.52,0.76,1,0.06,0,0.05,0.06,1,0.08,0,0.07,0.08,1
CHPY,TRST,1.03,None,0.06,0.91,1.15,1,0.57,0.06,0.44,0.69,1,0.81,0.07,0.67,0.92,1,0.77,0.08,0.59,0.91,1,0.79,0.05,0.68,0.89,1,0.06,0,0.05,0.06,1,0.03,0,0.03,0.04,1
CHPY,TRSY,1,None,0.02,0.96,1.05,1,0.57,0.06,0.44,0.69,1,0.97,0.03,0.9,1,1,0.96,0.03,0.87,1,1,0.97,0.02,0.91,1,1,0.06,0,0.05,0.06,1,0.25,0,0.24,0.26,1
CICI,ORAF,1,None,0.04,0.91,1.08,1,0.93,0.03,0.85,0.98,1,0.45,0.07,0.31,0.6,1,0.47,0.23,0.08,0.92,1,0.45,0.07,0.32,0.59,1,0.06,0,0.06,0.07,1,0.02,0,0.01,0.02,1
CICI,OTCR,0.97,None,0.05,0.84,1.07,1,0.93,0.03,0.86,0.98,1,0.38,0.1,0.22,0.61,1,0.51,0.25,0.08,0.96,1,0.39,0.1,0.23,0.61,1,0.06,0,0.06,0.07,1,0.01,0,0,0.01,1
CICI,PACY,1.01,Positive,0.01,1,1.05,1,0.93,0.03,0.86,0.98,1,0.98,0.02,0.94,1,1,0.81,0.16,0.41,0.99,1,0.97,0.02,0.92,1,1,0.06,0,0.06,0.07,1,0.34,0,0.33,0.35,1
CICI,POLA,1.01,None,0.01,0.99,1.05,1,0.93,0.03,0.86,0.98,1,0.94,0.03,0.86,0.99,1,0.81,0.16,0.4,0.99,1,0.93,0.03,0.85,0.98,1,0.06,0,0.06,0.07,1,0.04,0,0.04,0.04,1
CICI,SYCA,1.02,None,0.05,0.92,1.12,1,0.93,0.03,0.85,0.98,1,0.31,0.06,0.19,0.44,1,0.21,0.17,0.01,0.64,1,0.3,0.06,0.19,0.43,1,0.06,0,0.06,0.07,1,0.02,0,0.02,0.03,1
CICI,TRSY,1.01,Positive,0.01,1,1.05,1,0.93,0.03,0.86,0.98,1,0.98,0.02,0.94,1,1,0.81,0.16,0.41,0.99,1,0.97,0.02,0.92,1,1,0.06,0,0.06,0.07,1,0.25,0,0.24,0.26,1
COTA,AEME,1.12,None,0.09,0.92,1.3,1,0.2,0.05,0.11,0.31,1,0.92,0.07,0.74,1,1,0.8,0.06,0.68,0.9,1,0.83,0.05,0.73,0.91,1,0.03,0,0.02,0.04,1,0.16,0,0.15,0.17,1
COTA,ALBU,3.63,Positive,0.99,2.1,5.95,1,0.2,0.05,0.11,0.31,1,0.55,0.14,0.28,0.82,1,0.06,0.04,0.01,0.15,1,0.16,0.05,0.08,0.26,1,0.03,0,0.02,0.04,1,0.02,0,0.01,0.03,1
COTA,ATPA,0.64,None,0.2,0.27,1.05,1,0.2,0.05,0.11,0.31,1,0.4,0.14,0.16,0.68,1,0.68,0.08,0.53,0.82,1,0.63,0.07,0.49,0.76,1,0.03,0,0.02,0.04,1,0.02,0,0.02,0.02,1
COTA,BDCR,1.38,None,0.51,0.5,2.49,1,0.2,0.05,0.11,0.31,1,0.31,0.13,0.1,0.58,1,0.21,0.06,0.1,0.33,1,0.23,0.05,0.13,0.34,1,0.03,0,0.02,0.04,1,0.03,0,0.02,0.03,1
COTA,CEAL,1.1,None,0.49,0.29,2.17,1,0.2,0.05,0.11,0.31,1,0.24,0.12,0.06,0.5,1,0.22,0.06,0.11,0.35,1,0.22,0.05,0.12,0.34,1,0.03,0,0.02,0.04,1,0.02,0,0.01,0.03,1
COTA,CENA,1.04,None,0.47,0.28,2.06,1,0.2,0.05,0.11,0.31,1,0.23,0.11,0.05,0.48,1,0.22,0.06,0.12,0.34,1,0.22,0.05,0.13,0.33,1,0.03,0,0.02,0.04,1,0.06,0.01,0.05,0.07,1
COTA,CHPY,1.23,None,0.22,0.8,1.65,1,0.2,0.05,0.11,0.31,1,0.69,0.12,0.43,0.9,1,0.53,0.07,0.4,0.67,1,0.56,0.06,0.44,0.68,1,0.03,0,0.02,0.04,1,0.06,0,0.05,0.06,1
COTA,CICI,1.01,None,0.07,0.82,1.13,1,0.2,0.05,0.11,0.31,1,0.92,0.07,0.73,1,1,0.92,0.04,0.82,0.98,1,0.92,0.04,0.84,0.97,1,0.03,0,0.02,0.04,1,0.06,0,0.06,0.07,1
COTA,GASA,1.13,None,0.42,0.4,2.03,1,0.2,0.05,0.11,0.31,1,0.31,0.12,0.1,0.58,1,0.27,0.06,0.15,0.4,1,0.28,0.06,0.17,0.39,1,0.03,0,0.02,0.04,1,0.03,0,0.02,0.03,1
COTA,GEGE,0.92,None,0.1,0.69,1.07,1,0.2,0.05,0.11,0.31,1,0.84,0.1,0.6,0.98,1,0.93,0.04,0.84,0.98,1,0.91,0.04,0.83,0.97,1,0.03,0,0.02,0.04,1,0.11,0,0.11,0.12,1
COTA,HEIC,0.8,None,0.37,0.21,1.61,1,0.2,0.05,0.11,0.31,1,0.27,0.14,0.06,0.58,1,0.36,0.09,0.21,0.55,1,0.34,0.08,0.21,0.51,1,0.03,0,0.02,0.04,1,0.01,0,0.01,0.02,1
COTA,HIAM,1.2,None,0.98,0.05,3.69,1,0.2,0.05,0.11,0.31,1,0.37,0.28,0.01,0.95,1,0.38,0.28,0.02,0.95,1,0.38,0.25,0.04,0.87,1,0.03,0,0.02,0.04,1,0,0,0,0.01,1
COTA,HINI,1.81,Positive,0.32,1.24,2.49,1,0.2,0.05,0.11,0.31,1,0.8,0.12,0.53,0.97,1,0.36,0.07,0.23,0.5,1,0.45,0.07,0.32,0.58,1,0.03,0,0.02,0.04,1,0.02,0,0.02,0.03,1
COTA,HYAF,0.99,None,0.13,0.71,1.23,1,0.2,0.05,0.11,0.31,1,0.77,0.11,0.52,0.95,1,0.78,0.06,0.66,0.88,1,0.78,0.05,0.67,0.87,1,0.03,0,0.02,0.04,1,0.07,0,0.06,0.08,1
COTA,ICAL,1.28,None,0.27,0.78,1.84,1,0.2,0.05,0.11,0.31,1,0.77,0.15,0.45,0.99,1,0.57,0.12,0.36,0.83,1,0.61,0.1,0.43,0.83,1,0.03,0,0.02,0.04,1,0.01,0,0,0.01,1
COTA,KOEL,0.95,None,0.08,0.76,1.06,1,0.2,0.05,0.11,0.31,1,0.91,0.08,0.7,1,1,0.97,0.03,0.9,1,1,0.95,0.03,0.89,0.99,1,0.03,0,0.02,0.04,1,0.26,0,0.26,0.27,1
COTA,LEMI,1.57,None,0.34,0.95,2.28,1,0.2,0.05,0.11,0.31,1,0.61,0.13,0.35,0.85,1,0.34,0.07,0.22,0.48,1,0.4,0.06,0.28,0.52,1,0.03,0,0.02,0.04,1,0.04,0,0.03,0.05,1
COTA,LESE,0.71,None,0.42,0.11,1.68,1,0.2,0.05,0.11,0.31,1,0.18,0.11,0.02,0.45,1,0.27,0.07,0.14,0.43,1,0.25,0.06,0.14,0.39,1,0.03,0,0.02,0.04,1,0.01,0,0.01,0.02,1
COTA,LOAF,0.92,None,0.09,0.69,1.06,1,0.2,0.05,0.11,0.31,1,0.85,0.1,0.61,0.98,1,0.94,0.03,0.86,0.99,1,0.92,0.03,0.84,0.98,1,0.03,0,0.02,0.04,1,0.05,0,0.04,0.05,1
COTA,MATE,0.56,None,0.47,0.02,1.73,1,0.2,0.05,0.11,0.31,1,0.19,0.19,0,0.72,1,0.38,0.21,0.11,0.9,1,0.34,0.18,0.1,0.79,1,0.03,0,0.02,0.04,1,0,0,0,0.01,1
COTA,MECA,0.66,None,0.21,0.28,1.09,1,0.2,0.05,0.11,0.31,1,0.4,0.14,0.16,0.68,1,0.65,0.08,0.5,0.8,1,0.6,0.07,0.46,0.74,1,0.03,0,0.02,0.04,1,0.02,0,0.01,0.02,1
COTA,MUMU,0.9,None,0.33,0.33,1.59,1,0.2,0.05,0.11,0.31,1,0.51,0.2,0.16,0.92,1,0.59,0.15,0.33,0.92,1,0.57,0.14,0.34,0.87,1,0.03,0,0.02,0.04,1,0.01,0,0,0.01,1
COTA,ORAF,0.93,None,0.29,0.4,1.54,1,0.2,0.05,0.11,0.31,1,0.42,0.14,0.17,0.71,1,0.46,0.08,0.31,0.62,1,0.45,0.07,0.32,0.6,1,0.03,0,0.02,0.04,1,0.02,0,0.01,0.02,1
COTA,OTCR,1.05,None,0.39,0.37,1.9,1,0.2,0.05,0.11,0.31,1,0.41,0.17,0.13,0.8,1,0.39,0.11,0.21,0.65,1,0.4,0.1,0.23,0.63,1,0.03,0,0.02,0.04,1,0.01,0,0,0.01,1
COTA,OUOU,1.14,None,0.1,0.94,1.33,1,0.2,0.05,0.11,0.31,1,0.92,0.07,0.74,1,1,0.78,0.06,0.66,0.88,1,0.81,0.05,0.71,0.9,1,0.03,0,0.02,0.04,1,0.1,0,0.09,0.1,1
COTA,PACY,0.95,None,0.06,0.79,1.03,1,0.2,0.05,0.11,0.31,1,0.93,0.07,0.74,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.03,0,0.02,0.04,1,0.34,0,0.33,0.35,1
COTA,PALE,0.57,None,0.49,0.02,1.82,1,0.2,0.05,0.11,0.31,1,0.09,0.09,0,0.32,1,0.18,0.07,0.07,0.34,1,0.16,0.06,0.07,0.3,1,0.03,0,0.02,0.04,1,0.01,0,0.01,0.02,1
COTA,PHAF,0.95,None,0.06,0.79,1.03,1,0.2,0.05,0.11,0.31,1,0.93,0.07,0.74,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.03,0,0.02,0.04,1,0.31,0,0.3,0.32,1
COTA,POLA,1,None,0.07,0.82,1.11,1,0.2,0.05,0.11,0.31,1,0.92,0.07,0.74,1,1,0.93,0.04,0.84,0.98,1,0.93,0.03,0.85,0.98,1,0.03,0,0.02,0.04,1,0.04,0,0.04,0.04,1
COTA,RERE,1.17,None,0.2,0.76,1.57,1,0.2,0.05,0.11,0.31,1,0.69,0.12,0.42,0.9,1,0.57,0.07,0.43,0.7,1,0.59,0.06,0.47,0.71,1,0.03,0,0.02,0.04,1,0.04,0,0.03,0.04,1
COTA,SYCA,1.05,None,0.39,0.38,1.88,1,0.2,0.05,0.11,0.31,1,0.31,0.13,0.1,0.58,1,0.3,0.07,0.18,0.44,1,0.3,0.06,0.19,0.42,1,0.03,0,0.02,0.04,1,0.02,0,0.02,0.03,1
COTA,SYGR,1.74,None,0.48,0.88,2.77,1,0.2,0.05,0.11,0.31,1,0.46,0.13,0.21,0.73,1,0.22,0.06,0.12,0.35,1,0.27,0.06,0.17,0.39,1,0.03,0,0.02,0.04,1,0.03,0,0.03,0.04,1
COTA,TAOR,0.7,None,0.59,0.02,2.18,1,0.2,0.05,0.11,0.31,1,0.2,0.2,0,0.77,1,0.33,0.21,0.07,0.88,1,0.31,0.19,0.07,0.78,1,0.03,0,0.02,0.04,1,0,0,0,0.01,1
COTA,TRAN,1.07,None,0.18,0.7,1.42,1,0.2,0.05,0.11,0.31,1,0.69,0.12,0.42,0.9,1,0.63,0.07,0.49,0.76,1,0.64,0.06,0.52,0.76,1,0.03,0,0.02,0.04,1,0.08,0,0.07,0.08,1
COTA,TRST,1.07,None,0.12,0.81,1.29,1,0.2,0.05,0.11,0.31,1,0.85,0.1,0.62,0.98,1,0.78,0.06,0.65,0.88,1,0.79,0.05,0.68,0.88,1,0.03,0,0.02,0.04,1,0.03,0,0.03,0.04,1
COTA,TRSY,0.95,None,0.06,0.8,1.03,1,0.2,0.05,0.11,0.31,1,0.93,0.07,0.74,1,1,0.98,0.02,0.93,1,1,0.97,0.02,0.92,1,1,0.03,0,0.02,0.04,1,0.25,0,0.24,0.26,1
GASA,AEME,1.07,None,0.09,0.88,1.24,1,0.27,0.06,0.16,0.39,1,0.88,0.08,0.7,0.98,1,0.81,0.06,0.68,0.91,1,0.83,0.05,0.73,0.91,1,0.03,0,0.02,0.03,1,0.16,0,0.16,0.17,1
GASA,ALBU,1.1,None,0.48,0.3,2.15,1,0.27,0.06,0.17,0.39,1,0.18,0.09,0.04,0.4,1,0.16,0.06,0.07,0.29,1,0.17,0.05,0.08,0.27,1,0.03,0,0.02,0.03,1,0.02,0,0.01,0.03,1
GASA,ATPA,1.32,None,0.18,0.98,1.69,1,0.27,0.06,0.16,0.39,1,0.8,0.1,0.57,0.97,1,0.54,0.08,0.39,0.7,1,0.61,0.07,0.48,0.74,1,0.03,0,0.02,0.03,1,0.02,0,0.02,0.02,1
GASA,BDCR,1.89,Positive,0.47,1.05,2.93,1,0.27,0.06,0.16,0.39,1,0.42,0.12,0.2,0.66,1,0.15,0.05,0.06,0.28,1,0.23,0.05,0.13,0.34,1,0.03,0,0.02,0.03,1,0.03,0,0.02,0.03,1
GASA,CENA,1.33,None,0.42,0.58,2.23,1,0.27,0.06,0.16,0.39,1,0.29,0.11,0.11,0.52,1,0.19,0.06,0.09,0.32,1,0.22,0.05,0.13,0.33,1,0.03,0,0.02,0.03,1,0.06,0.01,0.05,0.07,1
GASA,CICI,0.96,None,0.07,0.79,1.08,1,0.27,0.06,0.16,0.39,1,0.88,0.08,0.7,0.99,1,0.93,0.04,0.84,0.99,1,0.92,0.04,0.84,0.97,1,0.03,0,0.02,0.03,1,0.06,0,0.06,0.07,1
GASA,GEGE,0.96,None,0.07,0.79,1.08,1,0.27,0.06,0.17,0.39,1,0.88,0.08,0.69,0.98,1,0.92,0.04,0.83,0.98,1,0.91,0.04,0.83,0.97,1,0.03,0,0.02,0.03,1,0.11,0,0.11,0.12,1
GASA,HEIC,1.06,None,0.34,0.45,1.79,1,0.27,0.06,0.16,0.39,1,0.36,0.13,0.13,0.65,1,0.33,0.09,0.18,0.52,1,0.34,0.08,0.21,0.5,1,0.03,0,0.02,0.03,1,0.01,0,0.01,0.02,1
GASA,HIAM,2.14,None,1.05,0.45,4.36,1,0.27,0.06,0.16,0.39,1,0.49,0.28,0.05,0.97,1,0.21,0.23,0,0.85,1,0.28,0.2,0.03,0.8,1,0.03,0,0.02,0.03,1,0,0,0,0.01,1
GASA,LEMI,1.03,None,0.26,0.55,1.56,1,0.27,0.06,0.16,0.39,1,0.41,0.12,0.2,0.64,1,0.39,0.07,0.26,0.54,1,0.4,0.06,0.28,0.52,1,0.03,0,0.02,0.03,1,0.04,0,0.03,0.05,1
GASA,LOAF,1.02,None,0.06,0.89,1.13,1,0.27,0.06,0.17,0.39,1,0.94,0.06,0.79,1,1,0.91,0.04,0.81,0.98,1,0.92,0.03,0.84,0.97,1,0.03,0,0.02,0.03,1,0.05,0,0.04,0.05,1
GASA,MECA,1.07,None,0.19,0.69,1.44,1,0.27,0.06,0.16,0.39,1,0.63,0.12,0.38,0.86,1,0.58,0.08,0.42,0.74,1,0.59,0.07,0.46,0.73,1,0.03,0,0.02,0.03,1,0.02,0,0.01,0.02,1
GASA,MUMU,1.04,None,0.29,0.51,1.65,1,0.27,0.06,0.16,0.39,1,0.59,0.19,0.25,0.95,1,0.56,0.16,0.3,0.91,1,0.57,0.14,0.34,0.86,1,0.03,0,0.02,0.03,1,0.01,0,0,0.01,1
GASA,ORAF,0.86,None,0.25,0.41,1.37,1,0.27,0.06,0.16,0.39,1,0.39,0.13,0.17,0.65,1,0.47,0.08,0.32,0.65,1,0.45,0.07,0.32,0.6,1,0.03,0,0.02,0.03,1,0.02,0,0.01,0.02,1
GASA,OTCR,1.91,Positive,0.41,1.19,2.83,1,0.27,0.06,0.16,0.39,1,0.7,0.15,0.39,0.97,1,0.25,0.09,0.11,0.46,1,0.37,0.09,0.22,0.56,1,0.03,0,0.02,0.03,1,0.01,0,0,0.01,1
GASA,PACY,0.97,None,0.05,0.86,1.04,1,0.27,0.06,0.16,0.39,1,0.94,0.05,0.8,1,1,0.98,0.02,0.92,1,1,0.97,0.02,0.92,1,1,0.03,0,0.02,0.03,1,0.34,0,0.33,0.35,1
GASA,PALE,0.45,None,0.39,0.01,1.42,1,0.27,0.06,0.16,0.39,1,0.07,0.07,0,0.26,1,0.2,0.08,0.08,0.37,1,0.16,0.06,0.07,0.3,1,0.03,0,0.02,0.03,1,0.01,0,0.01,0.02,1
GASA,POLA,0.89,None,0.08,0.71,1.01,1,0.27,0.06,0.16,0.39,1,0.83,0.09,0.62,0.96,1,0.97,0.03,0.89,1,1,0.93,0.03,0.85,0.98,1,0.03,0,0.02,0.03,1,0.04,0,0.04,0.04,1
