,X,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,Sunrise,Sunset,Time.Numeric,Sunrise.Numeric,Sunset.Numeric,TimePeriod
374,70444,K06,Baboon,1/10/16 5:28,1/10/16,5:28:22,82,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 15 22.JPG,5:13:44,18:25:16,5.472777778,5.228888889,18.42111111,Day
376,70445,K06,Baboon,1/10/16 5:28,1/10/16,5:28:23,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 15 23.JPG,5:13:44,18:25:16,5.473055556,5.228888889,18.42111111,Day
495,70446,K06,Baboon,1/10/16 5:33,1/10/16,5:33:41,318,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 20 41.JPG,5:13:44,18:25:16,5.561388889,5.228888889,18.42111111,Day
496,70447,K06,Baboon,1/10/16 5:33,1/10/16,5:33:42,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 20 42.JPG,5:13:44,18:25:16,5.561666667,5.228888889,18.42111111,Day
670,70448,K06,Baboon,1/10/16 5:40,1/10/16,5:40:48,426,7,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 27 48.JPG,5:13:44,18:25:16,5.68,5.228888889,18.42111111,Day
672,70449,K06,Baboon,1/10/16 5:40,1/10/16,5:40:49,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 27 49.JPG,5:13:44,18:25:16,5.680277778,5.228888889,18.42111111,Day
721,70450,K06,Baboon,1/10/16 5:42,1/10/16,5:42:51,122,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 29 51.JPG,5:13:44,18:25:16,5.714166667,5.228888889,18.42111111,Day
723,70451,K06,Baboon,1/10/16 5:42,1/10/16,5:42:52,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 29 52.JPG,5:13:44,18:25:16,5.714444444,5.228888889,18.42111111,Day
853,70452,K06,Baboon,1/10/16 5:47,1/10/16,5:47:47,295,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 34 47.JPG,5:13:44,18:25:16,5.796388889,5.228888889,18.42111111,Day
854,70453,K06,Baboon,1/10/16 5:47,1/10/16,5:47:47,295,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 34 48.JPG,5:13:44,18:25:16,5.796388889,5.228888889,18.42111111,Day
869,70454,K06,Baboon,1/10/16 5:48,1/10/16,5:48:25,38,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 35 25.JPG,5:13:44,18:25:16,5.806944444,5.228888889,18.42111111,Day
870,70455,K06,Baboon,1/10/16 5:48,1/10/16,5:48:26,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 35 26.JPG,5:13:44,18:25:16,5.807222222,5.228888889,18.42111111,Day
929,70456,K06,Baboon,1/10/16 5:50,1/10/16,5:50:43,137,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 37 43.JPG,5:13:44,18:25:16,5.845277778,5.228888889,18.42111111,Day
930,70457,K06,Baboon,1/10/16 5:50,1/10/16,5:50:44,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 01 05 37 44.JPG,5:13:44,18:25:16,5.845555556,5.228888889,18.42111111,Day
145,70462,K06,Baboon,2/10/16 5:08,2/10/16,5:08:26,81268,1354,22.6,0.9,Merged_no_ghost/K06/Baboon,2016 10 02 04 55 26.JPG,5:32:27,18:20:27,5.140555556,5.540833333,18.34083333,Night
146,70463,K06,Baboon,2/10/16 5:08,2/10/16,5:08:27,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 55 27.JPG,5:32:27,18:20:27,5.140833333,5.540833333,18.34083333,Night
153,70464,K06,Baboon,2/10/16 5:09,2/10/16,5:09:01,34,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 01.JPG,5:32:27,18:20:27,5.150277778,5.540833333,18.34083333,Night
154,70465,K06,Baboon,2/10/16 5:09,2/10/16,5:09:01,34,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 02.JPG,5:32:27,18:20:27,5.150277778,5.540833333,18.34083333,Night
163,70466,K06,Baboon,2/10/16 5:09,2/10/16,5:09:46,45,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 46.JPG,5:32:27,18:20:27,5.162777778,5.540833333,18.34083333,Night
164,70467,K06,Baboon,2/10/16 5:09,2/10/16,5:09:47,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 04 56 47.JPG,5:32:27,18:20:27,5.163055556,5.540833333,18.34083333,Night
409,70468,K06,Baboon,2/10/16 5:30,2/10/16,5:30:13,1226,20,0.3,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 17 13.JPG,5:32:27,18:20:27,5.503611111,5.540833333,18.34083333,Night
410,70469,K06,Baboon,2/10/16 5:30,2/10/16,5:30:14,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 17 14.JPG,5:32:27,18:20:27,5.503888889,5.540833333,18.34083333,Night
444,70470,K06,Baboon,2/10/16 5:31,2/10/16,5:31:29,75,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 18 29.JPG,5:32:27,18:20:27,5.524722222,5.540833333,18.34083333,Night
445,70471,K06,Baboon,2/10/16 5:31,2/10/16,5:31:29,75,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 18 30.JPG,5:32:27,18:20:27,5.524722222,5.540833333,18.34083333,Night
597,70472,K06,Baboon,2/10/16 5:38,2/10/16,5:38:20,411,7,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 25 20.JPG,5:32:27,18:20:27,5.638888889,5.540833333,18.34083333,Day
598,70473,K06,Baboon,2/10/16 5:38,2/10/16,5:38:21,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 25 21.JPG,5:32:27,18:20:27,5.639166667,5.540833333,18.34083333,Day
611,70474,K06,Baboon,2/10/16 5:39,2/10/16,5:39:02,41,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 26 02.JPG,5:32:27,18:20:27,5.650555556,5.540833333,18.34083333,Day
612,70475,K06,Baboon,2/10/16 5:39,2/10/16,5:39:03,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 26 03.JPG,5:32:27,18:20:27,5.650833333,5.540833333,18.34083333,Day
653,70476,K06,Baboon,2/10/16 5:40,2/10/16,5:40:27,84,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 27 27.JPG,5:32:27,18:20:27,5.674166667,5.540833333,18.34083333,Day
654,70477,K06,Baboon,2/10/16 5:40,2/10/16,5:40:27,84,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 27 28.JPG,5:32:27,18:20:27,5.674166667,5.540833333,18.34083333,Day
931,70478,K06,Baboon,2/10/16 5:50,2/10/16,5:50:48,621,10,0.2,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 37 48.JPG,5:32:27,18:20:27,5.846666667,5.540833333,18.34083333,Day
932,70479,K06,Baboon,2/10/16 5:50,2/10/16,5:50:48,621,10,0.2,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 37 49.JPG,5:32:27,18:20:27,5.846666667,5.540833333,18.34083333,Day
966,70480,K06,Baboon,2/10/16 5:52,2/10/16,5:52:08,80,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 39 08.JPG,5:32:27,18:20:27,5.868888889,5.540833333,18.34083333,Day
968,70481,K06,Baboon,2/10/16 5:52,2/10/16,5:52:09,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 02 05 39 09.JPG,5:32:27,18:20:27,5.869166667,5.540833333,18.34083333,Day
1288,70494,K06,Baboon,2/10/16 17:34,2/10/16,17:34:26,932,16,0.3,0,Merged_no_ghost/K06/Baboon,2016 10 02 17 21 26.JPG,5:32:27,18:20:27,17.57388889,5.540833333,18.34083333,Day
1289,70495,K06,Baboon,2/10/16 17:34,2/10/16,17:34:26,932,16,0.3,0,Merged_no_ghost/K06/Baboon,2016 10 02 17 21 27.JPG,5:32:27,18:20:27,17.57388889,5.540833333,18.34083333,Day
851,70520,K06,Baboon,4/10/16 5:47,4/10/16,5:47:44,46199,770,12.8,0.5,Merged_no_ghost/K06/Baboon,2016 10 04 05 34 44.JPG,5:51:11,17:35:40,5.795555556,5.853055556,17.59444444,Night
852,70521,K06,Baboon,4/10/16 5:47,4/10/16,5:47:44,46199,770,12.8,0.5,Merged_no_ghost/K06/Baboon,2016 10 04 05 34 45.JPG,5:51:11,17:35:40,5.795555556,5.853055556,17.59444444,Night
1444,70538,K06,Baboon,4/10/16 17:52,4/10/16,17:52:39,3072,51,0.8,0,Merged_no_ghost/K06/Baboon,2016 10 04 17 39 39.JPG,5:51:11,17:35:40,17.8775,5.853055556,17.59444444,Night
1445,70539,K06,Baboon,4/10/16 17:52,4/10/16,17:52:39,3072,51,0.8,0,Merged_no_ghost/K06/Baboon,2016 10 04 17 39 40.JPG,5:51:11,17:35:40,17.8775,5.853055556,17.59444444,Night
475,70540,K06,Baboon,5/10/16 5:32,5/10/16,5:32:42,42003,700,11.7,0.5,Merged_no_ghost/K06/Baboon,2016 10 05 05 19 42.JPG,6:00:13,17:17:02,5.545,6.003611111,17.28388889,Night
476,70541,K06,Baboon,5/10/16 5:32,5/10/16,5:32:43,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 05 05 19 43.JPG,6:00:13,17:17:02,5.545277778,6.003611111,17.28388889,Night
839,70556,K06,Baboon,6/10/16 5:47,6/10/16,5:47:14,56513,942,15.7,0.7,Merged_no_ghost/K06/Baboon,2016 10 06 05 34 14.JPG,6:11:32,17:11:59,5.787222222,6.192222222,17.19972222,Night
840,70557,K06,Baboon,6/10/16 5:47,6/10/16,5:47:14,56513,942,15.7,0.7,Merged_no_ghost/K06/Baboon,2016 10 06 05 34 15.JPG,6:11:32,17:11:59,5.787222222,6.192222222,17.19972222,Night
893,70558,K06,Baboon,6/10/16 5:49,6/10/16,5:49:12,118,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 06 05 36 12.JPG,6:11:32,17:11:59,5.82,6.192222222,17.19972222,Night
894,70559,K06,Baboon,6/10/16 5:49,6/10/16,5:49:13,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 06 05 36 13.JPG,6:11:32,17:11:59,5.820277778,6.192222222,17.19972222,Night
231,70628,K06,Baboon,8/10/16 5:18,8/10/16,5:18:26,42991,717,11.9,0.5,Merged_no_ghost/K06/Baboon,2016 10 08 05 05 26.JPG,6:05:33,17:29:31,5.307222222,6.0925,17.49194444,Night
232,70629,K06,Baboon,8/10/16 5:18,8/10/16,5:18:26,42991,717,11.9,0.5,Merged_no_ghost/K06/Baboon,2016 10 08 05 05 27.JPG,6:05:33,17:29:31,5.307222222,6.0925,17.49194444,Night
243,70630,K06,Baboon,8/10/16 5:19,8/10/16,5:19:40,74,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 06 40.JPG,6:05:33,17:29:31,5.327777778,6.0925,17.49194444,Night
244,70631,K06,Baboon,8/10/16 5:19,8/10/16,5:19:40,74,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 06 41.JPG,6:05:33,17:29:31,5.327777778,6.0925,17.49194444,Night
265,70632,K06,Baboon,8/10/16 5:21,8/10/16,5:21:44,124,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 08 44.JPG,6:05:33,17:29:31,5.362222222,6.0925,17.49194444,Night
266,70633,K06,Baboon,8/10/16 5:21,8/10/16,5:21:44,124,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 08 45.JPG,6:05:33,17:29:31,5.362222222,6.0925,17.49194444,Night
389,70634,K06,Baboon,8/10/16 5:29,8/10/16,5:29:20,456,8,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 16 20.JPG,6:05:33,17:29:31,5.488888889,6.0925,17.49194444,Night
390,70635,K06,Baboon,8/10/16 5:29,8/10/16,5:29:21,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 08 05 16 21.JPG,6:05:33,17:29:31,5.489166667,6.0925,17.49194444,Night
357,70644,K06,Baboon,9/10/16 5:27,9/10/16,5:27:41,46688,778,13,0.5,Merged_no_ghost/K06/Baboon,2016 10 09 05 14 41.JPG,5:42:02,17:36:10,5.461388889,5.700555556,17.60277778,Night
358,70645,K06,Baboon,9/10/16 5:27,9/10/16,5:27:42,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 14 42.JPG,5:42:02,17:36:10,5.461666667,5.700555556,17.60277778,Night
371,70646,K06,Baboon,9/10/16 5:28,9/10/16,5:28:20,38,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 15 20.JPG,5:42:02,17:36:10,5.472222222,5.700555556,17.60277778,Night
372,70647,K06,Baboon,9/10/16 5:28,9/10/16,5:28:20,38,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 15 21.JPG,5:42:02,17:36:10,5.472222222,5.700555556,17.60277778,Night
767,70648,K06,Baboon,9/10/16 5:44,9/10/16,5:44:20,960,16,0.3,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 31 20.JPG,5:42:02,17:36:10,5.738888889,5.700555556,17.60277778,Day
770,70649,K06,Baboon,9/10/16 5:44,9/10/16,5:44:21,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 31 21.JPG,5:42:02,17:36:10,5.739166667,5.700555556,17.60277778,Day
843,70650,K06,Baboon,9/10/16 5:47,9/10/16,5:47:24,183,3,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 34 24.JPG,5:42:02,17:36:10,5.79,5.700555556,17.60277778,Day
844,70651,K06,Baboon,9/10/16 5:47,9/10/16,5:47:25,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 34 25.JPG,5:42:02,17:36:10,5.790277778,5.700555556,17.60277778,Day
857,70652,K06,Baboon,9/10/16 5:47,9/10/16,5:47:57,32,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 34 57.JPG,5:42:02,17:36:10,5.799166667,5.700555556,17.60277778,Day
858,70653,K06,Baboon,9/10/16 5:47,9/10/16,5:47:57,32,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 09 05 34 58.JPG,5:42:02,17:36:10,5.799166667,5.700555556,17.60277778,Day
193,70676,K06,Baboon,10/10/16 5:13,10/10/16,5:13:56,51305,855,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 10 10 05 00 56.JPG,5:16:04,17:42:11,5.232222222,5.267777778,17.70305556,Night
195,70677,K06,Baboon,10/10/16 5:13,10/10/16,5:13:57,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 00 57.JPG,5:16:04,17:42:11,5.2325,5.267777778,17.70305556,Night
203,70678,K06,Baboon,10/10/16 5:14,10/10/16,5:14:38,41,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 01 38.JPG,5:16:04,17:42:11,5.243888889,5.267777778,17.70305556,Night
204,70679,K06,Baboon,10/10/16 5:14,10/10/16,5:14:39,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 01 39.JPG,5:16:04,17:42:11,5.244166667,5.267777778,17.70305556,Night
209,70680,K06,Baboon,10/10/16 5:15,10/10/16,5:15:13,34,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 02 13.JPG,5:16:04,17:42:11,5.253611111,5.267777778,17.70305556,Night
210,70681,K06,Baboon,10/10/16 5:15,10/10/16,5:15:14,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 02 14.JPG,5:16:04,17:42:11,5.253888889,5.267777778,17.70305556,Night
227,70682,K06,Baboon,10/10/16 5:18,10/10/16,5:18:17,183,3,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 05 17.JPG,5:16:04,17:42:11,5.304722222,5.267777778,17.70305556,Day
230,70683,K06,Baboon,10/10/16 5:18,10/10/16,5:18:18,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 05 18.JPG,5:16:04,17:42:11,5.305,5.267777778,17.70305556,Day
289,70684,K06,Baboon,10/10/16 5:23,10/10/16,5:23:05,287,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 10 05.JPG,5:16:04,17:42:11,5.384722222,5.267777778,17.70305556,Day
290,70685,K06,Baboon,10/10/16 5:23,10/10/16,5:23:05,287,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 10 06.JPG,5:16:04,17:42:11,5.384722222,5.267777778,17.70305556,Day
355,70686,K06,Baboon,10/10/16 5:27,10/10/16,5:27:36,271,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 14 36.JPG,5:16:04,17:42:11,5.46,5.267777778,17.70305556,Day
356,70687,K06,Baboon,10/10/16 5:27,10/10/16,5:27:36,271,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 14 37.JPG,5:16:04,17:42:11,5.46,5.267777778,17.70305556,Day
369,70688,K06,Baboon,10/10/16 5:28,10/10/16,5:28:11,35,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 15 11.JPG,5:16:04,17:42:11,5.469722222,5.267777778,17.70305556,Day
370,70689,K06,Baboon,10/10/16 5:28,10/10/16,5:28:11,35,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 15 12.JPG,5:16:04,17:42:11,5.469722222,5.267777778,17.70305556,Day
381,70690,K06,Baboon,10/10/16 5:28,10/10/16,5:28:47,36,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 15 47.JPG,5:16:04,17:42:11,5.479722222,5.267777778,17.70305556,Day
382,70691,K06,Baboon,10/10/16 5:28,10/10/16,5:28:48,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 15 48.JPG,5:16:04,17:42:11,5.48,5.267777778,17.70305556,Day
427,70692,K06,Baboon,10/10/16 5:30,10/10/16,5:30:57,129,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 17 57.JPG,5:16:04,17:42:11,5.515833333,5.267777778,17.70305556,Day
428,70693,K06,Baboon,10/10/16 5:30,10/10/16,5:30:57,129,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 17 58.JPG,5:16:04,17:42:11,5.515833333,5.267777778,17.70305556,Day
553,70694,K06,Baboon,10/10/16 5:36,10/10/16,5:36:07,310,5,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 23 07.JPG,5:16:04,17:42:11,5.601944444,5.267777778,17.70305556,Day
554,70695,K06,Baboon,10/10/16 5:36,10/10/16,5:36:08,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 23 08.JPG,5:16:04,17:42:11,5.602222222,5.267777778,17.70305556,Day
569,70696,K06,Baboon,10/10/16 5:36,10/10/16,5:36:53,45,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 23 53.JPG,5:16:04,17:42:11,5.614722222,5.267777778,17.70305556,Day
570,70697,K06,Baboon,10/10/16 5:36,10/10/16,5:36:54,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 23 54.JPG,5:16:04,17:42:11,5.615,5.267777778,17.70305556,Day
591,70698,K06,Baboon,10/10/16 5:38,10/10/16,5:38:05,71,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 25 05.JPG,5:16:04,17:42:11,5.634722222,5.267777778,17.70305556,Day
592,70699,K06,Baboon,10/10/16 5:38,10/10/16,5:38:06,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 25 06.JPG,5:16:04,17:42:11,5.635,5.267777778,17.70305556,Day
641,70700,K06,Baboon,10/10/16 5:40,10/10/16,5:40:15,129,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 27 15.JPG,5:16:04,17:42:11,5.670833333,5.267777778,17.70305556,Day
642,70701,K06,Baboon,10/10/16 5:40,10/10/16,5:40:15,129,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 27 16.JPG,5:16:04,17:42:11,5.670833333,5.267777778,17.70305556,Day
677,70702,K06,Baboon,10/10/16 5:40,10/10/16,5:40:57,42,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 27 57.JPG,5:16:04,17:42:11,5.6825,5.267777778,17.70305556,Day
678,70703,K06,Baboon,10/10/16 5:40,10/10/16,5:40:57,42,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 27 58.JPG,5:16:04,17:42:11,5.6825,5.267777778,17.70305556,Day
707,70704,K06,Baboon,10/10/16 5:42,10/10/16,5:42:18,81,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 29 18.JPG,5:16:04,17:42:11,5.705,5.267777778,17.70305556,Day
708,70705,K06,Baboon,10/10/16 5:42,10/10/16,5:42:19,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 10 05 29 19.JPG,5:16:04,17:42:11,5.705277778,5.267777778,17.70305556,Day
1038,70712,K06,Baboon,11/10/16 5:54,11/10/16,5:54:21,64420,1074,17.9,0.7,Merged_no_ghost/K06/Baboon,2016 10 11 05 41 21.JPG,4:57:50,17:54:27,5.905833333,4.963888889,17.9075,Day
1039,70713,K06,Baboon,11/10/16 5:54,11/10/16,5:54:22,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 11 05 41 22.JPG,4:57:50,17:54:27,5.906111111,4.963888889,17.9075,Day
181,70716,K06,Baboon,12/10/16 5:12,12/10/16,5:12:26,42804,713,11.9,0.5,Merged_no_ghost/K06/Baboon,2016 10 12 04 59 26.JPG,4:57:50,18:12:33,5.207222222,4.963888889,18.20916667,Day
182,70717,K06,Baboon,12/10/16 5:12,12/10/16,5:12:27,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 12 04 59 27.JPG,4:57:50,18:12:33,5.2075,4.963888889,18.20916667,Day
101,70726,K06,Baboon,10/13/16 5:01,10/13/16,5:01:59,51259,854,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 10 13 04 48 59.JPG,5:13:44,17:43:01,5.033055556,5.228888889,17.71694444,Night
102,70727,K06,Baboon,10/13/16 5:01,10/13/16,5:01:59,51259,854,14.2,0.6,Merged_no_ghost/K06/Baboon,2016 10 13 04 49 00.JPG,5:13:44,17:43:01,5.033055556,5.228888889,17.71694444,Night
129,70728,K06,Baboon,10/13/16 5:05,10/13/16,5:05:58,239,4,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 13 04 52 58.JPG,5:13:44,17:43:01,5.099444444,5.228888889,17.71694444,Night
130,70729,K06,Baboon,10/13/16 5:06,10/13/16,5:06:00,2,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 13 04 53 00.JPG,5:13:44,17:43:01,5.1,5.228888889,17.71694444,Night
69,70758,K06,Baboon,10/18/16 4:57,10/18/16,4:57:56,41953,699,11.7,0.5,Merged_no_ghost/K06/Baboon,2016 10 18 04 44 56.JPG,5:10:02,17:44:33,4.965555556,5.167222222,17.7425,Night
70,70759,K06,Baboon,10/18/16 4:57,10/18/16,4:57:57,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 18 04 44 57.JPG,5:10:02,17:44:33,4.965833333,5.167222222,17.7425,Night
673,70760,K06,Baboon,10/18/16 5:40,10/18/16,5:40:53,2576,43,0.7,0,Merged_no_ghost/K06/Baboon,2016 10 18 05 27 53.JPG,5:10:02,17:44:33,5.681388889,5.167222222,17.7425,Day
674,70761,K06,Baboon,10/18/16 5:40,10/18/16,5:40:54,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 18 05 27 54.JPG,5:10:02,17:44:33,5.681666667,5.167222222,17.7425,Day
715,70762,K06,Baboon,10/18/16 5:42,10/18/16,5:42:35,101,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 18 05 29 35.JPG,5:10:02,17:44:33,5.709722222,5.167222222,17.7425,Day
716,70763,K06,Baboon,10/18/16 5:42,10/18/16,5:42:35,101,2,0,0,Merged_no_ghost/K06/Baboon,2016 10 18 05 29 36.JPG,5:10:02,17:44:33,5.709722222,5.167222222,17.7425,Day
737,70764,K06,Baboon,10/18/16 5:43,10/18/16,5:43:21,46,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 18 05 30 21.JPG,5:10:02,17:44:33,5.7225,5.167222222,17.7425,Day
738,70765,K06,Baboon,10/18/16 5:43,10/18/16,5:43:21,46,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 18 05 30 22.JPG,5:10:02,17:44:33,5.7225,5.167222222,17.7425,Day
1332,70772,K06,Baboon,10/19/16 17:38,10/19/16,17:38:24,12830,214,3.6,0.2,Merged_no_ghost/K06/Baboon,2016 10 19 17 25 24.JPG,5:09:20,17:44:53,17.64,5.155555556,17.74805556,Day
1333,70773,K06,Baboon,10/19/16 17:38,10/19/16,17:38:25,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 19 17 25 25.JPG,5:09:20,17:44:53,17.64027778,5.155555556,17.74805556,Day
57,70774,K06,Baboon,10/20/16 4:53,10/20/16,4:53:51,40526,675,11.2,0.5,Merged_no_ghost/K06/Baboon,2016 10 20 04 40 51.JPG,5:08:39,17:45:13,4.8975,5.144166667,17.75361111,Night
58,70775,K06,Baboon,10/20/16 4:53,10/20/16,4:53:51,40526,675,11.2,0.5,Merged_no_ghost/K06/Baboon,2016 10 20 04 40 52.JPG,5:08:39,17:45:13,4.8975,5.144166667,17.75361111,Night
465,70776,K06,Baboon,10/20/16 5:32,10/20/16,5:32:35,2324,39,0.6,0,Merged_no_ghost/K06/Baboon,2016 10 20 05 19 35.JPG,5:08:39,17:45:13,5.543055556,5.144166667,17.75361111,Day
466,70777,K06,Baboon,10/20/16 5:32,10/20/16,5:32:35,2324,39,0.6,0,Merged_no_ghost/K06/Baboon,2016 10 20 05 19 36.JPG,5:08:39,17:45:13,5.543055556,5.144166667,17.75361111,Day
487,70778,K06,Baboon,10/20/16 5:33,10/20/16,5:33:14,39,1,0,0,Merged_no_ghost/K06/Baboon,2016 10 20 05 20 14.JPG,5:08:39,17:45:13,5.553888889,5.144166667,17.75361111,Day
488,70779,K06,Baboon,10/20/16 5:33,10/20/16,5:33:15,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 20 05 20 15.JPG,5:08:39,17:45:13,5.554166667,5.144166667,17.75361111,Day
199,70790,K06,Baboon,10/22/16 5:14,10/22/16,5:14:05,43163,719,12,0.5,Merged_no_ghost/K06/Baboon,2016 10 22 05 01 05.JPG,5:07:18,17:45:55,5.234722222,5.121666667,17.76527778,Day
200,70791,K06,Baboon,10/22/16 5:14,10/22/16,5:14:05,43163,719,12,0.5,Merged_no_ghost/K06/Baboon,2016 10 22 05 01 06.JPG,5:07:18,17:45:55,5.234722222,5.121666667,17.76527778,Day
261,70792,K06,Baboon,10/22/16 5:21,10/22/16,5:21:23,438,7,0.1,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 08 23.JPG,5:07:18,17:45:55,5.356388889,5.121666667,17.76527778,Day
262,70793,K06,Baboon,10/22/16 5:21,10/22/16,5:21:24,1,0,0,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 08 24.JPG,5:07:18,17:45:55,5.356666667,5.121666667,17.76527778,Day
837,70794,K06,Baboon,10/22/16 5:47,10/22/16,5:47:13,1549,26,0.4,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 34 13.JPG,5:07:18,17:45:55,5.786944444,5.121666667,17.76527778,Day
838,70795,K06,Baboon,10/22/16 5:47,10/22/16,5:47:13,1549,26,0.4,0,Merged_no_ghost/K06/Baboon,2016 10 22 05 34 14.JPG,5:07:18,17:45:55,5.786944444,5.121666667,17.76527778,Day
