"StudySite","SppCode1","SppCode2","Spp1Det","Spp2Det","Operation"
"E10","PALE","AEME",0,0,90
"E10","SYCA","AEME",0,0,90
"E10","ORAF","AEME",0,0,90
"E10","CICI","AEME",0,0,90
"E10","TRSY","AEME",4,0,90
"E10","MATE","AEME",0,0,90
"E10","LOAF","AEME",3,0,90
"E10","PACY","AEME",7,0,90
"E10","CHPY","AEME",0,0,90
"E10","KOEL","AEME",0,0,90
"E10","RERE","AEME",0,0,90
"E10","TRST","AEME",0,0,90
"E10","MECA","AEME",0,0,90
"E10","HYAF","AEME",0,0,90
"E10","POLA","AEME",0,0,90
"E10","GEGE","AEME",0,0,90
"E10","OTCR","AEME",0,0,90
"E10","LESE","AEME",0,0,90
"E10","GASA","AEME",0,0,90
"E10","SYGR","AEME",0,0,90
"E10","CENA","AEME",0,0,90
"E10","TAOR","AEME",0,0,90
"E10","MUMU","AEME",0,0,90
"E10","HEIC","AEME",0,0,90
"E10","LEMI","AEME",0,0,90
"E10","CEAL","AEME",0,0,90
"E10","ICAL","AEME",0,0,90
"E10","ATPA","AEME",0,0,90
"E10","HEPA","AEME",0,0,90
"E12","HIAM","AEME",0,0,90
"E12","MUMU","AEME",0,0,90
"E12","GASA","AEME",0,0,90
"E12","BDCR","AEME",0,0,90
"E12","OUOU","AEME",0,0,90
"E12","TRAN","AEME",0,0,90
"E12","ICAL","AEME",0,0,90
"E12","CEAL","AEME",0,0,90
"E12","KOEL","AEME",10,0,90
"E12","CICI","AEME",0,0,90
"E12","CHPY","AEME",0,0,90
"E12","HINI","AEME",0,0,90
"E12","POLA","AEME",23,0,90
"E12","GEGE","AEME",0,0,90
"E12","ATPA","AEME",0,0,90
"E12","COTA","AEME",0,0,90
"E12","SYCA","AEME",0,0,90
"E12","MATE","AEME",0,0,90
"E12","HYAF","AEME",0,0,90
"E12","TRST","AEME",0,0,90
"E12","LESE","AEME",0,0,90
"E12","ALBU","AEME",0,0,90
"E12","PALE","AEME",0,0,90
"E12","MECA","AEME",0,0,90
"E12","HEPA","AEME",0,0,90
"E12","TRSY","AEME",18,0,90
"E12","RERE","AEME",0,0,90
"E12","PHAF","AEME",9,0,90
"E12","CENA","AEME",0,0,90
"E12","OTCR","AEME",0,0,90
"E12","SYGR","AEME",0,0,90
"E12","PACY","AEME",32,0,90
"E12","HEIC","AEME",0,0,90
"E12","LEMI","AEME",0,0,90
"E12","LOAF","AEME",6,0,90
"E12","TAOR","AEME",0,0,90
"E12","ORAF","AEME",0,0,90
"F07","SYGR","AEME",0,19,65
"F07","CHPY","AEME",0,19,65
"F07","CEAL","AEME",0,19,65
"F07","ATPA","AEME",0,19,65
"F07","CENA","AEME",0,19,65
"F07","OUOU","AEME",13,19,65
"F07","MATE","AEME",0,19,65
"F07","CICI","AEME",3,19,65
"F07","LOAF","AEME",6,19,65
"F07","HIAM","AEME",0,19,65
"F07","TAOR","AEME",0,19,65
"F07","ALBU","AEME",12,19,65
"F07","LEMI","AEME",2,19,65
"F07","TRAN","AEME",9,19,65
"F07","SYCA","AEME",4,19,65
"F07","ORAF","AEME",0,19,65
"F07","HEPA","AEME",0,19,65
"F07","PHAF","AEME",47,19,65
"F07","OTCR","AEME",0,19,65
"F07","ICAL","AEME",0,19,65
"F07","MECA","AEME",0,19,65
"F07","TRSY","AEME",18,19,65
"F07","HINI","AEME",5,19,65
"F07","GASA","AEME",0,19,65
"F07","GEGE","AEME",4,19,65
"F07","HYAF","AEME",2,19,65
"F07","PALE","AEME",0,19,65
"F07","POLA","AEME",3,19,65
"F07","COTA","AEME",0,19,65
"F07","HEIC","AEME",0,19,65
"F07","BDCR","AEME",0,19,65
"F07","TRST","AEME",6,19,65
"F07","KOEL","AEME",40,19,65
"F07","PACY","AEME",55,19,65
"F07","RERE","AEME",4,19,65
"F07","MUMU","AEME",0,19,65
"F07","LESE","AEME",0,19,65
"F11","SYCA","AEME",0,0,15
"F11","HINI","AEME",3,0,15
"F11","TAOR","AEME",0,0,15
"F11","MECA","AEME",0,0,15
"F11","ORAF","AEME",0,0,15
"F11","COTA","AEME",0,0,15
"F11","CICI","AEME",0,0,15
"F11","ALBU","AEME",0,0,15
"F11","CHPY","AEME",0,0,15
"F11","RERE","AEME",1,0,15
"F11","KOEL","AEME",4,0,15
"F11","HYAF","AEME",0,0,15
"F11","TRST","AEME",5,0,15
"F11","SYGR","AEME",0,0,15
"F11","CENA","AEME",0,0,15
"F11","CEAL","AEME",0,0,15
"F11","LEMI","AEME",0,0,15
"F11","ICAL","AEME",0,0,15
"F11","BDCR","AEME",0,0,15
"F11","GASA","AEME",0,0,15
"F11","HEIC","AEME",0,0,15
"F11","PALE","AEME",0,0,15
"F11","ATPA","AEME",0,0,15
"F11","MATE","AEME",0,0,15
"F11","MUMU","AEME",0,0,15
"F11","LESE","AEME",0,0,15
"F11","HEPA","AEME",0,0,15
"F11","PHAF","AEME",7,0,15
"F11","OTCR","AEME",0,0,15
"F11","LOAF","AEME",2,0,15
"F11","POLA","AEME",0,0,15
"F11","TRSY","AEME",3,0,15
"F11","GEGE","AEME",0,0,15
"F11","PACY","AEME",6,0,15
"F11","TRAN","AEME",0,0,15
"F11","HIAM","AEME",0,0,15
"F11","OUOU","AEME",2,0,15
"G04","HEPA","AEME",0,9,90
"G04","LEMI","AEME",0,9,90
"G04","GASA","AEME",0,9,90
"G04","HYAF","AEME",1,9,90
"G04","RERE","AEME",0,9,90
"G04","GEGE","AEME",0,9,90
"G04","ALBU","AEME",0,9,90
"G04","CENA","AEME",0,9,90
"G04","LOAF","AEME",2,9,90
"G04","ICAL","AEME",0,9,90
"G04","SYGR","AEME",0,9,90
"G04","PHAF","AEME",29,9,90
"G04","CICI","AEME",1,9,90
"G04","HINI","AEME",0,9,90
"G04","MECA","AEME",0,9,90
"G04","TRST","AEME",0,9,90
"G04","LESE","AEME",0,9,90
"G04","CHPY","AEME",0,9,90
"G04","PALE","AEME",0,9,90
"G04","ATPA","AEME",0,9,90
"G04","TRSY","AEME",7,9,90
"G04","CEAL","AEME",0,9,90
"G04","KOEL","AEME",24,9,90
"G04","BDCR","AEME",0,9,90
"G04","OTCR","AEME",0,9,90
"G04","OUOU","AEME",6,9,90
"G04","POLA","AEME",0,9,90
"G04","MUMU","AEME",0,9,90
"G04","TAOR","AEME",0,9,90
"G04","MATE","AEME",0,9,90
"G04","ORAF","AEME",0,9,90
"G04","TRAN","AEME",0,9,90
"G04","SYCA","AEME",0,9,90
"G04","HEIC","AEME",0,9,90
"G04","HIAM","AEME",0,9,90
"G04","COTA","AEME",0,9,90
"G04","PACY","AEME",12,9,90
"G06","POLA","AEME",15,14,90
"G06","TAOR","AEME",0,14,90
"G06","CEAL","AEME",0,14,90
"G06","HINI","AEME",2,14,90
"G06","GEGE","AEME",1,14,90
"G06","KOEL","AEME",30,14,90
"G06","PHAF","AEME",46,14,90
"G06","TRST","AEME",1,14,90
"G06","SYGR","AEME",0,14,90
"G06","COTA","AEME",0,14,90
"G06","ATPA","AEME",0,14,90
"G06","TRSY","AEME",8,14,90
"G06","PACY","AEME",33,14,90
"G06","TRAN","AEME",11,14,90
"G06","RERE","AEME",0,14,90
"G06","SYCA","AEME",1,14,90
"G06","OUOU","AEME",0,14,90
"G06","PALE","AEME",0,14,90
"G06","HYAF","AEME",0,14,90
"G06","CHPY","AEME",0,14,90
"G06","LESE","AEME",0,14,90
"G06","GASA","AEME",0,14,90
"G06","OTCR","AEME",0,14,90
"G06","HIAM","AEME",0,14,90
"G06","HEIC","AEME",0,14,90
"G06","LOAF","AEME",1,14,90
"G06","ORAF","AEME",0,14,90
"G06","CENA","AEME",0,14,90
"G06","MECA","AEME",0,14,90
"G06","BDCR","AEME",0,14,90
"G06","LEMI","AEME",0,14,90
"G06","CICI","AEME",1,14,90
"G06","ICAL","AEME",0,14,90
"G06","ALBU","AEME",1,14,90
"G06","MUMU","AEME",0,14,90
"G06","HEPA","AEME",0,14,90
"G06","MATE","AEME",0,14,90
"G08","MUMU","AEME",1,1,86
"G08","KOEL","AEME",15,1,86
"G08","HINI","AEME",0,1,86
"G08","COTA","AEME",0,1,86
"G08","CICI","AEME",4,1,86
"G08","ATPA","AEME",8,1,86
"G08","TRST","AEME",0,1,86
"G08","BDCR","AEME",0,1,86
"G08","LOAF","AEME",2,1,86
"G08","MATE","AEME",0,1,86
"G08","OUOU","AEME",1,1,86
"G08","TRSY","AEME",10,1,86
"G08","HEPA","AEME",0,1,86
"G08","MECA","AEME",1,1,86
"G08","PHAF","AEME",16,1,86
"G08","GEGE","AEME",9,1,86
"G08","OTCR","AEME",0,1,86
"G08","LESE","AEME",0,1,86
"G08","HIAM","AEME",0,1,86
"G08","PALE","AEME",0,1,86
"G08","SYGR","AEME",0,1,86
"G08","POLA","AEME",6,1,86
"G08","TAOR","AEME",0,1,86
"G08","ICAL","AEME",0,1,86
"G08","PACY","AEME",44,1,86
"G08","ALBU","AEME",0,1,86
"G08","ORAF","AEME",0,1,86
"G08","CENA","AEME",0,1,86
"G08","CHPY","AEME",0,1,86
"G08","HEIC","AEME",1,1,86
"G08","SYCA","AEME",1,1,86
"G08","HYAF","AEME",0,1,86
"G08","RERE","AEME",0,1,86
"G08","LEMI","AEME",0,1,86
"G08","TRAN","AEME",0,1,86
"G08","CEAL","AEME",0,1,86
"G08","GASA","AEME",0,1,86
"G10","SYGR","AEME",0,4,90
"G10","BDCR","AEME",1,4,90
"G10","LOAF","AEME",13,4,90
"G10","TRST","AEME",11,4,90
"G10","LEMI","AEME",0,4,90
"G10","GEGE","AEME",36,4,90
"G10","MATE","AEME",0,4,90
"G10","OTCR","AEME",0,4,90
"G10","POLA","AEME",10,4,90
"G10","GASA","AEME",0,4,90
"G10","COTA","AEME",0,4,90
"G10","ICAL","AEME",0,4,90
"G10","MUMU","AEME",0,4,90
"G10","LESE","AEME",0,4,90
"G10","HEPA","AEME",0,4,90
"G10","PHAF","AEME",20,4,90
"G10","ORAF","AEME",0,4,90
"G10","CHPY","AEME",7,4,90
"G10","TRAN","AEME",20,4,90
"G10","CEAL","AEME",0,4,90
"G10","CICI","AEME",8,4,90
"G10","CENA","AEME",43,4,90
"G10","HIAM","AEME",0,4,90
"G10","ATPA","AEME",0,4,90
"G10","TRSY","AEME",19,4,90
"G10","SYCA","AEME",0,4,90
"G10","KOEL","AEME",14,4,90
"G10","HYAF","AEME",3,4,90
"G10","TAOR","AEME",0,4,90
"G10","HEIC","AEME",0,4,90
"G10","PALE","AEME",0,4,90
"G10","PACY","AEME",79,4,90
"G10","ALBU","AEME",1,4,90
"G10","OUOU","AEME",0,4,90
"G10","MECA","AEME",0,4,90
"G10","HINI","AEME",7,4,90
"G10","RERE","AEME",0,4,90
"G12","MUMU","AEME",0,1,66
"G12","COTA","AEME",0,1,66
"G12","OUOU","AEME",0,1,66
"G12","CICI","AEME",2,1,66
"G12","SYCA","AEME",1,1,66
"G12","MECA","AEME",0,1,66
"G12","TRSY","AEME",13,1,66
"G12","HINI","AEME",2,1,66
"G12","HEPA","AEME",0,1,66
"G12","TRST","AEME",0,1,66
"G12","TRAN","AEME",1,1,66
"G12","GEGE","AEME",3,1,66
"G12","PALE","AEME",0,1,66
"G12","TAOR","AEME",0,1,66
"G12","ICAL","AEME",0,1,66
"G12","CENA","AEME",8,1,66
"G12","HEIC","AEME",0,1,66
"G12","MATE","AEME",0,1,66
"G12","PHAF","AEME",7,1,66
"G12","CHPY","AEME",0,1,66
"G12","GASA","AEME",0,1,66
"G12","KOEL","AEME",17,1,66
"G12","CEAL","AEME",0,1,66
"G12","HIAM","AEME",0,1,66
"G12","LEMI","AEME",0,1,66
"G12","HYAF","AEME",3,1,66
"G12","ALBU","AEME",1,1,66
"G12","PACY","AEME",37,1,66
"G12","LOAF","AEME",4,1,66
"G12","BDCR","AEME",0,1,66
"G12","ORAF","AEME",0,1,66
"G12","RERE","AEME",0,1,66
"G12","SYGR","AEME",0,1,66
"G12","POLA","AEME",5,1,66
"G12","ATPA","AEME",0,1,66
"G12","OTCR","AEME",0,1,66
"G12","LESE","AEME",0,1,66
"H03","GASA","AEME",0,37,90
"H03","HINI","AEME",0,37,90
"H03","TRSY","AEME",7,37,90
"H03","POLA","AEME",1,37,90
"H03","ORAF","AEME",0,37,90
"H03","SYGR","AEME",0,37,90
"H03","RERE","AEME",1,37,90
"H03","PALE","AEME",0,37,90
"H03","LOAF","AEME",6,37,90
"H03","OUOU","AEME",17,37,90
"H03","ATPA","AEME",0,37,90
"H03","ICAL","AEME",0,37,90
"H03","MATE","AEME",0,37,90
"H03","HEPA","AEME",0,37,90
"H03","KOEL","AEME",82,37,90
"H03","OTCR","AEME",0,37,90
"H03","LEMI","AEME",0,37,90
"H03","CHPY","AEME",0,37,90
"H03","HEIC","AEME",0,37,90
"H03","TAOR","AEME",0,37,90
"H03","PACY","AEME",25,37,90
"H03","HYAF","AEME",0,37,90
"H03","MUMU","AEME",0,37,90
"H03","GEGE","AEME",0,37,90
"H03","TRAN","AEME",0,37,90
"H03","HIAM","AEME",0,37,90
"H03","CICI","AEME",7,37,90
"H03","CEAL","AEME",0,37,90
"H03","COTA","AEME",0,37,90
"H03","PHAF","AEME",68,37,90
"H03","LESE","AEME",0,37,90
"H03","TRST","AEME",0,37,90
"H03","BDCR","AEME",0,37,90
"H03","ALBU","AEME",0,37,90
"H03","MECA","AEME",0,37,90
"H03","SYCA","AEME",1,37,90
"H03","CENA","AEME",0,37,90
"H05","POLA","AEME",1,53,90
"H05","LEMI","AEME",0,53,90
