"","StudySite","SppCode","Detections","Latitude","Longitude","Longitude.UTM","Latitude.UTM","height.cm","angle","detect.obscured","cover.ground","termite.count.100m","termite.count.50m","termite.large.count.100m","termite.large.count.50m","habitat.number","habitat.type","dominant.tree","fire.interval","poaching.all","poaching.high","boundary.distance","road.distance","road.major.distance","urema.distance","pan.distance","river.distance","tree.100m","tree.250m","tree.500m","tree.1km","termites.100m","termites.250m","termites.500m","termites.1km","fire2015.date","fire2016.date","fire2017.date","pans.100m","pans.250m","pans.500m","fire2015","fire2016","fire2017","Operation","GenusLatin","SpeciesLatin","CommName","Diet","Weight","Sociality","Family","Order","Activity_pattern","Sociality.1","Mass_category","Trophic_level","X5.1_AdultBodyMass_g","X5.1_AdultBodyMass_kg","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"11","D07","AEME",29,-18.97986,34.37051,644274.2966,7900839.718,90,1,0,10,7,5,7,5,2,"2_OW","mix",14.09720802,1,1,1847.439941,1039.238647,1039.238647,14010.10449,292.9839478,1847.120605,2.836110353,0.363306433,1.478896976,0.414556921,1.534554482,0.042246845,0.637720048,0.171905011,211,248,NA,0,0,0.001872986,1,1,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"12","D09","AEME",0,-18.95907,34.37054,644295.3496,7903140.576,60,-2,1,80,1,1,0,0,2.5,"2.5_OCW","CA",7.243978024,1,1,4074.408203,117.4708023,117.4707642,12292.49121,52.16975784,3549.67627,2.880082607,0.388952434,1.68656075,0.404191285,1.825145721,0.057629254,0.901065052,0.194083646,NA,NA,NA,0.014154871,0.002237719,0.053618196,0,0,0,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"13","E02","AEME",15,-18.90468,34.39004,646396.0875,7909143.999,110,-4,0,80,0,0,0,0,1,"1_SW","AX_FA",1.026332617,0,0,10397.94824,146.7473145,146.7473602,7149.865234,207.7147675,1196.640625,1.729707599,0.17018491,0.408595085,0.118391335,0.747710228,0.021756886,0.187298611,0.056738466,NA,NA,NA,0,0.00345347,1.316907406,0,0,0,51,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"14","E04","AEME",39,-18.92648,34.39024,646398.1729,7906731.168,70,-1,0,25,6,5,6,5,2,"2_OW","AR",4.514027119,0,0,8108.509766,851.3939209,1004.626038,8348.763672,517.3314209,2507.550049,2.980464697,0.378349304,1.524006844,0.281635612,1.802664399,0.056453958,0.720321894,0.149772301,NA,NA,NA,0,0,0.050729722,0,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"15","E06","AEME",0,-18.94814,34.39065,646422.4683,7904333.652,90,1,1,30,3,1,3,1,2,"2_OW","CA",7,0,0,5909.675293,478.2506714,847.0457764,9956.298828,487.0079041,3746.4104,4.913780212,0.506602764,2.028587341,0.478054017,0.433805168,0.020569639,0.304201514,0.124285303,208.4575653,NA,NA,0,0,0.006396724,1,0,0,28,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"16","E08","AEME",0,-18.97007,34.39047,646384.3728,7901906.739,70,-6,0,50,0,1,0,1,3,"3_CW","CA",14.55404758,1,1,3866.68042,663.99646,663.99646,11782.33691,416.1642151,3866.433838,3.797045469,0.430855721,1.620383739,0.407331735,2.647793531,0.056107346,0.751797616,0.183202416,208.0376434,248.9902344,233.8002472,0,0,0.029761432,1,1,1,43,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"17","E10","AEME",0,-18.99155,34.39053,646371.9214,7899529.423,90,-8,1,80,0,0,0,0,2,"2_OW","CA",11.61771679,1,1,2196.321533,456.5426941,456.5426636,13575.85547,133.9936371,2196.606201,1.931586981,0.372952431,1.816738844,0.56594789,0.938384652,0.02745009,0.455643564,0.13482222,208,247.4809265,234,0,0.000175298,0.002317423,1,1,1,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"18","E12","AEME",0,-19.01331,34.39089,646390.7826,7897120.864,80,-7,0,80,1,0,1,0,4,"4_F","mix",7.729577065,1,1,1006.296143,844.609375,844.609375,15521.88086,82.82206726,1006.897522,4.807846546,0.576539576,2.24346137,0.507747173,0.342214823,0.032322582,0.44270727,0.090408094,249,248.5022125,NA,0.322031498,0.003103987,0.114677422,1,1,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"19","F01","AEME",0,-18.89402,34.40934,648438.4484,7910307.681,60,3,0,10,3,2,3,2,1,"1_SW","AX_FA",4.698989868,0,0,12181.30176,721.1661987,721.1661987,4825.426758,265.3390198,1913.336182,3.024577379,0.338195115,1.463723421,0.299311012,1.49708581,0.040406212,0.780384421,0.149230391,NA,NA,NA,0,0.000509958,0.033577312,0,0,0,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"20","F03","AEME",0,-18.91463,34.40951,648438.1726,7908026.562,90,-6,0,10,9,2,9,2,1,"1_SW","AR",3.746916056,0,0,10115.12598,346.0800476,346.0800476,5942.76416,68.01644135,3366.331543,3.065089941,0.434586972,1.747946858,0.395051509,1.777685285,0.062183019,0.999571443,0.220527723,NA,NA,NA,0.035803497,0.000844618,0.011729972,0,0,0,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"21","F05","AEME",0,-18.93785,34.40944,648410.2911,7905456.782,90,-6,0,50,9,2,9,2,2,"2_OW","AR",6.756124973,1,0,7909.420898,745.0910034,745.0910034,7827.183105,49.00373077,4863.394043,5.943221092,0.641340673,2.411990404,0.580846965,2.022481203,0.04749782,0.73535341,0.194071665,NA,NA,NA,0.264762044,0.003210379,0.033491533,0,0,0,6,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"22","F07","AEME",19,-18.95938,34.41,648450.222,7903073.504,100,1,0,5,2,2,2,2,1.5,"1.5_SOW","AR",11.36116791,0,0,6150.91748,535.7481689,535.7481689,9519.87207,124.4126892,6101.339355,3.477823496,0.489021212,1.981283188,0.471026689,1.62198174,0.040314581,0.72360754,0.184397027,206.9846039,251.967453,232.902359,0,0.004362532,0.068252884,1,1,1,65,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"23","F09","AEME",0,-18.98048,34.4101,648442.0657,7900738.197,80,-5,1,20,4,1,4,1,2,"2_OW","mix",13.6987772,0,0,4538.290039,2259.572998,2259.572754,11383.68262,39.83392334,4538.46582,2.534948826,0.253953964,1.161550164,0.347317427,0.586178184,0.012314692,0.272360742,0.10621646,211.6485443,249.2958527,233.0135956,0.443402618,0.002772897,0.038285106,1,1,1,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"24","F11","AEME",0,-19.00232,34.41034,648447.9686,7898320.868,70,1,0,50,0,0,0,0,3,"3_CW","CA",8.956868172,0,0,3197.743408,143.9089966,143.9090424,13379.50391,746.3579102,3197.594238,5.813977242,0.601161182,2.371182919,0.642161429,2.624479532,0.0476771,0.620006025,0.157055736,NA,252.8254242,234.0349121,0,0,0,0,1,1,15,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"25","G02","AEME",0,-18.90452,34.42932,650533.7909,7909128.718,90,0,1,50,0,0,0,0,2,"2_OW","AX_FA",2.878654242,0,0,12136.97754,495.9915771,495.9915771,3645.208496,105.378418,3645.208496,2.776843071,0.378112316,1.739449143,0.430747509,0.824313045,0.01832662,0.544705629,0.176282257,NA,NA,NA,0.043297254,0.008354548,0.050983317,0,0,0,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"26","G04","AEME",9,-18.92615,34.42925,650507.0552,7906734.895,90,-5,0,10,11,2,11,2,1.5,"1.5_SOW","AR",4.025091648,0,0,10216.62305,155.8797455,155.8797607,5460.585449,94.62628937,5460.585449,2.598252535,0.308616787,1.439138293,0.405180335,1.582847595,0.036936108,0.731163025,0.188318178,NA,NA,NA,0.081598669,0.005678409,0.164605439,0,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"27","G06","AEME",14,-18.94765,34.42924,650486.7352,7904355.404,90,0,0,50,12,5,12,5,3,"3_CW","AR",5.932429314,0,0,8529.407227,567.3311768,567.3311768,7245.40625,263.5492859,7190.611816,6.597892761,0.701013625,2.585664034,0.64918834,3.890924215,0.096402004,1.248202443,0.258101553,NA,NA,NA,0,0.000159362,0.020760072,0,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"28","G08","AEME",1,-18.96947,34.42969,650514.5428,7901940.099,60,-4,0,10,0,0,0,0,3,"3_CW","CA",13.08799458,0,0,6908.936035,548.1933594,1647.722778,9214.438477,268.1579895,6908.899414,7.620366096,0.714106917,2.458861828,0.565570474,1.995836854,0.04455759,0.66117996,0.185336143,210.5040894,255,NA,0,0.000219123,0.006872907,1,1,0,86,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"29","G10","AEME",4,-18.99154,34.42987,650513.6656,7899497.349,90,0,0,1,0,0,0,0,4,"4_F","SF",7.466636181,1,1,5517.103027,1963.144531,1963.144531,11351.12402,658.1550293,5517.181641,6.185592175,0.845715344,3.28369689,0.75618118,0.650291443,0.033557635,0.934397876,0.203567654,211,NA,233.3481598,0,0,0,1,0,1,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"30","G12","AEME",1,-19.01238,34.43031,650541.238,7897190.503,70,-4,0,5,1,2,1,2,2.5,"2.5_OCW","CA",11.98894978,1,1,4352.904297,371.7093506,371.7093811,13415.93652,508.5629578,4352.748535,6.465770245,0.797942877,2.888306618,0.726898789,0.95920068,0.041637283,0.534229636,0.123048782,NA,254.5294647,233,0,0,0.003487353,0,1,1,66,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"31","H03","AEME",37,-18.9152,34.4492,652618.1837,7907929.663,70,0,1,5,3,2,3,2,2,"2_OW","AX_FA",3.01256752,0,0,12524.76367,306.0230408,306.0230103,3121.831787,129.7256165,3121.831787,5.353406429,0.694589496,2.549755096,0.576882243,0.341382176,0.020091554,0.435278803,0.182711393,NA,NA,NA,0,0.000422309,0.030425742,0,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"32","H05","AEME",53,-18.93732,34.44904,652581.2445,7905481.669,110,1,0,5,0,3,0,3,2,"2_OW","AX_FA",5.920670986,1,0,10794.59766,209.3375397,209.3375397,5119.650879,277.5779419,5119.650879,4.027271271,0.428151011,2.196941137,0.561592817,0.07910075,0.015450138,0.448865891,0.156320199,NA,NA,NA,0,0,0.058610786,0,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"33","H07","AEME",0,-18.95859,34.44962,652622.9841,7903127.104,70,-3,1,15,2,1,2,1,3,"3_CW","CA",8.149168015,0,0,9312.182617,510.2637024,742.5864868,7169.78125,609.6887207,7169.78125,6.42790556,0.744911611,2.924491882,0.712726712,1.487926722,0.050442029,0.724337697,0.179535747,215.1467133,NA,NA,0,0,0.015800951,1,0,0,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"34","H09","AEME",0,-18.98015,34.45014,652658.1057,7900740.488,80,-2,0,30,0,0,0,0,2.5,"2.5_OCW","mix",9.756672859,0,0,7968.538574,1863.477539,2119.033936,9301.130859,1445.314209,7968.654785,6.670201778,0.768338263,3.081100702,0.806342602,1.754371405,0.064828426,1.05768168,0.254577577,NA,NA,NA,0,0,0,0,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"35","H11","AEME",0,-19.00162,34.44932,652552.2044,7898364.99,90,0,1,10,0,0,0,0,3,"3_CW","CA",11.1485157,1,1,6661.362305,1327.806519,1327.806519,11539.45117,309.3487549,6661.508789,6.599025249,0.702250779,2.982441425,0.846876383,2.791840076,0.045489859,0.779574931,0.206585616,NA,NA,231,0,0,0.007158617,0,0,1,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"36","H13","AEME",0,-19.02429,34.4497,652571.5229,7895855.634,80,-2,0,1,2,1,2,1,3.5,"3.5_CWF","SF",11.95625019,1,1,4839.978027,982.9876709,982.9876709,13917.95313,548.0963745,4839.794434,8.273938179,0.970816791,3.79929018,0.910026491,0.742714405,0.047880288,1.094411254,0.245739281,279,258.4668274,NA,0,0,0.030198796,1,1,0,33,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"37","I04","AEME",25,-18.92486,34.4683,654621.1054,7906843.928,130,-1,1,15,3,2,0,0,1,"1_SW","HY",6.030501366,1,0,13210.87695,161.636734,161.636734,2986.375488,155.223587,2986.375488,1.027848244,0.182049096,0.974995852,0.271399587,0.188176513,0.012047761,0.269360811,0.072940044,275.6463013,NA,NA,0,0.001835119,0.169059962,1,0,0,90,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
"38","I06","AEME",0,-18.94756,34.46877,654649.7034,7904331.173,80,-3,0,30,3,2,3,2,1.5,"1.5_SOW","AR",4.918306351,0,0,11661.52246,33.49628067,33.49626541,5216.693848,275.9990845,5216.693848,3.227524042,0.497625768,2.139041901,0.538348079,0.587010801,0.019848527,0.366692603,0.107408077,NA,NA,NA,0,0,0.128731012,0,0,0,0,"Aepyceros","melampus","Impala","Herbivore",52591.69,"group","Bovidae","Artiodactyla","diurnal","group","Large",1,52591.69,52.59169,1420,-999,730,-999,-999,2,196.74,1,1.97,2.36,365,0.98,-999,213,5238.4,-999,13.36,-999,498.97,15.25,4,1,150,14563.8,-999,"543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057",-999,1.1,-999,-999,3926868.66,2.58,-28.42,-12.91,40.84,11.71,26.27,0,37.6,1,0.15,73.05,216.36,841.64,1480.32
