"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"16","E08",2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"17","E10",1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,2,0,4,0,5,0,0,0,0,0,1
"18","E12",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,6
"19","F01",25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,25,1,0,1,0,2,0,2,0,18,11,0,29,3,3,0,0,0,0,1,16
"20","F03",9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,8,0,8,0,0,0,0,0,0,1,2
"21","F05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","F07",19,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,1,0,19,0,0,3,0,0,0,0,0,8,18,0,8,4,3,0,1,0,4,3,9
"23","F09",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
"24","F11",4,0,1,0,0,0,0,1,1,0,3,0,3,0,0,0,3,2,0,2,0,6,0,0,3,0,0,0,0,0,3,16,0,7,0,0,0,0,0,0,1,11
"25","G02",14,0,0,0,7,0,2,4,0,0,3,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,16,18,0,14,0,0,0,0,0,0,0,11
"26","G04",7,0,2,0,0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,8,16,0,10,0,0,0,0,0,0,0,6
"27","G06",3,0,0,2,0,0,1,0,0,3,9,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,19,0,3,8,0,0,0,0,5,1,6
"28","G08",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0,1,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,1,6
"29","G10",0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,2,1,0,0,0,0,6,1,8
"30","G12",3,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11,0,2,2,0,0,0,0,1,0,1
"31","H03",8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,11,0,11,0,0,0,0,0,0,0,2
"32","H05",25,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,2,26,0,6,1,0,0,0,0,0,1,3
"33","H07",2,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,21,0,0,3,0,1,0,0,0,2,12,0,17,4,2,0,0,0,5,0,9
"34","H09",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,4,0,0,1,0,0,0,0,0,1,15,0,2,1,1,0,0,0,1,0,4
"35","H11",0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,24,0,3,2,0,0,0,0,1,1,10
"36","H13",2,0,0,3,0,1,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,3
"37","I04",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,2,0,5,0,2,0,1,0,13,13,0,27,3,5,0,0,0,0,0,14
"38","I06",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0
"39","I08",1,0,1,0,0,0,0,2,0,0,14,0,1,0,0,0,2,0,0,7,0,18,0,0,2,0,3,0,0,0,3,14,0,15,1,0,0,0,0,3,2,10
"40","I10",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,8,12,0,2,0,0,0,0,0,2,2,6
"41","I12",1,0,0,0,0,0,3,4,0,0,6,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,17,0,3,0,0,0,0,0,0,0,6
"42","I14",0,0,3,0,0,0,2,2,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,4,0,0,0,0,0,0,0,5
"43","J03",5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,8
"44","J05",0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,16,1,0,0,0,1,0,0,0,0,13,0,13,3,1,0,0,0,0,0,7
"45","J07",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,6,0,19,1,1,5,0,0,0,0,15
"46","J09",0,0,1,0,0,0,1,3,0,0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,6,0,0,0,0,0,2,0,9
"47","J11",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,2,0,0
"48","J13",6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,8,18,0,15,0,0,0,1,0,1,1,23
"49","K04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","K06",2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,8,0,5,0,0,3,0,0,0,1,0,0,28,0,30,0,0,0,0,0,0,1,15
"51","K08",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,1,5
"52","K10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","K12",0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
"54","L05",2,0,2,0,0,0,0,19,0,0,9,0,0,5,0,0,0,0,0,19,0,31,4,6,5,0,0,0,3,0,5,11,0,28,0,3,2,0,0,0,0,27
"55","L07",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"56","L09",1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,8,0,6,0,0,1,0,0,0,0,0,2,23,0,20,6,0,0,0,0,2,0,20
"57","L11",1,0,0,0,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,1,20,0,21,1,0,0,0,0,8,2,17
"58","L13",0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,5,0,4
"59","M08",3,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,4,0,24,0,1,1,0,1,0,0,0,4,24,0,28,2,3,0,0,0,1,0,21
"60","M10",0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,6,0,4,0,0,0,1,0,8,18,0,23,0,3,3,0,0,0,0,21
