"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"1","A06",14,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,11,12,0,6,0,3,0,0,0,0,2,2
"2","A08",2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,0,0,1,13,0,4,0,1,0,0,0,0,2,5
"3","A10",0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,21,0,1,2,1,0,0,0,8,1,6
"4","B05",9,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,10,5,0,8,1,6,0,0,0,0,3,0
"5","B07",11,1,0,0,0,0,0,0,16,0,1,0,1,0,0,0,1,1,0,0,1,11,1,0,0,0,0,0,0,0,8,6,0,11,2,5,0,4,0,2,2,9
"6","B09",6,2,0,0,0,0,2,0,0,0,9,0,2,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,4,0,9,0,0,1,0,0,0,1,1
"7","C06",3,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,21,13,0,8,2,6,0,2,0,2,2,14
"8","C08",3,4,0,0,2,0,1,1,0,1,8,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,2,1,0,0,7,10,0,5,2,0,0,1,0,7,1,4
"9","D03",6,0,1,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,0,0,5,17,0,5,2,0,0,0,0,1,0,22
"10","D05",15,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,6,15,0,11,1,1,0,0,0,6,9,14
"11","D07",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,1,3
"12","D09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","E02",24,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,27,8,0,11,0,6,0,0,0,0,2,14
"14","E04",10,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,14,0,12,1,2,0,0,0,0,0,6
"15","E06",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,0,0,0,1,13,0,10,0,0,0,5,0,13,6,14
