"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"1","A06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","A08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","B05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,2
"5","B07",5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6","B09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"7","C06",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,5
"8","C08",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,8,0,2,0,0,0,0,0,3,0,5
"9","D03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","D05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","D07",12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,19,0,0,3,0,0,0,0,0,0,13,0,27,1,2,0,0,0,12,1,5
"12","D09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","E02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","E04",8,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,0,0,0,14,0,0,1,0,0,0,0,0,2,19,0,13,1,0,0,0,0,2,1,4
"15","E06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","E08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,3
"17","E10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,4
"18","E12",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,0,1
"19","F01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","F03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","F05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","F07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","F09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","F11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,3,8,0,10,0,0,0,1,0,0,2,8
"25","G02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","G04",12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,6
"27","G06",9,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,1,0,0,25,0,10,1,0,0,0,0,5,1,4
"28","G08",2,0,3,0,0,0,1,2,0,0,6,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,11,0,6,1,0,0,0,0,0,0,2
"29","G10",1,0,1,0,1,12,1,4,0,0,16,1,2,0,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,6,3,0,0,0,0,4,0,14
"30","G12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","H03",28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,11,0,22,0,0,0,0,0,0,1,2
"32","H05",28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,1,24,0,14,0,0,0,0,0,0,1,4
"33","H07",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,8,1,0,0,0,0,1,0,4
"34","H09",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,21,0,0,1,0,0,0,0,0,2,19,0,21,0,7,1,0,0,1,1,4
"35","H11",0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,3,0,0,0,0,0,1,5
"36","H13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","I04",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,0,2,0,0,0,2,0,4,8,0,29,4,3,0,0,0,0,0,19
"38","I06",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0
"39","I08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","I10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,1,0,5
"41","I12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"42","I14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","J03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","J05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","J07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,1
"46","J09",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,1,0,1
"47","J11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","J13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","K04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","K06",15,0,0,0,0,0,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,4,0,0,0,1,12,0,30,0,0,1,0,1,0,0,9
"51","K08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,14,0,0,1,0,0,0,0,4
"52","K10",0,0,2,0,0,19,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,3,0,2,2,0,0,0,0,3,0,4
"53","K12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","L05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","L07",0,0,1,0,0,0,7,1,0,0,5,0,0,0,0,0,0,0,0,5,0,21,0,0,8,0,2,0,0,0,0,13,0,24,8,2,2,0,0,0,0,13
"56","L09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","L11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,11
"58","L13",0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,2,0,2
"59","M08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","M10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
