"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"41","I12",0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,2
"42","I14",3,1,4,0,0,0,2,5,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8,0,4,0,1,0,0,0,0,2,5
"43","J03",1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,10
"44","J05",0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,1,0,10,3,0,4,0,0,0,0,0,0,17,0,9,5,0,1,0,0,0,0,7
"45","J07",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,9,0,0,1,0,0,0,0,0,5,1,0,13,1,0,0,0,0,0,0,3
"46","J09",0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,2
"47","J11",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,4
"48","J13",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,8,4,0,2,1,0,0,0,0,1,1,3
"49","K04",1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,4,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,4
"50","K06",0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,2,0,0,8,0,17,0,0,1,3,0,0,0,13
"51","K08",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,5,3,0,5,0,1,0,0,0,0,0,1
"52","K10",0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,2,0,3
"53","K12",0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"54","L05",0,0,3,0,0,0,0,14,0,0,5,0,0,1,0,0,0,0,0,21,0,18,0,0,3,0,0,0,2,0,1,9,1,21,4,1,1,0,0,0,0,16
"55","L07",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,8,1,8,0,2,1,0,1,0,10,0,16,0,1,1,0,0,0,0,14
"56","L09",0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10
"57","L11",0,0,2,1,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,9,0,4,2,0,0,0,0,2,1,5
"58","L13",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2
"59","M08",2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,8,1,0,5,0,0,0,0,5,0,6,0,18,0,0,0,0,0,0,0,12
"60","M10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
