"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"1","A06",2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,4,0,6,0,0,0,0,0,0,0,0
"2","A08",3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,14,0,1,1,0,0,0,0,0,0,1
"3","A10",0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,7,0,2,3,0,0,0,0,4,0,5
"4","B05",4,0,0,0,0,0,5,2,0,0,3,0,0,0,0,0,1,0,0,1,0,10,1,0,1,0,0,0,1,0,5,5,0,13,1,0,0,0,0,0,3,1
"5","B07",14,1,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,1,0,0,0,1,0,3,9,0,12,0,1,0,0,0,0,2,3
"6","B09",7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,14,0,6,4,0,1,0,0,1,0,2
"7","C06",0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,20,0,3,0,0,3,0,0,0,0,0,7,4,0,9,3,1,0,0,0,1,0,22
"8","C08",6,0,1,0,0,0,3,3,0,1,7,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0,1,3,10,0,1,1,0,0,5,0,9,1,12
"9","D03",0,0,1,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,1,2,0,11,0,0,1,0,0,0,0,0,0,3,3,3,0,0,3,0,0,1,0,7
"10","D05",14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,10,0,5,0,0,0,1,0,20,3,11
"11","D07",8,0,0,0,0,1,3,0,0,0,7,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4,13,0,13,3,1,0,1,0,7,4,21
"12","D09",1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,6,0,2,1,0,0,0,0,0,1,1
"13","E02",8,0,3,0,0,0,0,4,0,0,1,0,0,1,0,0,0,2,0,0,0,14,9,1,0,0,0,0,0,0,10,9,0,13,0,1,0,0,0,0,0,7
"14","E04",13,0,1,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,6,10,0,8,1,1,0,0,0,0,0,11
"15","E06",14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,1,0,11,0,0,0,0,0,6,4,12
"16","E08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"17","E10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,2
"18","E12",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5
"19","F01",15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,6,9,0,15,2,7,0,0,0,0,0,4
"20","F03",17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,1,0,0,2,0,1,8,0,18,0,1,0,0,0,1,1,13
"21","F05",7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,2,12,0,14,1,0,0,0,0,6,1,3
"22","F07",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,2,0,0,0,1,0,0,0,0,11,0,13,0,1,1,1,0,4,1,7
"23","F09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","F11",0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,2,3,0,2,1,1,1,0,0,0,0,6
"25","G02",12,0,5,0,0,0,11,3,0,0,4,0,2,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,9
"26","G04",9,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,11,0,5,1,0,0,0,0,0,0,2
"27","G06",1,0,0,1,0,0,0,1,0,11,4,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0,0,1,19,0,3,4,0,0,0,0,4,2,7
"28","G08",0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0
"29","G10",0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,12,0,1,2,0,0,0,0,0,0,6
"30","G12",1,0,1,0,0,0,0,1,0,5,6,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,1,0,4,0,1,6,1,0,0,0,1,0,3
"31","H03",12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,2,12,1,14,1,0,1,0,0,1,0,4
"32","H05",16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,1,0,0,0,0,0,0,17,0,4,0,0,0,0,0,1,2,2
"33","H07",0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,10,1,0,3,0,0,0,0,0,0,7,0,7,1,0,0,0,0,4,0,9
"34","H09",0,0,1,0,0,0,0,4,0,1,1,0,0,0,1,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,4
"35","H11",0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2
"36","H13",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"37","I04",1,0,1,0,0,0,0,4,0,0,1,0,5,2,0,0,0,0,0,10,1,21,8,1,5,0,1,0,0,0,6,9,0,14,3,1,0,0,0,0,0,17
"38","I06",5,0,2,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,1,8,1,0,7,1,2,0,0,0,7,4,0,9,0,0,0,0,0,0,1,6
"39","I08",0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,0,5,0,2,1,3,0,0,0,1,1,5
"40","I10",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5
