"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"45","J07",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,4,7,0,12,1,1,0,0,0,0,1,2
"46","J09",1,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,2,2,0,7,1,1,0,0,0,1,1,7
"47","J11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","J13",7,0,1,1,0,0,2,4,0,0,21,0,1,0,0,0,0,0,1,1,0,13,0,0,3,0,1,0,0,1,12,14,0,8,0,0,0,0,0,3,0,19
"49","K04",14,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,0,0,1,17,0,25,1,0,0,0,0,0,0,14
"50","K06",1,0,0,0,0,0,1,0,0,0,14,0,2,0,0,0,0,3,0,4,0,15,0,0,1,0,0,1,0,0,1,17,0,29,0,0,0,0,0,0,3,14
"51","K08",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8,0,14,0,0,1,0,0,1,0,4
"52","K10",0,0,0,0,0,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,10,0,4,0,0,0,0,0,4,0,5
"53","K12",0,0,0,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"54","L05",0,0,1,0,0,0,0,5,0,0,8,0,1,0,0,0,0,0,0,12,1,18,2,1,5,0,1,2,2,0,1,6,0,27,6,1,0,0,0,0,0,29
"55","L07",0,0,4,0,0,0,8,2,0,0,6,0,2,0,0,0,0,0,0,2,0,14,2,0,4,0,1,3,0,0,2,14,0,26,2,6,2,0,0,0,0,12
"56","L09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","L11",0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,8,0,23,0,0,0,0,0,3,1,13
"58","L13",0,0,1,2,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,11,0,1,1,0,0,0,0,0,0,3
"59","M08",4,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,23,1,0,1,0,2,0,0,0,3,13,1,27,3,6,0,0,0,0,0,15
"60","M10",1,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,5,0,1,20,0,28,1,2,0,0,0,0,1,26
