"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"23","F09",1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,1,2
"24","F11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,4,0,0,0,0,0,1,4,0,3,1,0,0,0,0,1,2,3
"25","G02",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
"26","G04",12,0,3,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,4,8,0,8,1,2,0,0,0,0,0,2
"27","G06",5,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,3,0,2,12,0,7,16,0,0,0,0,8,1,7
"28","G08",0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,2,6,0,4,0,0,0,0,0,0,1,6
"29","G10",0,0,0,3,0,15,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,6,0,1,2,0,0,0,0,0,0,4
"30","G12",1,0,2,0,0,1,0,6,0,0,5,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,19,0,3,0,0,0,0,0,2,0,8
"31","H03",19,0,0,0,0,0,2,9,0,0,2,0,3,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,10,11,0,23,0,2,0,0,0,0,1,0
"32","H05",20,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,25,0,11,1,1,0,0,0,0,2,2
"33","H07",0,0,1,0,0,0,0,3,0,1,7,0,2,1,0,0,0,0,0,0,0,14,0,0,3,1,0,0,0,0,1,6,0,22,0,1,0,0,0,5,1,3
"34","H09",1,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,3,8,0,6,1,0,0,0,0,0,1,10
"35","H11",0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,13,0,2,1,0,0,0,0,1,1,6
"36","H13",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1
"37","I04",6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,12,0,1,0,0,0,15,10,0,26,2,5,0,0,0,0,0,15
"38","I06",13,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,14,1,0,2,0,0,0,0,0,10,8,0,5,0,0,0,0,1,1,0,2
"39","I08",7,0,0,0,0,0,3,1,0,1,15,0,3,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,1,0,6,18,0,19,3,0,0,0,0,7,1,5
"40","I10",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,9,0,5,0,0,0,0,0,2,3,7
"41","I12",1,0,0,0,0,0,2,2,0,0,2,0,5,0,0,0,0,0,0,0,2,1,0,1,5,0,1,0,0,0,5,11,0,1,1,0,1,0,0,0,1,7
"42","I14",0,0,2,0,0,0,4,3,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,4
"43","J03",2,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,26,0,0,2,0,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,1
"44","J05",1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,1,0,12,0,0,1,0,1,1,0,0,1,10,0,13,3,0,0,0,0,1,0,8
"45","J07",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,5,11,0,23,0,0,3,0,1,0,1,12
"46","J09",0,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,3,7,0,8,1,0,1,0,0,3,0,10
"47","J11",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,1,4
"48","J13",7,0,0,1,0,0,0,2,0,0,12,0,1,0,0,0,2,0,0,2,1,10,0,0,3,0,0,0,0,3,14,19,0,11,1,1,0,1,0,0,2,11
"49","K04",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,27,0,0,3,0,0,0,0,0,2,6,0,17,1,0,0,0,0,0,0,20
"50","K06",0,0,0,0,0,0,1,7,0,0,18,0,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,1,20,1,29,0,0,0,0,0,1,0,14
"51","K08",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,10,0,1,2,0,0,0,1,8
"52","K10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,0,6
"53","K12",1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,1,1,2
"54","L05",0,0,2,0,0,0,0,14,0,0,14,0,2,2,0,0,0,0,0,18,1,24,0,2,2,0,2,0,1,0,1,4,0,29,5,1,0,0,0,1,0,29
"55","L07",0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,2,0,2,0,0,4,0,3,0,0,0,1,5,0,14,0,2,0,0,0,0,0,3
"56","L09",0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,8,2,0,0,0,0,0,0,7
"57","L11",2,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,2,0,0,0,2,19,0,21,0,0,0,0,0,7,2,11
"58","L13",0,0,1,3,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,0,5,2,0,0,0,0,1,0,3
"59","M08",4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,1,0,3,0,0,0,10,17,0,25,1,4,0,0,0,0,0,21
"60","M10",0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,18,1,0,4,0,0,0,3,0,6,19,0,25,0,1,1,0,0,0,1,27
