"","X","Camera","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","Sunrise","Sunset","Time.Numeric","Sunrise.Numeric","Sunset.Numeric","TimePeriod","Month","Season"
"39362",22906,"K08","Bushbuck","10/3/16 22:14:00","10/3/16","22:14:22",23185,386,6.4,0.3,"Merged_no_ghost/K08/Bushbuck","2016 10 03 22 14 22.JPG","05:21:50","17:40:29",22.2394444444444,5.36388888888889,17.6747222222222,"Night",10,"Dry"
"39363",22954,"K08","Genet","10/4/16 02:59:00","10/4/16","02:59:47",1309697,21828,363.8,15.2,"Merged_no_ghost/K08/Genet","2016 10 04 02 59 47.JPG","05:20:59","17:40:42",2.99638888888889,5.34972222222222,17.6783333333333,"Night",10,"Dry"
"39364",22955,"K08","Genet","10/4/16 02:59:00","10/4/16","02:59:47",1309697,21828,363.8,15.2,"Merged_no_ghost/K08/Genet","2016 10 04 02 59 48.JPG","05:20:59","17:40:42",2.99638888888889,5.34972222222222,17.6783333333333,"Night",10,"Dry"
"39370",22916,"K08","Civet","10/9/16 01:32:00","10/9/16","01:32:03",4777833,79631,1327.2,55.3,"Merged_no_ghost/K08/Civet","2016 10 09 01 32 03.JPG","05:16:52","17:41:55",1.53416666666667,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"39372",22907,"K08","Bushbuck","10/14/16 00:19:00","10/14/16","00:19:23",871500,14525,242.1,10.1,"Merged_no_ghost/K08/Bushbuck","2016 10 14 00 19 23.JPG","05:12:58","17:43:18",0.323055555555556,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"39377",22908,"K08","Bushbuck","10/18/16 20:22:00","10/18/16","20:22:52",417034,6951,115.8,4.8,"Merged_no_ghost/K08/Bushbuck","2016 10 18 20 22 52.JPG","05:10:02","17:44:33",20.3811111111111,5.16722222222222,17.7425,"Night",10,"Dry"
"39378",22909,"K08","Bushbuck","10/18/16 20:22:00","10/18/16","20:22:52",417034,6951,115.8,4.8,"Merged_no_ghost/K08/Bushbuck","2016 10 18 20 22 53.JPG","05:10:02","17:44:33",20.3811111111111,5.16722222222222,17.7425,"Night",10,"Dry"
"39385",22975,"K08","Oribi","10/20/16 01:44:00","10/20/16","01:44:38",309349,5156,85.9,3.6,"Merged_no_ghost/K08/Oribi","2016 10 20 01 44 38.JPG","05:08:39","17:45:13",1.74388888888889,5.14416666666667,17.7536111111111,"Night",10,"Dry"
"39388",22846,"K08","Baboon","10/21/16 04:58:00","10/21/16","04:58:11",1514964,25249,420.8,17.5,"Merged_no_ghost/K08/Baboon","2016 10 21 04 58 11.JPG","05:07:58","17:45:34",4.96972222222222,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"39391",22956,"K08","Genet","10/29/16 21:29:00","10/29/16","21:29:02",2226555,37109,618.5,25.8,"Merged_no_ghost/K08/Genet","2016 10 29 21 29 02.JPG","05:03:05","17:48:41",21.4838888888889,5.05138888888889,17.8113888888889,"Night",10,"Dry"
"39392",22910,"K08","Bushbuck","10/30/16 04:54:00","10/30/16","04:54:26",980911,16349,272.5,11.4,"Merged_no_ghost/K08/Bushbuck","2016 10 30 04 54 26.JPG","05:02:33","17:49:07",4.90722222222222,5.0425,17.8186111111111,"Night",10,"Dry"
"39518",20077,"K08","Buffalo","4/22/17 00:05:00","4/22/17","00:05:17",10985417,183090,3051.5,127.1,"Complete/K08/Buffalo","04220521.JPG","05:54:19","17:27:06",0.0880555555555556,5.90527777777778,17.4516666666667,"Night",4,"Dry"
"39519",20499,"K08","Waterbuck","4/22/17 00:05:00","4/22/17","00:05:50",142758,2379,39.6,1.7,"Complete/K08/Waterbuck","04220523.JPG","05:54:19","17:27:06",0.0972222222222222,5.90527777777778,17.4516666666667,"Night",4,"Dry"
"39520",20500,"K08","Waterbuck","4/22/17 02:43:00","4/22/17","02:43:39",9399,157,2.6,0.1,"Complete/K08/Waterbuck","04220537.JPG","05:54:19","17:27:06",2.7275,5.90527777777778,17.4516666666667,"Night",4,"Dry"
"39528",20302,"K08","Warthog","4/23/17 19:13:00","4/23/17","19:13:21",9174,153,2.5,0.1,"Complete/K08/Warthog","04230567.JPG","05:54:37","17:26:26",19.2225,5.91027777777778,17.4405555555556,"Night",4,"Dry"
"39546",20510,"K08","Waterbuck","4/29/17 05:07:00","4/29/17","05:07:58",42701,712,11.9,0.5,"Complete/K08/Waterbuck","04290771.JPG","05:56:26","17:22:42",5.13277777777778,5.94055555555556,17.3783333333333,"Night",4,"Dry"
"39549",20096,"K08","Bushbuck","4/29/17 18:38:00","4/29/17","18:38:01",125865,2098,35,1.5,"Complete/K08/Bushbuck","04290781.JPG","05:56:26","17:22:42",18.6336111111111,5.94055555555556,17.3783333333333,"Night",4,"Dry"
"39550",20312,"K08","Warthog","4/30/17 00:29:00","4/30/17","00:29:12",61469,1024,17.1,0.7,"Complete/K08/Warthog","04300785.JPG","05:56:45","17:22:07",0.486666666666667,5.94583333333333,17.3686111111111,"Night",4,"Dry"
"39564",20321,"K08","Warthog","5/5/17 17:51:00","5/5/17","17:51:36",16953,283,4.7,0.2,"Complete/K08/Warthog","05050244.JPG","05:58:24","17:19:27",17.86,5.97333333333333,17.3241666666667,"Night",5,"Dry"
"39565",20517,"K08","Waterbuck","5/5/17 23:27:00","5/5/17","23:27:34",132314,2205,36.8,1.5,"Complete/K08/Waterbuck","05050246.JPG","05:58:24","17:19:27",23.4594444444444,5.97333333333333,17.3241666666667,"Night",5,"Dry"
"39572",20522,"K08","Waterbuck","5/7/17 22:47:00","5/7/17","22:47:41",42808,713,11.9,0.5,"Complete/K08/Waterbuck","05070496.JPG","05:59:05","17:18:28",22.7947222222222,5.98472222222222,17.3077777777778,"Night",5,"Dry"
"39573",20324,"K08","Warthog","5/8/17 05:53:00","5/8/17","05:53:21",72025,1200,20,0.8,"Complete/K08/Warthog","05080510.JPG","05:59:26","17:18:01",5.88916666666667,5.99055555555556,17.3002777777778,"Night",5,"Dry"
"39576",20524,"K08","Waterbuck","5/8/17 17:45:00","5/8/17","17:45:17",29400,490,8.2,0.3,"Complete/K08/Waterbuck","05080564.JPG","05:59:26","17:18:01",17.7547222222222,5.99055555555556,17.3002777777778,"Night",5,"Dry"
"39577",20525,"K08","Waterbuck","5/8/17 22:39:00","5/8/17","22:39:36",17655,294,4.9,0.2,"Complete/K08/Waterbuck","05080566.JPG","05:59:26","17:18:01",22.66,5.99055555555556,17.3002777777778,"Night",5,"Dry"
"39578",20526,"K08","Waterbuck","5/9/17 03:50:00","5/9/17","03:50:30",18653,311,5.2,0.2,"Complete/K08/Waterbuck","05090568.JPG","05:59:47","17:17:34",3.84166666666667,5.99638888888889,17.2927777777778,"Night",5,"Dry"
"39581",20528,"K08","Waterbuck","5/9/17 17:23:00","5/9/17","17:23:45",28059,468,7.8,0.3,"Complete/K08/Waterbuck","05090610.JPG","05:59:47","17:17:34",17.3958333333333,5.99638888888889,17.2927777777778,"Night",5,"Dry"
"39582",20097,"K08","Bushbuck","5/10/17 05:45:00","5/10/17","05:45:56",904073,15068,251.1,10.5,"Complete/K08/Bushbuck","05100614.JPG","06:00:08","17:17:08",5.76555555555556,6.00222222222222,17.2855555555556,"Night",5,"Dry"
"39583",20529,"K08","Waterbuck","5/10/17 23:53:00","5/10/17","23:53:10",109764,1829,30.5,1.3,"Complete/K08/Waterbuck","05100628.JPG","06:00:08","17:17:08",23.8861111111111,6.00222222222222,17.2855555555556,"Night",5,"Dry"
"39584",20530,"K08","Waterbuck","5/11/17 02:07:00","5/11/17","02:07:08",4911,82,1.4,0.1,"Complete/K08/Waterbuck","05110642.JPG","06:00:29","17:16:43",2.11888888888889,6.00805555555556,17.2786111111111,"Night",5,"Dry"
"39587",20328,"K08","Warthog","5/11/17 17:37:00","5/11/17","17:37:33",10636,177,3,0.1,"Complete/K08/Warthog","05110658.JPG","06:00:29","17:16:43",17.6258333333333,6.00805555555556,17.2786111111111,"Night",5,"Dry"
"39588",20532,"K08","Waterbuck","5/11/17 21:18:00","5/11/17","21:18:29",42230,704,11.7,0.5,"Complete/K08/Waterbuck","05110662.JPG","06:00:29","17:16:43",21.3080555555556,6.00805555555556,17.2786111111111,"Night",5,"Dry"
"39590",20534,"K08","Waterbuck","5/12/17 17:21:00","5/12/17","17:21:40",40550,676,11.3,0.5,"Complete/K08/Waterbuck","05120668.JPG","06:00:51","17:16:19",17.3611111111111,6.01416666666667,17.2719444444444,"Night",5,"Dry"
"39591",20329,"K08","Warthog","5/12/17 17:28:00","5/12/17","17:28:20",85757,1429,23.8,1,"Complete/K08/Warthog","05120670.JPG","06:00:51","17:16:19",17.4722222222222,6.01416666666667,17.2719444444444,"Night",5,"Dry"
"39596",20098,"K08","Bushbuck","5/13/17 22:59:00","5/13/17","22:59:33",320876,5348,89.1,3.7,"Complete/K08/Bushbuck","05130706.JPG","06:01:13","17:15:56",22.9925,6.02027777777778,17.2655555555556,"Night",5,"Dry"
"39602",20333,"K08","Warthog","5/14/17 17:36:00","5/14/17","17:36:28",11332,189,3.1,0.1,"Complete/K08/Warthog","05140732.JPG","06:01:35","17:15:34",17.6077777777778,6.02638888888889,17.2594444444444,"Night",5,"Dry"
"39603",20538,"K08","Waterbuck","5/14/17 23:59:00","5/14/17","23:59:36",54281,905,15.1,0.6,"Complete/K08/Waterbuck","05140734.JPG","06:01:35","17:15:34",23.9933333333333,6.02638888888889,17.2594444444444,"Night",5,"Dry"
"39607",20335,"K08","Warthog","5/15/17 17:43:00","5/15/17","17:43:15",26814,447,7.5,0.3,"Complete/K08/Warthog","05150812.JPG","06:01:57","17:15:13",17.7208333333333,6.0325,17.2536111111111,"Night",5,"Dry"
"39608",20101,"K08","Bushbuck","5/16/17 00:26:00","5/16/17","00:26:45",32471,541,9,0.4,"Complete/K08/Bushbuck","05160814.JPG","06:02:19","17:14:53",0.445833333333333,6.03861111111111,17.2480555555556,"Night",5,"Dry"
"39609",20336,"K08","Warthog","5/16/17 00:48:00","5/16/17","00:48:10",25493,425,7.1,0.3,"Complete/K08/Warthog","05160816.JPG","06:02:19","17:14:53",0.802777777777778,6.03861111111111,17.2480555555556,"Night",5,"Dry"
"39614",20102,"K08","Bushbuck","5/17/17 03:14:00","5/17/17","03:14:29",96460,1608,26.8,1.1,"Complete/K08/Bushbuck","05170832.JPG","06:02:42","17:14:34",3.24138888888889,6.045,17.2427777777778,"Night",5,"Dry"
"39615",20103,"K08","Bushbuck","5/17/17 21:29:00","5/17/17","21:29:07",65676,1095,18.2,0.8,"Complete/K08/Bushbuck","05170834.JPG","06:02:42","17:14:34",21.4852777777778,6.045,17.2427777777778,"Night",5,"Dry"
"39616",20104,"K08","Bushbuck","5/18/17 01:43:00","5/18/17","01:43:30",15261,254,4.2,0.2,"Complete/K08/Bushbuck","05180836.JPG","06:03:04","17:14:16",1.725,6.05111111111111,17.2377777777778,"Night",5,"Dry"
"39617",20105,"K08","Bushbuck","5/18/17 05:02:00","5/18/17","05:02:02",11800,197,3.3,0.1,"Complete/K08/Bushbuck","05180844.JPG","06:03:04","17:14:16",5.03388888888889,6.05111111111111,17.2377777777778,"Night",5,"Dry"
"39623",20342,"K08","Warthog","5/18/17 18:24:00","5/18/17","18:24:20",30703,512,8.5,0.4,"Complete/K08/Warthog","05180866.JPG","06:03:04","17:14:16",18.4055555555556,6.05111111111111,17.2377777777778,"Night",5,"Dry"
"39624",20106,"K08","Bushbuck","5/18/17 20:45:00","5/18/17","20:45:50",56537,942,15.7,0.7,"Complete/K08/Bushbuck","05180868.JPG","06:03:04","17:14:16",20.7638888888889,6.05111111111111,17.2377777777778,"Night",5,"Dry"
"39625",20543,"K08","Waterbuck","5/19/17 01:27:00","5/19/17","01:27:18",31150,519,8.7,0.4,"Complete/K08/Waterbuck","05190870.JPG","06:03:27","17:13:59",1.455,6.0575,17.2330555555556,"Night",5,"Dry"
"39630",20344,"K08","Warthog","5/19/17 17:40:00","5/19/17","17:40:25",36866,614,10.2,0.4,"Complete/K08/Warthog","05190921.JPG","06:03:27","17:13:59",17.6736111111111,6.0575,17.2330555555556,"Night",5,"Dry"
"39633",20347,"K08","Warthog","5/20/17 17:15:00","5/20/17","17:15:52",5551,93,1.6,0.1,"Complete/K08/Warthog","05200938.JPG","06:03:50","17:13:43",17.2644444444444,6.06388888888889,17.2286111111111,"Night",5,"Dry"
"39634",20547,"K08","Waterbuck","5/20/17 20:01:00","5/20/17","20:01:40",97102,1618,27,1.1,"Complete/K08/Waterbuck","05200940.JPG","06:03:50","17:13:43",20.0277777777778,6.06388888888889,17.2286111111111,"Night",5,"Dry"
"39635",20548,"K08","Waterbuck","5/20/17 22:10:00","5/20/17","22:10:13",7712,129,2.1,0.1,"Complete/K08/Waterbuck","05200942.JPG","06:03:50","17:13:43",22.1702777777778,6.06388888888889,17.2286111111111,"Night",5,"Dry"
"39637",20348,"K08","Warthog","5/21/17 17:22:00","5/21/17","17:22:00",86765,1446,24.1,1,"Complete/K08/Warthog","05210982.JPG","06:04:12","17:13:28",17.3666666666667,6.07,17.2244444444444,"Night",5,"Dry"
"39638",20215,"K08","Kudu","5/22/17 04:12:00","5/22/17","04:12:29",15874916,264582,4409.7,183.7,"Complete/K08/Kudu","05220986.JPG","06:04:35","17:13:14",4.20805555555556,6.07638888888889,17.2205555555556,"Night",5,"Dry"
"39643",20107,"K08","Bushbuck","5/22/17 18:03:00","5/22/17","18:03:17",335845,5597,93.3,3.9,"Complete/K08/Bushbuck","05220015.JPG","06:04:35","17:13:14",18.0547222222222,6.07638888888889,17.2205555555556,"Night",5,"Dry"
"39644",20161,"K08","Genet","5/22/17 21:50:00","5/22/17","21:50:30",0,0,0,0,"Complete/K08/Genet","05220025.JPG","06:04:35","17:13:14",21.8416666666667,6.07638888888889,17.2205555555556,"Night",5,"Dry"
"39645",20552,"K08","Waterbuck","5/23/17 04:07:00","5/23/17","04:07:11",42685,711,11.8,0.5,"Complete/K08/Waterbuck","05230027.JPG","06:04:58","17:13:01",4.11972222222222,6.08277777777778,17.2169444444444,"Night",5,"Dry"
"39652",20354,"K08","Warthog","5/23/17 21:45:00","5/23/17","21:45:11",23970,400,6.7,0.3,"Complete/K08/Warthog","05230073.JPG","06:04:58","17:13:01",21.7530555555556,6.08277777777778,17.2169444444444,"Night",5,"Dry"
"39653",20108,"K08","Bushbuck","5/24/17 03:10:00","5/24/17","03:10:11",119020,1984,33.1,1.4,"Complete/K08/Bushbuck","05240077.JPG","06:05:21","17:12:50",3.16972222222222,6.08916666666667,17.2138888888889,"Night",5,"Dry"
"39658",20110,"K08","Bushbuck","5/24/17 17:32:00","5/24/17","17:32:21",5151,86,1.4,0.1,"Complete/K08/Bushbuck","05240091.JPG","06:05:21","17:12:50",17.5391666666667,6.08916666666667,17.2138888888889,"Night",5,"Dry"
"39660",20356,"K08","Warthog","5/25/17 17:27:00","5/25/17","17:27:38",119984,2000,33.3,1.4,"Complete/K08/Warthog","05250111.JPG","06:05:44","17:12:39",17.4605555555556,6.09555555555556,17.2108333333333,"Night",5,"Dry"
"39661",20556,"K08","Waterbuck","5/25/17 17:57:00","5/25/17","17:57:23",97770,1630,27.2,1.1,"Complete/K08/Waterbuck","05250115.JPG","06:05:44","17:12:39",17.9563888888889,6.09555555555556,17.2108333333333,"Night",5,"Dry"
"39664",20112,"K08","Bushbuck","5/26/17 17:25:00","5/26/17","17:25:49",94259,1571,26.2,1.1,"Complete/K08/Bushbuck","05260123.JPG","06:06:06","17:12:29",17.4302777777778,6.10166666666667,17.2080555555556,"Night",5,"Dry"
"39665",20078,"K08","Buffalo","5/26/17 17:55:00","5/26/17","17:55:30",3001811,50030,833.8,34.7,"Complete/K08/Buffalo","05260125.JPG","06:06:06","17:12:29",17.925,6.10166666666667,17.2080555555556,"Night",5,"Dry"
"39669",20113,"K08","Bushbuck","5/27/17 20:49:00","5/27/17","20:49:50",98639,1644,27.4,1.1,"Complete/K08/Bushbuck","05270137.JPG","06:06:29","17:12:20",20.8305555555556,6.10805555555556,17.2055555555556,"Night",5,"Dry"
"39671",20557,"K08","Waterbuck","5/28/17 17:15:00","5/28/17","17:15:36",256691,4278,71.3,3,"Complete/K08/Waterbuck","05280143.JPG","06:06:52","17:12:12",17.26,6.11444444444444,17.2033333333333,"Night",5,"Dry"
"39672",20362,"K08","Warthog","5/28/17 17:18:00","5/28/17","17:18:21",31684,528,8.8,0.4,"Complete/K08/Warthog","05280145.JPG","06:06:52","17:12:12",17.3058333333333,6.11444444444444,17.2033333333333,"Night",5,"Dry"
"39673",20363,"K08","Warthog","5/28/17 21:47:00","5/28/17","21:47:29",15372,256,4.3,0.2,"Complete/K08/Warthog","05280149.JPG","06:06:52","17:12:12",21.7913888888889,6.11444444444444,17.2033333333333,"Night",5,"Dry"
"39677",20114,"K08","Bushbuck","5/29/17 17:24:00","5/29/17","17:24:28",160476,2675,44.6,1.9,"Complete/K08/Bushbuck","05290161.JPG","06:07:14","17:12:05",17.4077777777778,6.12055555555555,17.2013888888889,"Night",5,"Dry"
"39678",20559,"K08","Waterbuck","5/30/17 05:59:00","5/30/17","05:59:13",51928,865,14.4,0.6,"Complete/K08/Waterbuck","05300163.JPG","06:07:36","17:11:59",5.98694444444444,6.12666666666667,17.1997222222222,"Night",5,"Dry"
"39682",20115,"K08","Bushbuck","5/30/17 18:16:00","5/30/17","18:16:53",89541,1492,24.9,1,"Complete/K08/Bushbuck","05300177.JPG","06:07:36","17:11:59",18.2813888888889,6.12666666666667,17.1997222222222,"Night",5,"Dry"
"39686",20116,"K08","Bushbuck","5/31/17 23:24:00","5/31/17","23:24:03",104828,1747,29.1,1.2,"Complete/K08/Bushbuck","05310197.JPG","06:07:59","17:11:54",23.4008333333333,6.13305555555556,17.1983333333333,"Night",5,"Dry"
"39687",20369,"K08","Warthog","6/1/17 00:15:00","6/1/17","00:15:32",24451,408,6.8,0.3,"Complete/K08/Warthog","06010207.JPG","06:08:21","17:11:50",0.258888888888889,6.13916666666667,17.1972222222222,"Night",6,"Dry"
"39693",20372,"K08","Warthog","6/1/17 22:32:00","6/1/17","22:32:15",25299,422,7,0.3,"Complete/K08/Warthog","06010239.JPG","06:08:21","17:11:50",22.5375,6.13916666666667,17.1972222222222,"Night",6,"Dry"
"39694",20373,"K08","Warthog","6/2/17 02:05:00","6/2/17","02:05:18",12781,213,3.5,0.1,"Complete/K08/Warthog","06020241.JPG","06:08:43","17:11:48",2.08833333333333,6.14527777777778,17.1966666666667,"Night",6,"Dry"
"39699",20162,"K08","Genet","6/3/17 05:27:00","6/3/17","05:27:02",977791,16297,271.6,11.3,"Complete/K08/Genet","06030263.JPG","06:09:04","17:11:46",5.45055555555556,6.15111111111111,17.1961111111111,"Night",6,"Dry"
"39710",20382,"K08","Warthog","6/4/17 17:16:00","6/4/17","17:16:52",9257,154,2.6,0.1,"Complete/K08/Warthog","06040301.JPG","06:09:26","17:11:45",17.2811111111111,6.15722222222222,17.1958333333333,"Night",6,"Dry"
"39716",20387,"K08","Warthog","6/6/17 23:30:00","6/6/17","23:30:56",21200,353,5.9,0.2,"Complete/K08/Warthog","06060327.JPG","06:10:07","17:11:45",23.5155555555556,6.16861111111111,17.1958333333333,"Night",6,"Dry"
"39718",20388,"K08","Warthog","6/7/17 17:19:00","6/7/17","17:19:01",63166,1053,17.6,0.7,"Complete/K08/Warthog","06070337.JPG","06:10:28","17:11:47",17.3169444444444,6.17444444444445,17.1963888888889,"Night",6,"Dry"
"39721",20390,"K08","Warthog","6/8/17 17:29:00","6/8/17","17:29:23",17574,293,4.9,0.2,"Complete/K08/Warthog","06080349.JPG","06:10:48","17:11:50",17.4897222222222,6.18,17.1972222222222,"Night",6,"Dry"
"39722",20163,"K08","Genet","6/8/17 20:36:00","6/8/17","20:36:45",486581,8110,135.2,5.6,"Complete/K08/Genet","06080351.JPG","06:10:48","17:11:50",20.6125,6.18,17.1972222222222,"Night",6,"Dry"
"39723",20564,"K08","Waterbuck","6/9/17 00:42:00","6/9/17","00:42:36",408386,6806,113.4,4.7,"Complete/K08/Waterbuck","06090353.JPG","06:11:08","17:11:54",0.71,6.18555555555556,17.1983333333333,"Night",6,"Dry"
"39736",20398,"K08","Warthog","6/13/17 17:24:00","6/13/17","17:24:04",32573,543,9.1,0.4,"Complete/K08/Warthog","06130415.JPG","06:12:23","17:12:17",17.4011111111111,6.20638888888889,17.2047222222222,"Night",6,"Dry"
"39737",20399,"K08","Warthog","6/14/17 17:32:00","6/14/17","17:32:40",84733,1412,23.5,1,"Complete/K08/Warthog","06140423.JPG","06:12:40","17:12:24",17.5444444444444,6.21111111111111,17.2066666666667,"Night",6,"Dry"
"39740",20401,"K08","Warthog","6/15/17 17:27:00","6/15/17","17:27:45",39818,664,11.1,0.5,"Complete/K08/Warthog","06150433.JPG","06:12:57","17:12:33",17.4625,6.21583333333333,17.2091666666667,"Night",6,"Dry"
"39742",20164,"K08","Genet","6/17/17 00:04:00","6/17/17","00:04:15",703648,11727,195.4,8.1,"Complete/K08/Genet","06170443.JPG","06:13:29","17:12:53",0.0708333333333333,6.22472222222222,17.2147222222222,"Night",6,"Dry"
"39743",20119,"K08","Bushbuck","6/17/17 01:27:00","6/17/17","01:27:40",1238714,20645,344.1,14.3,"Complete/K08/Bushbuck","06170445.JPG","06:13:29","17:12:53",1.46111111111111,6.22472222222222,17.2147222222222,"Night",6,"Dry"
"39745",20239,"K08","Reedbuck","6/18/17 01:28:00","6/18/17","01:28:58",18397472,306625,5110.4,212.9,"Complete/K08/Reedbuck","06180471.JPG","06:13:44","17:13:03",1.48277777777778,6.22888888888889,17.2175,"Night",6,"Dry"
"39749",20405,"K08","Warthog","6/21/17 17:20:00","6/21/17","17:20:42",86052,1434,23.9,1,"Complete/K08/Warthog","06210505.JPG","06:14:26","17:13:40",17.345,6.24055555555556,17.2277777777778,"Night",6,"Dry"
"39750",20120,"K08","Bushbuck","6/21/17 17:28:00","6/21/17","17:28:25",402740,6712,111.9,4.7,"Complete/K08/Bushbuck","06210507.JPG","06:14:26","17:13:40",17.4736111111111,6.24055555555556,17.2277777777778,"Night",6,"Dry"
"39751",20144,"K08","Civet","6/21/17 23:25:00","6/21/17","23:25:27",19024972,317083,5284.7,220.2,"Complete/K08/Civet","06210509.JPG","06:14:26","17:13:40",23.4241666666667,6.24055555555556,17.2277777777778,"Night",6,"Dry"
"39752",20121,"K08","Bushbuck","6/22/17 01:36:00","6/22/17","01:36:52",29306,488,8.1,0.3,"Complete/K08/Bushbuck","06220511.JPG","06:14:39","17:13:53",1.61444444444444,6.24416666666667,17.2313888888889,"Night",6,"Dry"
"39754",20406,"K08","Warthog","6/22/17 17:27:00","6/22/17","17:27:50",86824,1447,24.1,1,"Complete/K08/Warthog","06220515.JPG","06:14:39","17:13:53",17.4638888888889,6.24416666666667,17.2313888888889,"Night",6,"Dry"
"39755",20122,"K08","Bushbuck","6/22/17 17:57:00","6/22/17","17:57:03",58809,980,16.3,0.7,"Complete/K08/Bushbuck","06220519.JPG","06:14:39","17:13:53",17.9508333333333,6.24416666666667,17.2313888888889,"Night",6,"Dry"
"39756",20145,"K08","Civet","6/23/17 01:31:00","6/23/17","01:31:01",93932,1566,26.1,1.1,"Complete/K08/Civet","06230521.JPG","06:14:50","17:14:08",1.51694444444444,6.24722222222222,17.2355555555556,"Night",6,"Dry"
"39759",20409,"K08","Warthog","6/23/17 17:16:00","6/23/17","17:16:44",27586,460,7.7,0.3,"Complete/K08/Warthog","06230529.JPG","06:14:50","17:14:08",17.2788888888889,6.24722222222222,17.2355555555556,"Night",6,"Dry"
"39761",20568,"K08","Waterbuck","6/25/17 02:37:00","6/25/17","02:37:48",1169290,19488,324.8,13.5,"Complete/K08/Waterbuck","06250533.JPG","06:15:12","17:14:38",2.63,6.25333333333333,17.2438888888889,"Night",6,"Dry"
"39762",20123,"K08","Bushbuck","6/25/17 04:22:00","6/25/17","04:22:39",210333,3506,58.4,2.4,"Complete/K08/Bushbuck","06250535.JPG","06:15:12","17:14:38",4.3775,6.25333333333333,17.2438888888889,"Night",6,"Dry"
"39763",20124,"K08","Bushbuck","6/25/17 17:41:00","6/25/17","17:41:48",47947,799,13.3,0.6,"Complete/K08/Bushbuck","06250537.JPG","06:15:12","17:14:38",17.6966666666667,6.25333333333333,17.2438888888889,"Night",6,"Dry"
"39766",20126,"K08","Bushbuck","6/26/17 21:30:00","6/26/17","21:30:37",15511,259,4.3,0.2,"Complete/K08/Bushbuck","06260543.JPG","06:15:21","17:14:53",21.5102777777778,6.25583333333333,17.2480555555556,"Night",6,"Dry"
"39768",20127,"K08","Bushbuck","6/27/17 23:06:00","6/27/17","23:06:36",91903,1532,25.5,1.1,"Complete/K08/Bushbuck","06270565.JPG","06:15:30","17:15:10",23.11,6.25833333333333,17.2527777777778,"Night",6,"Dry"
"39769",20413,"K08","Warthog","6/28/17 17:22:00","6/28/17","17:22:22",88425,1474,24.6,1,"Complete/K08/Warthog","06280583.JPG","06:15:38","17:15:26",17.3727777777778,6.26055555555556,17.2572222222222,"Night",6,"Dry"
"39776",20128,"K08","Bushbuck","6/30/17 20:08:00","6/30/17","20:08:21",247501,4125,68.8,2.9,"Complete/K08/Bushbuck","06300613.JPG","06:15:51","17:16:01",20.1391666666667,6.26416666666667,17.2669444444444,"Night",6,"Dry"
"39778",20129,"K08","Bushbuck","7/2/17 19:31:00","7/2/17","19:31:48",170604,2843,47.4,2,"Complete/K08/Bushbuck","07020617.JPG","06:16:00","17:16:38",19.53,6.26666666666667,17.2772222222222,"Night",7,"Dry"
"39780",20571,"K08","Waterbuck","7/4/17 03:24:00","7/4/17","03:24:21",154123,2569,42.8,1.8,"Complete/K08/Waterbuck","07040621.JPG","06:16:06","17:17:16",3.40583333333333,6.26833333333333,17.2877777777778,"Night",7,"Dry"
"39783",20236,"K08","Oribi","7/4/17 17:33:00","7/4/17","17:33:41",2283724,38062,634.4,26.4,"Complete/K08/Oribi","07040627.JPG","06:16:06","17:17:16",17.5613888888889,6.26833333333333,17.2877777777778,"Night",7,"Dry"
"39784",20131,"K08","Bushbuck","7/4/17 20:05:00","7/4/17","20:05:02",17116,285,4.8,0.2,"Complete/K08/Bushbuck","07040629.JPG","06:16:06","17:17:16",20.0838888888889,6.26833333333333,17.2877777777778,"Night",7,"Dry"
"39793",20422,"K08","Warthog","7/6/17 17:22:00","7/6/17","17:22:50",86941,1449,24.1,1,"Complete/K08/Warthog","07060683.JPG","06:16:08","17:17:55",17.3805555555556,6.26888888888889,17.2986111111111,"Night",7,"Dry"
"39794",20423,"K08","Warthog","7/6/17 19:12:00","7/6/17","19:12:23",3965,66,1.1,0,"Complete/K08/Warthog","07060687.JPG","06:16:08","17:17:55",19.2063888888889,6.26888888888889,17.2986111111111,"Night",7,"Dry"
"39800",20427,"K08","Warthog","7/7/17 17:31:00","7/7/17","17:31:33",4683,78,1.3,0.1,"Complete/K08/Warthog","07070719.JPG","06:16:08","17:18:15",17.5258333333333,6.26888888888889,17.3041666666667,"Night",7,"Dry"
"39804",20430,"K08","Warthog","7/11/17 17:53:00","7/11/17","17:53:58",39994,667,11.1,0.5,"Complete/K08/Warthog","07110733.JPG","06:15:56","17:19:36",17.8994444444444,6.26555555555556,17.3266666666667,"Night",7,"Dry"
"39805",20165,"K08","Genet","7/11/17 20:53:00","7/11/17","20:53:15",2148538,35809,596.8,24.9,"Complete/K08/Genet","07110735.JPG","06:15:56","17:19:36",20.8875,6.26555555555556,17.3266666666667,"Night",7,"Dry"
"39810",20434,"K08","Warthog","7/15/17 17:30:00","7/15/17","17:30:58",39206,653,10.9,0.5,"Complete/K08/Warthog","07150745.JPG","06:15:27","17:21:00",17.5161111111111,6.2575,17.35,"Night",7,"Dry"
