"","X","Camera","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","Sunrise","Sunset","Time.Numeric","Sunrise.Numeric","Sunset.Numeric","TimePeriod","Month","Season"
"2",108,"A06","Genet","7/11/16 22:16:00","7/11/16","22:16:43",0,0,0,0,"Merged_no_ghost/A06/Genet","2016 07 11 22 16 43.JPG","06:15:54","17:19:41",22.2786111111111,6.265,17.3280555555556,"Night",7,"Dry"
"4",91,"A06","Bushbaby","7/15/16 22:08:00","7/15/16","22:08:54",0,0,0,0,"Merged_no_ghost/A06/Bushbaby","2016 07 15 22 08 54.JPG","06:15:25","17:21:05",22.1483333333333,6.25694444444444,17.3513888888889,"Night",7,"Dry"
"14",103,"A06","Civet","7/21/16 01:13:00","7/21/16","01:13:01",0,0,0,0,"Merged_no_ghost/A06/Civet","2016 07 21 01 13 01.JPG","06:14:10","17:23:11",1.21694444444444,6.23611111111111,17.3863888888889,"Night",7,"Dry"
"15",135,"A06","Impala","7/21/16 22:38:00","7/21/16","22:38:10",316329,5272,87.9,3.7,"Merged_no_ghost/A06/Impala","2016 07 21 22 38 10.JPG","06:14:10","17:23:11",22.6361111111111,6.23611111111111,17.3863888888889,"Night",7,"Dry"
"19",110,"A06","Genet","7/22/16 23:05:00","7/22/16","23:05:15",953312,15889,264.8,11,"Merged_no_ghost/A06/Genet","2016 07 22 23 05 15.JPG","06:13:53","17:23:32",23.0875,6.23138888888889,17.3922222222222,"Night",7,"Dry"
"20",111,"A06","Genet","7/26/16 02:20:00","7/26/16","02:20:19",270903,4515,75.2,3.1,"Merged_no_ghost/A06/Genet","2016 07 26 02 20 19.JPG","06:12:38","17:24:54",2.33861111111111,6.21055555555556,17.415,"Night",7,"Dry"
"25",191,"A06","Oribi","7/30/16 03:45:00","7/30/16","03:45:22",157922,2632,43.9,1.8,"Merged_no_ghost/A06/Oribi","2016 07 30 03 45 22.JPG","06:11:06","17:26:13",3.75611111111111,6.185,17.4369444444444,"Night",7,"Dry"
"27",112,"A06","Genet","8/2/16 03:22:00","8/2/16","03:22:18",608518,10142,169,7,"Merged_no_ghost/A06/Genet","2016 08 02 03 22 18.JPG","06:09:46","17:27:10",3.37166666666667,6.16277777777778,17.4527777777778,"Night",8,"Dry"
"28",113,"A06","Genet","8/2/16 03:22:00","8/2/16","03:22:18",608518,10142,169,7,"Merged_no_ghost/A06/Genet","2016 08 02 03 22 19.JPG","06:09:46","17:27:10",3.37166666666667,6.16277777777778,17.4527777777778,"Night",8,"Dry"
"29",223,"A06","Porcupine","8/4/16 00:29:00","8/4/16","00:29:24",0,0,0,0,"Merged_no_ghost/A06/Porcupine","2016 08 04 00 29 24.JPG","06:08:49","17:27:47",0.49,6.14694444444445,17.4630555555556,"Night",8,"Dry"
"34",99,"A06","Bushpig","8/6/16 17:56:00","8/6/16","17:56:49",35046,584,9.7,0.4,"Merged_no_ghost/A06/Bushpig","2016 08 06 17 56 49.JPG","06:07:47","17:28:23",17.9469444444444,6.12972222222222,17.4730555555556,"Night",8,"Dry"
"35",100,"A06","Bushpig","8/6/16 17:56:00","8/6/16","17:56:49",35046,584,9.7,0.4,"Merged_no_ghost/A06/Bushpig","2016 08 06 17 56 50.JPG","06:07:47","17:28:23",17.9469444444444,6.12972222222222,17.4730555555556,"Night",8,"Dry"
"38",224,"A06","Reedbuck","8/10/16 18:12:00","8/10/16","18:12:04",0,0,0,0,"Merged_no_ghost/A06/Reedbuck","2016 08 10 18 12 04.JPG","06:05:33","17:29:31",18.2011111111111,6.0925,17.4919444444444,"Night",8,"Dry"
"39",226,"A06","Reedbuck","8/10/16 19:12:00","8/10/16","19:12:17",3613,60,1,0,"Merged_no_ghost/A06/Reedbuck","2016 08 10 19 12 17.JPG","06:05:33","17:29:31",19.2047222222222,6.0925,17.4919444444444,"Night",8,"Dry"
"40",227,"A06","Reedbuck","8/11/16 18:52:00","8/11/16","18:52:06",85188,1420,23.7,1,"Merged_no_ghost/A06/Reedbuck","2016 08 11 18 52 06.JPG","06:04:57","17:29:48",18.8683333333333,6.0825,17.4966666666667,"Night",8,"Dry"
"48",101,"A06","Bushpig","8/17/16 01:31:00","8/17/16","01:31:42",891293,14855,247.6,10.3,"Merged_no_ghost/A06/Bushpig","2016 08 17 01 31 42.JPG","06:01:06","17:31:21",1.52833333333333,6.01833333333333,17.5225,"Night",8,"Dry"
"49",228,"A06","Reedbuck","8/17/16 23:57:00","8/17/16","23:57:14",536707,8945,149.1,6.2,"Merged_no_ghost/A06/Reedbuck","2016 08 17 23 57 14.JPG","06:01:06","17:31:21",23.9538888888889,6.01833333333333,17.5225,"Night",8,"Dry"
"53",192,"A06","Oribi","8/20/16 22:10:00","8/20/16","22:10:23",1880700,31345,522.4,21.8,"Merged_no_ghost/A06/Oribi","2016 08 20 22 10 23.JPG","05:59:00","17:32:03",22.1730555555556,5.98333333333333,17.5341666666667,"Night",8,"Dry"
"60",92,"A06","Bushbuck","8/25/16 19:22:00","8/25/16","19:22:31",0,0,0,0,"Merged_no_ghost/A06/Bushbuck","2016 08 25 19 22 31.JPG","05:55:17","17:33:09",19.3752777777778,5.92138888888889,17.5525,"Night",8,"Dry"
"61",102,"A06","Bushpig","8/26/16 05:12:00","8/26/16","05:12:08",790825,13180,219.7,9.2,"Merged_no_ghost/A06/Bushpig","2016 08 26 05 12 08.JPG","05:54:31","17:33:22",5.20222222222222,5.90861111111111,17.5561111111111,"Night",8,"Dry"
"64",114,"A06","Genet","8/29/16 23:39:00","8/29/16","23:39:32",2405834,40097,668.3,27.8,"Merged_no_ghost/A06/Genet","2016 08 29 23 39 32.JPG","05:52:08","17:33:58",23.6588888888889,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"65",115,"A06","Genet","8/29/16 23:39:00","8/29/16","23:39:32",2405834,40097,668.3,27.8,"Merged_no_ghost/A06/Genet","2016 08 29 23 39 33.JPG","05:52:08","17:33:58",23.6588888888889,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"70",305,"A06","Waterbuck","9/1/16 17:50:00","9/1/16","17:50:37",1585843,26431,440.5,18.4,"Merged_no_ghost/A06/Waterbuck","2016 09 01 17 50 37.JPG","05:49:42","17:34:33",17.8436111111111,5.82833333333333,17.5758333333333,"Night",9,"Dry"
"71",306,"A06","Waterbuck","9/1/16 17:50:00","9/1/16","17:50:37",1585843,26431,440.5,18.4,"Merged_no_ghost/A06/Waterbuck","2016 09 01 17 50 38.JPG","05:49:42","17:34:33",17.8436111111111,5.82833333333333,17.5758333333333,"Night",9,"Dry"
"72",229,"A06","Reedbuck","9/1/16 20:38:00","9/1/16","20:38:03",1284047,21401,356.7,14.9,"Merged_no_ghost/A06/Reedbuck","2016 09 01 20 38 03.JPG","05:49:42","17:34:33",20.6341666666667,5.82833333333333,17.5758333333333,"Night",9,"Dry"
"73",230,"A06","Reedbuck","9/1/16 20:38:00","9/1/16","20:38:03",1284047,21401,356.7,14.9,"Merged_no_ghost/A06/Reedbuck","2016 09 01 20 38 04.JPG","05:49:42","17:34:33",20.6341666666667,5.82833333333333,17.5758333333333,"Night",9,"Dry"
"75",195,"A06","Oribi","9/3/16 18:28:00","9/3/16","18:28:01",446529,7442,124,5.2,"Merged_no_ghost/A06/Oribi","2016 09 03 18 28 01.JPG","05:48:02","17:34:55",18.4669444444444,5.80055555555556,17.5819444444444,"Night",9,"Dry"
"76",196,"A06","Oribi","9/4/16 20:16:00","9/4/16","20:16:38",92916,1549,25.8,1.1,"Merged_no_ghost/A06/Oribi","2016 09 04 20 16 38.JPG","05:47:11","17:35:06",20.2772222222222,5.78638888888889,17.585,"Night",9,"Dry"
"77",197,"A06","Oribi","9/4/16 20:16:00","9/4/16","20:16:38",92916,1549,25.8,1.1,"Merged_no_ghost/A06/Oribi","2016 09 04 20 16 39.JPG","05:47:11","17:35:06",20.2772222222222,5.78638888888889,17.585,"Night",9,"Dry"
"80",198,"A06","Oribi","9/5/16 22:57:00","9/5/16","22:57:38",96060,1601,26.7,1.1,"Merged_no_ghost/A06/Oribi","2016 09 05 22 57 38.JPG","05:46:21","17:35:17",22.9605555555556,5.7725,17.5880555555556,"Night",9,"Dry"
"81",199,"A06","Oribi","9/5/16 22:57:00","9/5/16","22:57:38",96060,1601,26.7,1.1,"Merged_no_ghost/A06/Oribi","2016 09 05 22 57 39.JPG","05:46:21","17:35:17",22.9605555555556,5.7725,17.5880555555556,"Night",9,"Dry"
"84",200,"A06","Oribi","9/7/16 19:11:00","9/7/16","19:11:49",159251,2654,44.2,1.8,"Merged_no_ghost/A06/Oribi","2016 09 07 19 11 49.JPG","05:44:38","17:35:39",19.1969444444444,5.74388888888889,17.5941666666667,"Night",9,"Dry"
"85",232,"A06","Reedbuck","9/7/16 19:13:00","9/7/16","19:13:24",371073,6185,103.1,4.3,"Merged_no_ghost/A06/Reedbuck","2016 09 07 19 13 24.JPG","05:44:38","17:35:39",19.2233333333333,5.74388888888889,17.5941666666667,"Night",9,"Dry"
"86",233,"A06","Reedbuck","9/7/16 19:13:00","9/7/16","19:13:24",371073,6185,103.1,4.3,"Merged_no_ghost/A06/Reedbuck","2016 09 07 19 13 25.JPG","05:44:38","17:35:39",19.2233333333333,5.74388888888889,17.5941666666667,"Night",9,"Dry"
"87",234,"A06","Reedbuck","9/7/16 21:54:00","9/7/16","21:54:49",9685,161,2.7,0.1,"Merged_no_ghost/A06/Reedbuck","2016 09 07 21 54 49.JPG","05:44:38","17:35:39",21.9136111111111,5.74388888888889,17.5941666666667,"Night",9,"Dry"
"88",235,"A06","Reedbuck","9/7/16 21:54:00","9/7/16","21:54:49",9685,161,2.7,0.1,"Merged_no_ghost/A06/Reedbuck","2016 09 07 21 54 50.JPG","05:44:38","17:35:39",21.9136111111111,5.74388888888889,17.5941666666667,"Night",9,"Dry"
"94",307,"A06","Waterbuck","9/12/16 17:43:00","9/12/16","17:43:25",949968,15833,263.9,11,"Merged_no_ghost/A06/Waterbuck","2016 09 12 17 43 25.JPG","05:40:17","17:36:31",17.7236111111111,5.67138888888889,17.6086111111111,"Night",9,"Dry"
"95",201,"A06","Oribi","9/13/16 00:34:00","9/13/16","00:34:44",451374,7523,125.4,5.2,"Merged_no_ghost/A06/Oribi","2016 09 13 00 34 44.JPG","05:39:24","17:36:41",0.578888888888889,5.65666666666667,17.6113888888889,"Night",9,"Dry"
"98",202,"A06","Oribi","9/15/16 20:26:00","9/15/16","20:26:06",244281,4071,67.8,2.8,"Merged_no_ghost/A06/Oribi","2016 09 15 20 26 06.JPG","05:37:38","17:37:02",20.435,5.62722222222222,17.6172222222222,"Night",9,"Dry"
"101",308,"A06","Waterbuck","9/19/16 18:02:00","9/19/16","18:02:58",605972,10100,168.3,7,"Merged_no_ghost/A06/Waterbuck","2016 09 19 18 02 58.JPG","05:34:04","17:37:44",18.0494444444444,5.56777777777778,17.6288888888889,"Night",9,"Dry"
"102",309,"A06","Waterbuck","9/19/16 18:02:00","9/19/16","18:02:58",605972,10100,168.3,7,"Merged_no_ghost/A06/Waterbuck","2016 09 19 18 02 59.JPG","05:34:04","17:37:44",18.0494444444444,5.56777777777778,17.6288888888889,"Night",9,"Dry"
"103",310,"A06","Waterbuck","9/19/16 21:40:00","9/19/16","21:40:04",13026,217,3.6,0.2,"Merged_no_ghost/A06/Waterbuck","2016 09 19 21 40 04.JPG","05:34:04","17:37:44",21.6677777777778,5.56777777777778,17.6288888888889,"Night",9,"Dry"
"104",311,"A06","Waterbuck","9/19/16 21:40:00","9/19/16","21:40:04",13026,217,3.6,0.2,"Merged_no_ghost/A06/Waterbuck","2016 09 19 21 40 05.JPG","05:34:04","17:37:44",21.6677777777778,5.56777777777778,17.6288888888889,"Night",9,"Dry"
"118",116,"A06","Genet","9/26/16 03:35:00","9/26/16","03:35:35",2346963,39116,651.9,27.2,"Merged_no_ghost/A06/Genet","2016 09 26 03 35 35.JPG","05:27:53","17:39:01",3.59305555555556,5.46472222222222,17.6502777777778,"Night",9,"Dry"
"119",117,"A06","Genet","9/26/16 03:35:00","9/26/16","03:35:35",2346963,39116,651.9,27.2,"Merged_no_ghost/A06/Genet","2016 09 26 03 35 36.JPG","05:27:53","17:39:01",3.59305555555556,5.46472222222222,17.6502777777778,"Night",9,"Dry"
"122",316,"A06","Waterbuck","9/26/16 18:22:00","9/26/16","18:22:18",109211,1820,30.3,1.3,"Merged_no_ghost/A06/Waterbuck","2016 09 26 18 22 18.JPG","05:27:53","17:39:01",18.3716666666667,5.46472222222222,17.6502777777778,"Night",9,"Dry"
"123",118,"A06","Genet","9/27/16 01:18:00","9/27/16","01:18:37",78182,1303,21.7,0.9,"Merged_no_ghost/A06/Genet","2016 09 27 01 18 37.JPG","05:27:00","17:39:13",1.31027777777778,5.45,17.6536111111111,"Night",9,"Dry"
"124",119,"A06","Genet","9/27/16 01:18:00","9/27/16","01:18:37",78182,1303,21.7,0.9,"Merged_no_ghost/A06/Genet","2016 09 27 01 18 38.JPG","05:27:00","17:39:13",1.31027777777778,5.45,17.6536111111111,"Night",9,"Dry"
"129",120,"A06","Genet","9/30/16 04:37:00","9/30/16","04:37:00",271103,4518,75.3,3.1,"Merged_no_ghost/A06/Genet","2016 09 30 04 37 00.JPG","05:24:24","17:39:50",4.61666666666667,5.40666666666667,17.6638888888889,"Night",9,"Dry"
"131",317,"A06","Waterbuck","9/30/16 18:15:00","9/30/16","18:15:00",343430,5724,95.4,4,"Merged_no_ghost/A06/Waterbuck","2016 09 30 18 15 00.JPG","05:24:24","17:39:50",18.25,5.40666666666667,17.6638888888889,"Night",9,"Dry"
"132",121,"A06","Genet","9/30/16 18:39:00","9/30/16","18:39:26",50545,842,14,0.6,"Merged_no_ghost/A06/Genet","2016 09 30 18 39 26.JPG","05:24:24","17:39:50",18.6572222222222,5.40666666666667,17.6638888888889,"Night",9,"Dry"
"133",122,"A06","Genet","9/30/16 18:39:00","9/30/16","18:39:26",50545,842,14,0.6,"Merged_no_ghost/A06/Genet","2016 09 30 18 39 27.JPG","05:24:24","17:39:50",18.6572222222222,5.40666666666667,17.6638888888889,"Night",9,"Dry"
"135",123,"A06","Genet","10/1/16 23:57:00","10/1/16","23:57:16",105470,1758,29.3,1.2,"Merged_no_ghost/A06/Genet","2016 10 01 23 57 16.JPG","05:23:32","17:40:02",23.9544444444444,5.39222222222222,17.6672222222222,"Night",10,"Dry"
"139",203,"A06","Oribi","10/4/16 19:58:00","10/4/16","19:58:41",1639954,27333,455.6,19,"Merged_no_ghost/A06/Oribi","2016 10 04 19 58 41.JPG","05:20:59","17:40:42",19.9780555555556,5.34972222222222,17.6783333333333,"Night",10,"Dry"
"152",150,"A06","Impala","10/7/16 20:32:00","10/7/16","20:32:51",99378,1656,27.6,1.2,"Merged_no_ghost/A06/Impala","2016 10 07 20 32 51.JPG","05:18:29","17:41:25",20.5475,5.30805555555556,17.6902777777778,"Night",10,"Dry"
"158",209,"A06","Oribi","10/8/16 20:23:00","10/8/16","20:23:28",34248,571,9.5,0.4,"Merged_no_ghost/A06/Oribi","2016 10 08 20 23 28.JPG","05:17:40","17:41:40",20.3911111111111,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"159",188,"A06","Mongoose_white_tailed","10/8/16 22:32:00","10/8/16","22:32:56",0,0,0,0,"Merged_no_ghost/A06/Mongoose_white_tailed","2016 10 08 22 32 56.JPG","05:17:40","17:41:40",22.5488888888889,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"163",210,"A06","Oribi","10/11/16 22:03:00","10/11/16","22:03:43",265214,4420,73.7,3.1,"Merged_no_ghost/A06/Oribi","2016 10 11 22 03 43.JPG","05:15:17","17:42:27",22.0619444444444,5.25472222222222,17.7075,"Night",10,"Dry"
"168",157,"A06","Impala","10/12/16 22:18:00","10/12/16","22:18:27",16667,278,4.6,0.2,"Merged_no_ghost/A06/Impala","2016 10 12 22 18 27.JPG","05:14:30","17:42:44",22.3075,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"169",158,"A06","Impala","10/12/16 22:18:00","10/12/16","22:18:27",16667,278,4.6,0.2,"Merged_no_ghost/A06/Impala","2016 10 12 22 18 28.JPG","05:14:30","17:42:44",22.3075,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"187",163,"A06","Impala","10/17/16 22:47:00","10/17/16","22:47:19",18462,308,5.1,0.2,"Merged_no_ghost/A06/Impala","2016 10 17 22 47 19.JPG","05:10:45","17:44:13",22.7886111111111,5.17916666666667,17.7369444444444,"Night",10,"Dry"
"188",164,"A06","Impala","10/18/16 00:12:00","10/18/16","00:12:42",4446,74,1.2,0,"Merged_no_ghost/A06/Impala","2016 10 18 00 12 42.JPG","05:10:02","17:44:33",0.211666666666667,5.16722222222222,17.7425,"Night",10,"Dry"
"189",165,"A06","Impala","10/18/16 00:12:00","10/18/16","00:12:42",4446,74,1.2,0,"Merged_no_ghost/A06/Impala","2016 10 18 00 12 43.JPG","05:10:02","17:44:33",0.211666666666667,5.16722222222222,17.7425,"Night",10,"Dry"
"190",256,"A06","Vervet","10/18/16 05:04:00","10/18/16","05:04:29",992710,16545,275.8,11.5,"Merged_no_ghost/A06/Vervet","2016 10 18 05 04 29.JPG","05:10:02","17:44:33",5.07472222222222,5.16722222222222,17.7425,"Night",10,"Dry"
"201",93,"A06","Bushbuck","10/20/16 18:46:00","10/20/16","18:46:54",4836262,80604,1343.4,56,"Merged_no_ghost/A06/Bushbuck","2016 10 20 18 46 54.JPG","05:08:39","17:45:13",18.7816666666667,5.14416666666667,17.7536111111111,"Night",10,"Dry"
"202",94,"A06","Bushbuck","10/20/16 18:46:00","10/20/16","18:46:54",4836262,80604,1343.4,56,"Merged_no_ghost/A06/Bushbuck","2016 10 20 18 46 55.JPG","05:08:39","17:45:13",18.7816666666667,5.14416666666667,17.7536111111111,"Night",10,"Dry"
"203",95,"A06","Bushbuck","10/21/16 18:05:00","10/21/16","18:05:42",83928,1399,23.3,1,"Merged_no_ghost/A06/Bushbuck","2016 10 21 18 05 42.JPG","05:07:58","17:45:34",18.095,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"204",96,"A06","Bushbuck","10/21/16 18:05:00","10/21/16","18:05:42",83928,1399,23.3,1,"Merged_no_ghost/A06/Bushbuck","2016 10 21 18 05 43.JPG","05:07:58","17:45:34",18.095,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"205",124,"A06","Genet","10/21/16 19:18:00","10/21/16","19:18:50",1711293,28522,475.4,19.8,"Merged_no_ghost/A06/Genet","2016 10 21 19 18 50.JPG","05:07:58","17:45:34",19.3138888888889,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"210",132,"A06","Honey_badger","10/23/16 04:01:00","10/23/16","04:01:06",0,0,0,0,"Merged_no_ghost/A06/Honey_badger","2016 10 23 04 01 06.JPG","05:06:39","17:46:17",4.01833333333333,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"231",174,"A06","Impala","10/25/16 21:20:00","10/25/16","21:20:35",12067,201,3.4,0.1,"Merged_no_ghost/A06/Impala","2016 10 25 21 20 35.JPG","05:05:24","17:47:03",21.3430555555556,5.09,17.7841666666667,"Night",10,"Dry"
"233",125,"A06","Genet","10/27/16 04:13:00","10/27/16","04:13:37",464086,7735,128.9,5.4,"Merged_no_ghost/A06/Genet","2016 10 27 04 13 37.JPG","05:04:13","17:47:51",4.22694444444444,5.07027777777778,17.7975,"Night",10,"Dry"
"237",176,"A06","Impala","10/28/16 23:55:00","10/28/16","23:55:33",23447,391,6.5,0.3,"Merged_no_ghost/A06/Impala","2016 10 28 23 55 33.JPG","05:03:38","17:48:15",23.9258333333333,5.06055555555556,17.8041666666667,"Night",10,"Dry"
"238",126,"A06","Genet","10/29/16 18:30:00","10/29/16","18:30:48",224230,3737,62.3,2.6,"Merged_no_ghost/A06/Genet","2016 10 29 18 30 48.JPG","05:03:05","17:48:41",18.5133333333333,5.05138888888889,17.8113888888889,"Night",10,"Dry"
"239",127,"A06","Genet","10/29/16 18:30:00","10/29/16","18:30:48",224230,3737,62.3,2.6,"Merged_no_ghost/A06/Genet","2016 10 29 18 30 49.JPG","05:03:05","17:48:41",18.5133333333333,5.05138888888889,17.8113888888889,"Night",10,"Dry"
"240",128,"A06","Genet","10/29/16 21:53:00","10/29/16","21:53:51",12183,203,3.4,0.1,"Merged_no_ghost/A06/Genet","2016 10 29 21 53 51.JPG","05:03:05","17:48:41",21.8975,5.05138888888889,17.8113888888889,"Night",10,"Dry"
"250",335,"A06","Waterbuck","10/31/16 20:52:00","10/31/16","20:52:27",13284,221,3.7,0.2,"Merged_no_ghost/A06/Waterbuck","2016 10 31 20 52 27.JPG","05:02:02","17:49:33",20.8741666666667,5.03388888888889,17.8258333333333,"Night",10,"Dry"
"351",559,"A08","Genet","7/7/16 20:59:00","7/7/16","20:59:22",0,0,0,0,"Merged_no_ghost/A08/Genet","2016 07 07 20 59 22.JPG","06:16:07","17:18:19",20.9894444444444,6.26861111111111,17.3052777777778,"Night",7,"Dry"
"352",646,"A08","Impala","7/8/16 20:58:00","7/8/16","20:58:59",0,0,0,0,"Merged_no_ghost/A08/Impala","2016 07 08 20 58 59.JPG","06:16:05","17:18:40",20.9830555555556,6.26805555555556,17.3111111111111,"Night",7,"Dry"
"356",560,"A08","Genet","7/12/16 00:32:00","7/12/16","00:32:21",358345,5972,99.5,4.1,"Merged_no_ghost/A08/Genet","2016 07 12 00 32 21.JPG","06:15:48","17:20:02",0.539166666666667,6.26333333333333,17.3338888888889,"Night",7,"Dry"
"360",561,"A08","Genet","7/14/16 03:02:00","7/14/16","03:02:59",181837,3031,50.5,2.1,"Merged_no_ghost/A08/Genet","2016 07 14 03 02 59.JPG","06:15:34","17:20:44",3.04972222222222,6.25944444444444,17.3455555555556,"Night",7,"Dry"
"361",562,"A08","Genet","7/14/16 03:02:00","7/14/16","03:02:59",181837,3031,50.5,2.1,"Merged_no_ghost/A08/Genet","2016 07 14 03 03 00.JPG","06:15:34","17:20:44",3.04972222222222,6.25944444444444,17.3455555555556,"Night",7,"Dry"
"367",563,"A08","Genet","7/17/16 05:22:00","7/17/16","05:22:55",267596,4460,74.3,3.1,"Merged_no_ghost/A08/Genet","2016 07 17 05 22 55.JPG","06:15:04","17:21:47",5.38194444444444,6.25111111111111,17.3630555555556,"Night",7,"Dry"
"368",564,"A08","Genet","7/17/16 05:22:00","7/17/16","05:22:55",267596,4460,74.3,3.1,"Merged_no_ghost/A08/Genet","2016 07 17 05 22 56.JPG","06:15:04","17:21:47",5.38194444444444,6.25111111111111,17.3630555555556,"Night",7,"Dry"
"373",546,"A08","Bushpig","7/18/16 22:56:00","7/18/16","22:56:33",0,0,0,0,"Merged_no_ghost/A08/Bushpig","2016 07 18 22 56 33.JPG","06:14:52","17:22:08",22.9425,6.24777777777778,17.3688888888889,"Night",7,"Dry"
"378",565,"A08","Genet","7/22/16 02:26:00","7/22/16","02:26:01",421386,7023,117,4.9,"Merged_no_ghost/A08/Genet","2016 07 22 02 26 01.JPG","06:13:53","17:23:32",2.43361111111111,6.23138888888889,17.3922222222222,"Night",7,"Dry"
"379",566,"A08","Genet","7/22/16 02:26:00","7/22/16","02:26:01",421386,7023,117,4.9,"Merged_no_ghost/A08/Genet","2016 07 22 02 26 02.JPG","06:13:53","17:23:32",2.43361111111111,6.23138888888889,17.3922222222222,"Night",7,"Dry"
"381",567,"A08","Genet","7/23/16 03:01:00","7/23/16","03:01:21",88520,1475,24.6,1,"Merged_no_ghost/A08/Genet","2016 07 23 03 01 21.JPG","06:13:36","17:23:52",3.0225,6.22666666666667,17.3977777777778,"Night",7,"Dry"
"382",568,"A08","Genet","7/23/16 03:01:00","7/23/16","03:01:21",88520,1475,24.6,1,"Merged_no_ghost/A08/Genet","2016 07 23 03 01 22.JPG","06:13:36","17:23:52",3.0225,6.22666666666667,17.3977777777778,"Night",7,"Dry"
"388",569,"A08","Genet","7/24/16 22:37:00","7/24/16","22:37:20",156959,2616,43.6,1.8,"Merged_no_ghost/A08/Genet","2016 07 24 22 37 20.JPG","06:13:18","17:24:13",22.6222222222222,6.22166666666667,17.4036111111111,"Night",7,"Dry"
"402",570,"A08","Genet","7/30/16 00:42:00","7/30/16","00:42:44",439523,7325,122.1,5.1,"Merged_no_ghost/A08/Genet","2016 07 30 00 42 44.JPG","06:11:06","17:26:13",0.712222222222222,6.185,17.4369444444444,"Night",7,"Dry"
"408",547,"A08","Bushpig","8/1/16 05:34:00","8/1/16","05:34:34",1147079,19118,318.6,13.3,"Merged_no_ghost/A08/Bushpig","2016 08 01 05 34 34.JPG","06:10:14","17:26:51",5.57611111111111,6.17055555555556,17.4475,"Night",8,"Dry"
"409",548,"A08","Bushpig","8/1/16 05:34:00","8/1/16","05:34:34",1147079,19118,318.6,13.3,"Merged_no_ghost/A08/Bushpig","2016 08 01 05 34 35.JPG","06:10:14","17:26:51",5.57611111111111,6.17055555555556,17.4475,"Night",8,"Dry"
"412",571,"A08","Genet","8/2/16 02:13:00","8/2/16","02:13:30",264645,4411,73.5,3.1,"Merged_no_ghost/A08/Genet","2016 08 02 02 13 30.JPG","06:09:46","17:27:10",2.225,6.16277777777778,17.4527777777778,"Night",8,"Dry"
"424",572,"A08","Genet","8/7/16 00:15:00","8/7/16","00:15:31",424920,7082,118,4.9,"Merged_no_ghost/A08/Genet","2016 08 07 00 15 31.JPG","06:07:15","17:28:40",0.258611111111111,6.12083333333333,17.4777777777778,"Night",8,"Dry"
"425",573,"A08","Genet","8/8/16 02:21:00","8/8/16","02:21:18",93944,1566,26.1,1.1,"Merged_no_ghost/A08/Genet","2016 08 08 02 21 18.JPG","06:06:42","17:28:58",2.355,6.11166666666667,17.4827777777778,"Night",8,"Dry"
"426",766,"A08","Waterbuck","8/8/16 17:48:00","8/8/16","17:48:13",1224070,20401,340,14.2,"Merged_no_ghost/A08/Waterbuck","2016 08 08 17 48 13.JPG","06:06:42","17:28:58",17.8036111111111,6.11166666666667,17.4827777777778,"Night",8,"Dry"
"432",767,"A08","Waterbuck","8/10/16 19:32:00","8/10/16","19:32:27",179053,2984,49.7,2.1,"Merged_no_ghost/A08/Waterbuck","2016 08 10 19 32 27.JPG","06:05:33","17:29:31",19.5408333333333,6.0925,17.4919444444444,"Night",8,"Dry"
"433",768,"A08","Waterbuck","8/10/16 19:32:00","8/10/16","19:32:27",179053,2984,49.7,2.1,"Merged_no_ghost/A08/Waterbuck","2016 08 10 19 32 28.JPG","06:05:33","17:29:31",19.5408333333333,6.0925,17.4919444444444,"Night",8,"Dry"
"434",574,"A08","Genet","8/11/16 00:48:00","8/11/16","00:48:40",253641,4227,70.5,2.9,"Merged_no_ghost/A08/Genet","2016 08 11 00 48 40.JPG","06:04:57","17:29:48",0.811111111111111,6.0825,17.4966666666667,"Night",8,"Dry"
"438",549,"A08","Bushpig","8/14/16 00:27:00","8/14/16","00:27:22",1104564,18409,306.8,12.8,"Merged_no_ghost/A08/Bushpig","2016 08 14 00 27 22.JPG","06:03:05","17:30:35",0.456111111111111,6.05138888888889,17.5097222222222,"Night",8,"Dry"
"439",550,"A08","Bushpig","8/14/16 00:27:00","8/14/16","00:27:22",1104564,18409,306.8,12.8,"Merged_no_ghost/A08/Bushpig","2016 08 14 00 27 23.JPG","06:03:05","17:30:35",0.456111111111111,6.05138888888889,17.5097222222222,"Night",8,"Dry"
"442",575,"A08","Genet","8/15/16 02:14:00","8/15/16","02:14:42",350761,5846,97.4,4.1,"Merged_no_ghost/A08/Genet","2016 08 15 02 14 42.JPG","06:02:26","17:30:51",2.245,6.04055555555556,17.5141666666667,"Night",8,"Dry"
