"","row","column","cor","p"
"412","termite.large.count.100m","pans.250m",-0.130560821745152,0.320072031104427
"413","termite.large.count.50m","pans.250m",-0.145506268099318,0.267303588265078
"414","habitat.number","pans.250m",-0.272650430466214,0.0350634126789098
"415","fire.interval","pans.250m",-0.195806304540579,0.133780419313166
"416","poaching.all","pans.250m",-0.073493231157841,0.576805881398369
"417","poaching.high","pans.250m",-0.088634388829443,0.500664959427821
"418","boundary.distance","pans.250m",0.310687806145678,0.0156888611592589
"419","road.distance","pans.250m",-0.188193233497961,0.149874326289214
"420","road.major.distance","pans.250m",-0.205949874617954,0.114405233380793
"421","urema.distance","pans.250m",-0.30874723860467,0.0163862203947909
"422","pan.distance","pans.250m",-0.2124186603243,0.103221977598996
"423","river.distance","pans.250m",-0.224877446443607,0.0840864550946021
"424","tree.100m","pans.250m",-0.133098011005901,0.310676010109819
"425","tree.250m","pans.250m",-0.203984404528949,0.117980777504481
"426","tree.500m","pans.250m",-0.173042577882674,0.186106483652641
"427","tree.1km","pans.250m",-0.251011583564403,0.0530489625637496
"428","termites.100m","pans.250m",0.196586417034832,0.132207854227742
"429","termites.250m","pans.250m",-0.0138008920269835,0.916647654978496
"430","termites.500m","pans.250m",0.0450840455568581,0.732315275843284
"431","termites.1km","pans.250m",-0.137446710503569,0.294988101035821
"432","fire2015.date","pans.250m",0.293606429285919,0.145451825071687
"433","fire2016.date","pans.250m",0.530857431025941,0.0929207919727624
"434","fire2017.date","pans.250m",0.0281113769921024,0.927364826406992
"435","pans.100m","pans.250m",0.972839306500766,0
"436","Longitude.UTM","pans.500m",0.116910965445149,0.373683684740742
"437","Latitude.UTM","pans.500m",0.356995235429271,0.00511008758538711
"438","cover.ground","pans.500m",0.361510709147825,0.00453954959751024
"439","termite.count.100m","pans.500m",-0.197308066936763,0.130765593379925
"440","termite.count.50m","pans.500m",-0.226305643968984,0.0820846666577197
"441","termite.large.count.100m","pans.500m",-0.174877502960817,0.181410513421739
"442","termite.large.count.50m","pans.500m",-0.198530394867556,0.12834985577705
"443","habitat.number","pans.500m",-0.381469633854645,0.00263574867458694
"444","fire.interval","pans.500m",-0.363598380801618,0.00429532197885685
"445","poaching.all","pans.500m",-0.120368555196895,0.359617490485747
"446","poaching.high","pans.500m",-0.118957115960449,0.365319925246903
"447","boundary.distance","pans.500m",0.357417050201057,0.00505424103318752
"448","road.distance","pans.500m",-0.272561705877384,0.0351251871154528
"449","road.major.distance","pans.500m",-0.302226075664574,0.0189272440096182
"450","urema.distance","pans.500m",-0.340889864189877,0.00769144440133696
"451","pan.distance","pans.500m",-0.239550706958423,0.0652619214287831
"452","river.distance","pans.500m",-0.328157755750515,0.0104750179447108
"453","tree.100m","pans.500m",-0.22253292860671,0.0874557896304384
"454","tree.250m","pans.500m",-0.295102922948991,0.0220788697474261
"455","tree.500m","pans.500m",-0.300270568963108,0.0197517342175477
"456","tree.1km","pans.500m",-0.365916402649724,0.00403780397589948
"457","termites.100m","pans.500m",0.0856460817031693,0.515270305364419
"458","termites.250m","pans.500m",-0.0960228502565613,0.465492637412562
"459","termites.500m","pans.500m",-0.103882418209637,0.429595991513792
"460","termites.1km","pans.500m",-0.260438014442675,0.0444591912760506
"461","fire2015.date","pans.500m",0.548072039575365,0.0037482451693478
"462","fire2016.date","pans.500m",0.552694979320056,0.0778490157642957
"463","fire2017.date","pans.500m",0.491376569425723,0.0881363002671467
"464","pans.100m","pans.500m",0.678436187732046,2.58055088409037e-09
"465","pans.250m","pans.500m",0.7428102004434,1.0849099396637e-11
"466","Longitude.UTM","fire2015",-0.264012953484207,0.0415161997599904
"467","Latitude.UTM","fire2015",-0.197781858924108,0.129825174822308
"468","cover.ground","fire2015",-0.108436739312315,0.409533939034622
"469","termite.count.100m","fire2015",-0.0541915724436019,0.680897784105497
"470","termite.count.50m","fire2015",0.050171066229578,0.703434610213863
"471","termite.large.count.100m","fire2015",-0.122585913915396,0.350769703061494
"472","termite.large.count.50m","fire2015",-0.017724855869708,0.893071662628082
"473","habitat.number","fire2015",0.243382174294451,0.0609501246018418
"474","fire.interval","fire2015",0.456576004647038,0.000245665548666008
"475","poaching.all","fire2015",0.233241250365516,0.0728930736343609
"476","poaching.high","fire2015",0.150414209399047,0.251325876616028
"477","boundary.distance","fire2015",-0.34214536030576,0.00745564438456459
"478","road.distance","fire2015",0.24043144183527,0.0642497073938484
"479","road.major.distance","fire2015",0.0559032998855101,0.671384944990884
"480","urema.distance","fire2015",0.37409223080194,0.00323506635173931
"481","pan.distance","fire2015",-0.0776396546227593,0.555435796516024
"482","river.distance","fire2015",-0.0654564841478309,0.619265618594324
"483","tree.100m","fire2015",-0.0358262080597384,0.78580797173019
"484","tree.250m","fire2015",-0.0244022615395729,0.85317381572324
"485","tree.500m","fire2015",-0.0298100866939742,0.821123051059932
"486","tree.1km","fire2015",-0.0137484202249556,0.916963446634489
"487","termites.100m","fire2015",-0.192714710473158,0.140151309434068
"488","termites.250m","fire2015",-0.165667428490067,0.205863348483698
"489","termites.500m","fire2015",-0.215738917913001,0.0978206898644891
"490","termites.1km","fire2015",-0.142452543050681,0.277580940627138
"491","fire2015.date","fire2015",NA,NA
"492","fire2016.date","fire2015",-0.535216953815407,0.0897702392568303
"493","fire2017.date","fire2015",0.0957738182921273,0.755618990671794
"494","pans.100m","fire2015",-0.0927093556706992,0.481098620658501
"495","pans.250m","fire2015",-0.132335918712718,0.313479460786692
"496","pans.500m","fire2015",-0.195935957865883,0.133518089967398
"497","Longitude.UTM","fire2016",-0.118989805953256,0.36518723384664
"498","Latitude.UTM","fire2016",-0.317708945517397,0.0133739927710548
"499","cover.ground","fire2016",0.0297418227766283,0.8215259417644
"500","termite.count.100m","fire2016",-0.18543675357061,0.156042711080316
"501","termite.count.50m","fire2016",-0.106262538913004,0.419042882421205
"502","termite.large.count.100m","fire2016",-0.131112626994725,0.318013281092154
"503","termite.large.count.50m","fire2016",-0.0301013841113818,0.819404343857694
"504","habitat.number","fire2016",0.194805194805195,0.135819068377085
"505","fire.interval","fire2016",0.51550077135984,2.49805220819965e-05
"506","poaching.all","fire2016",0.298701298701299,0.0204352809136643
"507","poaching.high","fire2016",0.481571330330887,9.8001400332226e-05
"508","boundary.distance","fire2016",-0.39769922244165,0.00165150134446468
"509","road.distance","fire2016",0.0951030686781442,0.469796967071936
"510","road.major.distance","fire2016",0.00976993466421216,0.940940866184407
"511","urema.distance","fire2016",0.271600527251443,0.0358002244853455
"512","pan.distance","fire2016",-0.00951248963533239,0.942494455593412
"513","river.distance","fire2016",-0.0563534599717752,0.66889161961364
"514","tree.100m","fire2016",0.0387963306746848,0.768525420787723
"515","tree.250m","fire2016",0.0323719019235362,0.806037426309334
"516","tree.500m","fire2016",0.0119071668674227,0.928052415840084
"517","tree.1km","fire2016",0.0259964206202537,0.843698644436406
"518","termites.100m","fire2016",0.0628276259855842,0.633436960062763
"519","termites.250m","fire2016",0.0206305677327692,0.875671505283041
"520","termites.500m","fire2016",-0.0034670265618498,0.979025547181393
"521","termites.1km","fire2016",-0.0187822105796228,0.886733703736786
"522","fire2015.date","fire2016",-0.435532915528646,0.0261529398477995
"523","fire2016.date","fire2016",NA,NA
"524","fire2017.date","fire2016",-0.582240619616044,0.0368123331883141
"525","pans.100m","fire2016",-0.0435859966234439,0.740893166915554
"526","pans.250m","fire2016",-0.0585112387360305,0.65698992893345
"527","pans.500m","fire2016",-0.0800151067696907,0.543365216649411
"528","fire2015","fire2016",0.281048463173354,0.0296115510369512
"529","Longitude.UTM","fire2017",0.0650087893369238,0.621669473393918
"530","Latitude.UTM","fire2017",-0.348075841096297,0.00642513078279117
"531","cover.ground","fire2017",-0.148940275818317,0.256054484258583
"532","termite.count.100m","fire2017",-0.0699580238266595,0.595318474296652
"533","termite.count.50m","fire2017",-0.0673106071577418,0.609352457051616
"534","termite.large.count.100m","fire2017",-0.0737252240298811,0.57560031935962
"535","termite.large.count.50m","fire2017",-0.0940863121378484,0.47457993095979
"536","habitat.number","fire2017",0.207363337255773,0.111885661018979
"537","fire.interval","fire2017",0.452678856462418,0.000281743708733462
"538","poaching.all","fire2017",0.140275198731847,0.285066799394516
"539","poaching.high","fire2017",0.307569533607075,0.0168222362231822
"540","boundary.distance","fire2017",-0.205961261819326,0.114384762792612
"541","road.distance","fire2017",0.33036143287025,0.00993852932368311
"542","road.major.distance","fire2017",0.167141529497197,0.201800430229621
"543","urema.distance","fire2017",0.198031868304059,0.129331002443451
"544","pan.distance","fire2017",0.0240644766679689,0.855184199624746
"545","river.distance","fire2017",-0.0446179888321953,0.734980504170041
"546","tree.100m","fire2017",0.0797277198566142,0.544818750109548
"547","tree.250m","fire2017",0.109400490010627,0.405359252936236
"548","tree.500m","fire2017",0.10365467983371,0.430613569865834
"549","tree.1km","fire2017",0.171784408134836,0.189376578671706
"550","termites.100m","fire2017",0.0336728804436225,0.798402884409968
"551","termites.250m","fire2017",-0.0422377789788219,0.748640061611636
"552","termites.500m","fire2017",-0.0836435474903817,0.525176821965947
"553","termites.1km","fire2017",0.00531291128285822,0.967863368627133
"554","fire2015.date","fire2017",-0.166520159480462,0.416200754672664
"555","fire2016.date","fire2017",-0.388327125022618,0.23791847678383
"556","fire2017.date","fire2017",NA,NA
"557","pans.100m","fire2017",-0.0617376693114563,0.639351590211391
"558","pans.250m","fire2017",-0.107202865563453,0.414914902541464
"559","pans.500m","fire2017",-0.138326184331789,0.291879390600447
"560","fire2015","fire2017",0.27485562655923,0.033556822355485
"561","fire2016","fire2017",0.378133144407586,0.00289332445427815
