"","SppCode1.x","SppCode2","Direction_dry","SIF_dry","sd_dry","CI_lower_dry","CI_upper_dry","SIF.dry.ln","Direction_wet4","SIF_wet4","sd_wet4","CI_lower_wet4","CI_upper_wet4","SIF.wet4.ln","Direction","SIF_wet3","sd_wet3","CI_lower_wet3","CI_upper_wet3","SIF.wet3.ln","SppCode.x","GenusLatin.x","SpeciesLatin.x","CommName.x","Diet.x","Weight.x","Sociality.x","Family.x","Order.x","Activity_pattern.x","Sociality.1.x","Mass_category.x","Trophic_level.x","SppCode.y","GenusLatin.y","SpeciesLatin.y","CommName.y","Diet.y","Weight.y","Sociality.y","Family.y","Order.y","Activity_pattern.y","Sociality.1.y","Mass_category.y","Trophic_level.y","activity.match","sociality.match","masscategory.match","trophiclevel.match","order.match","family.match","activity.combined","sociality.combined","masscategory.combined","trophiclevel.combined","order.combined","family.combined","higher.season","season.diff"
"92","MATE","ATPA","None",0.671669695,0.333894837,0.115163458,1.349236573,-0.397988584594764,"None",2.004435225,0.951088701,0.45553232,4.038785888,0.695362337786572,"None",3.761213503,2.944041365,0.172829278,10.89631744,1.32474164549198,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","different","different","different","crepuscular_crepuscular","solitary_solitary","Medium_Small","1_2","Carnivora_Pholidota","Herpestidae_Manidae","wet","NS"
"93","MECA","ATPA","None",0.954452173,0.144380162,0.668022395,1.238813671,-0.0466177439339571,"None",1.56555338,0.361002027,0.938731235,2.363157339,0.448239358935363,"Positive",3.446562082,1.64657874,1.071325012,7.463694452,1.23737723623806,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","same","same","different","crepuscular_crepuscular","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Herpestidae_Mustelidae","wet","NS"
"94","MUMU","ATPA","None",1.196640856,0.208969291,0.797483305,1.622734689,0.179518344797239,"Positive",2.510750373,0.742066636,1.25929113,4.196235431,0.920581661852487,"Positive",6.383263184,3.202235053,2.591253795,14.40702349,1.85367943744646,"MUMU","Mungos","mungo","Mongoose_banded","Carnivore",1260,"group","Herpestidae","Carnivora","diurnal","solitary","Small",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","same","same","same","same","crepuscular_diurnal","group_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","wet","NS"
"95","ORAF","ATPA","None",1.016472746,0.202744075,0.621367839,1.420378336,0.0163385421183663,"None",1.528366374,0.547492354,0.583037489,2.719107423,0.424199435563452,"None",1.91957106,1.156865261,0.334182344,4.718308643,0.652101754830797,"ORAF","Orycteropus","afer","Aardvark","Carnivore",56175.2,"solitary","Orycteropodidae","Tubulidentata","nocturnal","solitary","Large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","same","different","same","different","different","crepuscular_nocturnal","solitary_solitary","Large_Small","1_1","Carnivora_Tubulidentata","Herpestidae_Orycteropodidae","wet","NS"
"96","OTCR","ATPA","None",1.205515409,0.242513346,0.733276756,1.689589543,0.186907200805426,"Positive",2.683428258,0.848385174,1.197644344,4.591773589,0.987095177788833,"None",3.746530705,2.950710083,0.167275099,10.9205241,1.32083026643792,"OTCR","Otolemur","crassicaudatus","Bushbaby","Omnivore",1206.61,"group","Galagidae","Primates","nocturnal","group","Small",-999,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","same","different","different","different","crepuscular_nocturnal","group_solitary","Small_Small","-999_1","Carnivora_Primates","Galagidae_Herpestidae","wet","NS"
"97","OUOU","ATPA","None",0.970520828,0.073482812,0.821915169,1.114881495,-0.0299224155008339,"None",0.974690919,0.119670199,0.717509346,1.193043836,-0.0256348643952083,"None",1.629739772,0.35701154,0.938021493,2.383704646,0.488420352993646,"OUOU","Ourebia","ourebi","Oribi","Herbivore",17186.09,"pair","Bovidae","Artiodactyla","diurnal","pair","Medium",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","same","different","different","crepuscular_diurnal","pair_solitary","Medium_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"98","PACY","ATPA","None",1.002018495,0.012293809,0.978390436,1.031281087,0.00201646057615701,"None",0.992587841,0.036354108,0.901168807,1.053574337,-0.00743976555121489,"None",0.942858683,0.181180431,0.51857821,1.227372595,-0.0588388665394191,"PACY","Papio","cynocephalus","Baboon","Omnivore",15822.15,"group","Cercopithecidae","Primates","diurnal","group","Medium",-999,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","different","different","different","crepuscular_diurnal","group_solitary","Medium_Small","-999_1","Carnivora_Primates","Cercopithecidae_Herpestidae","dry","NS"
"99","PALE","ATPA","None",1.095264236,0.331672256,0.447670421,1.732882968,0.0909956455730727,"None",2.101919659,0.773565578,0.851366094,3.805731903,0.742851050506422,"None",3.041441569,2.05263573,0.498637221,8.064144771,1.11233160334963,"PALE","Panthera","leo","Lion","Carnivore",158623.93,"group","Felidae","Carnivora","nocturnal","group","Very_large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","same","same","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Carnivora_Carnivora","Felidae_Herpestidae","wet","NS"
"100","PHAF","ATPA","None",1.006969722,0.02096105,0.967930663,1.055594838,0.00694554575707926,"None",0.995016194,0.048655402,0.877540476,1.078668667,-0.0049962665791024,"None",0.892843281,0.153052764,0.520056473,1.109609883,-0.113344210707522,"PHAF","Phacochoerus","africanus","Warthog","Herbivore",82499.99,"group","Suidae","Artiodactyla","diurnal","group","Large",-999,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","different","different","different","crepuscular_diurnal","group_solitary","Large_Small","-999_1","Artiodactyla_Carnivora","Herpestidae_Suidae","dry","NS"
"101","POLA","ATPA","None",0.952060234,0.061471597,0.824113569,1.070062679,-0.0491269751838943,"None",1.136056149,0.149964569,0.834038068,1.4333806,0.127562746014109,"None",1.075108236,0.189148178,0.64899711,1.423846555,0.0724213411624296,"POLA","Potamochoerus","larvatus","Bushpig","Omnivore",69063.79,"group","Suidae","Artiodactyla","nocturnal","group","Large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Herpestidae_Suidae","wet","NS"
"102","RERE","ATPA","None",1.131404683,0.138996942,0.868138241,1.42002922,0.123459943038027,"None",1.025116759,0.182242091,0.661533856,1.382462906,0.0248065173224935,"None",1.027318499,0.390208959,0.323078258,1.827045095,0.0269520084759833,"RERE","Redunca","redunca","Reedbuck","Herbivore",43288.95,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"103","SYCA","ATPA","None",1.041153236,0.242326545,0.572227729,1.520802067,0.0403289795683536,"Positive",1.516583475,0.284379027,1.006884842,2.135058667,0.416460091141991,"None",1.31257722,0.407632969,0.59744181,2.213775018,0.271992548038687,"SYCA","Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"104","SYGR","ATPA","None",1.170033463,0.224636245,0.734022912,1.623350949,0.157032349255369,"None",0.675745045,0.473325939,0.027122679,1.765838343,-0.391939426445878,"None",1.650439106,1.558434388,0.060817446,5.708729173,0.501041377356038,"SYGR","Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","same","different","different","crepuscular_crepuscular","solitary_solitary","Medium_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"105","TAOR","ATPA","None",1.437200648,0.334384675,0.72447395,2.06746242,0.36269722713383,"None",2.19852719,0.950855236,0.5142897,4.233312405,0.787787677085562,"None",4.947338519,2.996448286,0.983896516,12.27657048,1.59884975905338,"TAOR","Taurotragus","oryx","Eland","Herbivore",562592.69,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"106","TRAN","ATPA","None",1.036064671,0.10350113,0.834687039,1.247297701,0.0354295656341843,"None",0.860156388,0.207397164,0.460046861,1.271542775,-0.150641059755028,"None",0.359792992,0.296635843,0.011512045,1.093277251,-1.02222643514289,"TRAN","Tragelaphus","angasii","Nyala","Herbivore",87616.76,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"107","TRST","ATPA","None",1.0236518,0.091358281,0.844919377,1.207803844,0.0233764297284247,"None",0.798990132,0.253810259,0.338497443,1.32159541,-0.224406683730177,"None",1.228965719,0.462462211,0.394569343,2.195024185,0.206172936785594,"TRST","Tragelaphus","strepsiceros","Kudu","Herbivore",206056.41,"group","Bovidae","Artiodactyla","diurnal","solitary","Very_large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"108","TRSY","ATPA","None",1.006834479,0.020798432,0.968214676,1.05552285,0.00681122981897933,"None",0.999821307,0.048866588,0.881683626,1.085344026,-0.000178708967496291,"None",0.943535179,0.163968763,0.549619713,1.194132641,-0.0581216292300446,"TRSY","Tragelaphus","sylvaticus","Bushbuck","Herbivore",43250.39,"solitary","Bovidae","Artiodactyla","crepuscular","group","Large",1,"ATPA","Atilax","paludinosus","Mongoose_marsh","Omnivore",3600.16,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","same","different","different","crepuscular_crepuscular","solitary_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"109","CEAL","BDCR","None",1.075218534,0.611485502,0.16752722,2.481862522,0.0725239283613945,"None",1.121966387,0.920883484,0.037836754,3.377252194,0.115082848541235,"None",1.240676309,1.100005799,0.046589402,4.067157794,0.215656641418578,"CEAL","Cercopithecus","albogularis","Samango","Omnivore",16,"group","Cercopithecidae","Primates","diurnal","group","Medium",-999,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","different","different","different","diurnal_nocturnal","group_solitary","Medium_Small","-999_1","Carnivora_Primates","Cercopithecidae_Herpestidae","wet","NS"
"110","CENA","BDCR","None",1.802523144,0.655091847,0.67797321,3.238685904,0.589187430039057,"Positive",4.547452381,1.518211278,2.340685897,8.230712154,1.51456715988747,"Positive",5.618787276,2.709464611,1.987201136,12.35400061,1.72611585343158,"CENA","Cephalophus","natalensis","Duiker_red","Herbivore",12724.51,"solitary","Bovidae","Artiodactyla","diurnal","solitary","Medium",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","different","different","diurnal_nocturnal","solitary_solitary","Medium_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"111","CHPY","BDCR","None",1.009518573,0.26930768,0.500993487,1.554623648,0.00947355681844913,"None",1.625322457,0.331256957,0.997430494,2.315402623,0.485706231172988,"Positive",2.768647918,1.003497386,1.116899163,5.069144288,1.01835908478625,"CHPY","Chlorocebus","pygerythrus","Vervet","Omnivore",3695.99,"group","Cercopithecidae","Primates","diurnal","group","Medium",-999,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","different","different","different","diurnal_nocturnal","group_solitary","Medium_Small","-999_1","Carnivora_Primates","Cercopithecidae_Herpestidae","wet","NS"
"112","CICI","BDCR","None",0.977518568,0.094046898,0.758319765,1.134358721,-0.022737991906607,"None",1.000127897,0.213580666,0.556162373,1.39516058,0.000127888821876037,"None",1.440596641,0.39491143,0.687117031,2.264941673,0.365057361803046,"CICI","Civettictis","civetta","Civet","Omnivore",12075.58,"solitary","Viverridae","Carnivora","nocturnal","solitary","Medium",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","same","different","same","same","different","nocturnal_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Herpestidae_Viverridae","wet","NS"
"113","COTA","BDCR","None",1.653418548,0.891680756,0.283779509,3.661498329,0.50284499186956,"None",0.731228564,0.627202122,0.022733413,2.299663288,-0.313029195053774,"None",0.960348498,0.75938517,0.039295875,2.850967781,-0.0404590416456194,"COTA","Connochaetes","taurinus","Wildebeest","Herbivore",198619.68,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"114","GASA","BDCR","None",1.511582345,0.555264053,0.552214862,2.717305944,0.413157012747826,"None",1.963778748,0.802517645,0.609854074,3.751876152,0.674870549818541,"None",2.32418111,1.543757533,0.423083039,6.202987151,0.843367766245856,"GASA","Galerella","sanguinea","Mongoose_slender","Omnivore",543.83,"solitary","Herpestidae","Carnivora","diurnal","solitary","Small",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","same","same","same","same","same","diurnal_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","wet","NS"
"115","GEGE","BDCR","None",1.036232897,0.076609384,0.857840224,1.171579896,0.0355919226267004,"Positive",1.486702177,0.206030984,1.083163714,1.915331782,0.396560362953039,"None",2.049336268,0.639518187,0.896354666,3.424077478,0.717515969017624,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","same","same","same","same","different","nocturnal_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Viverridae","wet","NS"
"116","HEIC","BDCR","None",0.804032165,0.461930385,0.12341459,1.862776466,-0.218116004384493,"None",1.807544642,0.924559679,0.5503779,4.032932004,0.591969372947724,"None",1.332942236,1.226939249,0.06131666,4.586539319,0.287388706424176,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","same","same","same","same","same","crepuscular_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","wet","NS"
"117","HEPA","BDCR","None",2.021416815,1.053057203,0.360728402,4.369099902,0.703798659115961,"None",2.466093113,1.780620644,0.114452766,6.646437766,0.902635162747883,"None",2.141032579,2.270216577,0.075355408,8.015705853,0.761288226212931,"HEPA","Helogale ","parvula","Mongoose_dwarf","Carnivore",281.83,"group","Herpestidae","Carnivora","diurnal","group","Small",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","same","same","same","same","diurnal_nocturnal","group_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","wet","NS"
"118","HIAM","BDCR","None",2.498770295,1.620487042,0.123048193,6.021896601,0.915798728860519,"None",1.370595748,1.129622015,0.057947862,4.257123346,0.315245497873807,"None",1.306956199,1.183536239,0.062429531,4.415647129,0.267700921456194,"HIAM","Hippopotamus","amphibius","Hippo","Omnivore",1536310.4,"group","Hippopotamidae","Artiodactyla","crepuscular","group","Very_large",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Herpestidae_Hippopotamidae","dry","NS"
"119","HINI","BDCR","None",1.300571642,0.477895422,0.472662883,2.330794125,0.262803892432339,"None",1.259309946,0.534298907,0.357073118,2.419485789,0.230563909037067,"None",1.340190804,0.707619613,0.257541625,2.978468151,0.292811994870953,"HINI","Hippotragus","niger","Sable_antelope","Herbivore",236405.9,"group","Bovidae","Artiodactyla","diurnal","group","Very_large",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"120","HYAF","BDCR","None",0.891761849,0.168198751,0.544909598,1.201622398,-0.11455616747509,"None",1.099477181,0.316801638,0.501648652,1.739531321,0.0948347768182305,"None",1.248151669,0.450926152,0.442767775,2.218482959,0.221663792210543,"HYAF","Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","same","different","same","different","different","nocturnal_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Rodentia","Herpestidae_Hystricidae","wet","NS"
"121","ICAL","BDCR","None",0.886074287,0.269573068,0.357978134,1.446710744,-0.120954486519422,"None",0.896432664,0.392592156,0.20192417,1.816329494,-0.109332098629561,"None",1.063517662,0.815141328,0.059150777,3.177425578,0.0615819629485558,"ICAL","Ichneumia","albicauda","Mongoose_white_tailed","Carnivore",3628.4,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","same","same","same","same","same","nocturnal_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","wet","NS"
"122","KOEL","BDCR","None",0.9176741,0.084921533,0.710665472,1.039690822,-0.0859129622861782,"None",0.978353236,0.066477531,0.805520228,1.073702085,-0.0218844921537483,"None",0.959540506,0.151449823,0.571239444,1.183744856,-0.0413007486880784,"KOEL","Kobus","ellipsiprymnus","Waterbuck","Herbivore",204393.48,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"123","LEMI","BDCR","Negative",0.411037843,0.244255933,0.058868063,0.9793387,-0.889069993298793,"None",1.077128296,0.598414147,0.173519303,2.434366723,0.074298514570791,"None",0.930861483,0.737970271,0.035278388,2.748536436,-0.0716447958033638,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","same","same","different","different","different","nocturnal_nocturnal","solitary_solitary","Small_Small","-999_1","Carnivora_Lagomorpha","Herpestidae_Leporidae","wet","NS"
"124","LESE","BDCR","None",0.439428516,0.381741195,0.013165232,1.410329651,-0.822280223549765,"None",1.345033975,1.077569206,0.056529519,4.035356366,0.296419272957817,"None",1.55161567,1.440539134,0.065089372,5.341791548,0.439296755785062,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","same","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Felidae_Herpestidae","wet","NS"
"125","LOAF","BDCR","None",1.082225269,0.117387402,0.8279547,1.299863483,0.0790193556120027,"None",0.939439222,0.11761925,0.652894619,1.120946894,-0.0624721540785965,"None",0.989822846,0.141657867,0.632643183,1.226102811,-0.0102292953001314,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","1_1","Carnivora_Proboscidea","Elephantidae_Herpestidae","dry","NS"
"126","MATE","BDCR","None",0.764373435,0.601440107,0.027570515,2.26057827,-0.268698819967163,"None",1.386363211,1.151257701,0.057484304,4.309923348,0.326683923435331,"None",2.16617046,2.267551357,0.073744799,8.001702497,0.772960843543211,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_2","Carnivora_Pholidota","Herpestidae_Manidae","wet","NS"
"127","MECA","BDCR","None",0.908539461,0.279917901,0.393521469,1.477091222,-0.0959169567562315,"None",0.985214192,0.401279969,0.290679036,1.846846047,-0.0148962076425937,"None",1.912460746,1.210365022,0.333858625,4.90110924,0.648390761540594,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","same","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Herpestidae_Mustelidae","wet","NS"
"128","MUMU","BDCR","None",0.893331357,0.385160625,0.241655704,1.728674216,-0.112797706461224,"None",0.757784453,0.641120517,0.02369915,2.357355079,-0.277356296575366,"None",1.045118811,0.879366956,0.04056966,3.276685295,0.0441305736908597,"MUMU","Mungos","mungo","Mongoose_banded","Carnivore",1260,"group","Herpestidae","Carnivora","diurnal","solitary","Small",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","same","same","same","same","diurnal_nocturnal","group_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","dry","NS"
"129","ORAF","BDCR","None",0.563354425,0.33114778,0.083164111,1.326839374,-0.573846319605616,"None",1.286399775,0.713059279,0.210744113,2.916453811,0.251847444535833,"None",1.777295792,1.107645971,0.342239327,4.534322778,0.575092991144704,"ORAF","Orycteropus","afer","Aardvark","Carnivore",56175.2,"solitary","Orycteropodidae","Tubulidentata","nocturnal","solitary","Large",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","same","different","same","different","different","nocturnal_nocturnal","solitary_solitary","Large_Small","1_1","Carnivora_Tubulidentata","Herpestidae_Orycteropodidae","wet","NS"
"130","OTCR","BDCR","None",1.90779654,0.597066751,0.863305294,3.211993599,0.64594893212003,"Positive",4.414143464,1.841285964,1.772670679,8.87715748,1.48481380934533,"None",2.143271013,2.252323248,0.073198171,7.989142769,0.762333172797884,"OTCR","Otolemur","crassicaudatus","Bushbaby","Omnivore",1206.61,"group","Galagidae","Primates","nocturnal","group","Small",-999,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"same","different","same","different","different","different","nocturnal_nocturnal","group_solitary","Small_Small","-999_1","Carnivora_Primates","Galagidae_Herpestidae","wet","NS"
"131","OUOU","BDCR","None",0.729775807,0.160797269,0.402603199,1.024973766,-0.3150179057074,"None",0.755056506,0.183606571,0.374351857,1.082111156,-0.280962690149558,"None",0.389343748,0.302353701,0.013388422,1.094586411,-0.943292654619849,"OUOU","Ourebia","ourebi","Oribi","Herbivore",17186.09,"pair","Bovidae","Artiodactyla","diurnal","pair","Medium",1,"BDCR","Bdeogale","crassicauda","Mongoose_bushy_tailed","Carnivore",1722.13,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","pair_solitary","Medium_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
