"","SppCode1.x","SppCode2","Direction_dry","SIF_dry","sd_dry","CI_lower_dry","CI_upper_dry","SIF.dry.ln","Direction_wet4","SIF_wet4","sd_wet4","CI_lower_wet4","CI_upper_wet4","SIF.wet4.ln","Direction","SIF_wet3","sd_wet3","CI_lower_wet3","CI_upper_wet3","SIF.wet3.ln","SppCode.x","GenusLatin.x","SpeciesLatin.x","CommName.x","Diet.x","Weight.x","Sociality.x","Family.x","Order.x","Activity_pattern.x","Sociality.1.x","Mass_category.x","Trophic_level.x","SppCode.y","GenusLatin.y","SpeciesLatin.y","CommName.y","Diet.y","Weight.y","Sociality.y","Family.y","Order.y","Activity_pattern.y","Sociality.1.y","Mass_category.y","Trophic_level.y","activity.match","sociality.match","masscategory.match","trophiclevel.match","order.match","family.match","activity.combined","sociality.combined","masscategory.combined","trophiclevel.combined","order.combined","family.combined","higher.season","season.diff"
"323","TRAN","GASA","None",1.287347711,0.191914124,0.905507934,1.671968041,0.252584063841355,"None",0.980000855,0.272085852,0.456775462,1.515967703,-0.0202018348689204,"None",1.348057445,0.465418589,0.468965306,2.292623335,0.298664626567286,"TRAN","Tragelaphus","angasii","Nyala","Herbivore",87616.76,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"GASA","Galerella","sanguinea","Mongoose_slender","Omnivore",543.83,"solitary","Herpestidae","Carnivora","diurnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"324","TRST","GASA","None",1.18432435,0.166483646,0.843891406,1.507958847,0.169172443202694,"None",0.760121388,0.325434499,0.207796967,1.451993981,-0.274277137403178,"None",1.01175354,0.482844765,0.195270516,2.028626462,0.011685003655782,"TRST","Tragelaphus","strepsiceros","Kudu","Herbivore",206056.41,"group","Bovidae","Artiodactyla","diurnal","solitary","Very_large",1,"GASA","Galerella","sanguinea","Mongoose_slender","Omnivore",543.83,"solitary","Herpestidae","Carnivora","diurnal","solitary","Small",1,"same","different","different","same","different","different","diurnal_diurnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","dry","NS"
"325","TRSY","GASA","None",0.968574722,0.055076149,0.820499143,1.040478599,-0.0319296468138048,"None",0.971012452,0.071827293,0.786617505,1.075197484,-0.0294159868801437,"None",0.92099468,0.175230315,0.493052301,1.183843838,-0.0823010190735893,"TRSY","Tragelaphus","sylvaticus","Bushbuck","Herbivore",43250.39,"solitary","Bovidae","Artiodactyla","crepuscular","group","Large",1,"GASA","Galerella","sanguinea","Mongoose_slender","Omnivore",543.83,"solitary","Herpestidae","Carnivora","diurnal","solitary","Small",1,"different","same","different","same","different","different","crepuscular_diurnal","solitary_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"326","HEIC","GEGE","None",1.031680182,0.09164128,0.816650964,1.187025651,0.0311887178672917,"None",1.387348444,0.250766479,0.909151835,1.874893094,0.327394331122921,"None",1.64165956,0.745565887,0.374786976,3.207444545,0.495707657012562,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","same","same","same","same","different","crepuscular_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Viverridae","wet","NS"
"327","HEPA","GEGE","None",0.896618874,0.186209702,0.445963596,1.154509181,-0.109124396846625,"None",0.835949768,0.486374227,0.042779228,1.707821021,-0.179186753827081,"None",1.373710812,0.852873947,0.067653082,3.128372865,0.317515700032178,"HEPA","Helogale ","parvula","Mongoose_dwarf","Carnivore",281.83,"group","Herpestidae","Carnivora","diurnal","group","Small",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","same","same","same","different","diurnal_nocturnal","group_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Viverridae","dry","NS"
"328","HIAM","GEGE","None",0.567695192,0.325481505,0.028646105,1.102020168,-0.566170638103255,"None",0.627777495,0.394397333,0.027820268,1.397610478,-0.465569482620449,"None",0.81306604,0.564704578,0.03533938,2.135721968,-0.206942942721005,"HIAM","Hippopotamus","amphibius","Hippo","Omnivore",1536310.4,"group","Hippopotamidae","Artiodactyla","crepuscular","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Hippopotamidae_Viverridae","wet","NS"
"329","HINI","GEGE","None",0.96936478,0.092330326,0.758687076,1.125275067,-0.0311142879824744,"None",0.894694946,0.184821387,0.527764388,1.251399665,-0.111272461265375,"None",1.466225904,0.386457224,0.770877879,2.300486227,0.382691687090922,"HINI","Hippotragus","niger","Sable_antelope","Herbivore",236405.9,"group","Bovidae","Artiodactyla","diurnal","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","dry","NS"
"330","HYAF","GEGE","None",0.976686501,0.02974432,0.917901226,1.039687359,-0.023589557654216,"Positive",1.230893759,0.12656136,1.001938807,1.503801022,0.207740538847476,"Positive",1.586108027,0.311632725,1.057903871,2.289866042,0.461283233755628,"HYAF","Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","same","different","same","different","different","nocturnal_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Rodentia","Hystricidae_Viverridae","wet","NS"
"331","ICAL","GEGE","None",1.008090338,0.048367242,0.90121392,1.104943931,0.00805778666519809,"None",1.2518948,0.212838607,0.899304635,1.697230333,0.224658243588456,"None",1.85280003,0.702594098,0.665671645,3.337587731,0.616698024588249,"ICAL","Ichneumia","albicauda","Mongoose_white_tailed","Carnivore",3628.4,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","same","same","same","same","different","nocturnal_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Viverridae","wet","NS"
"332","KOEL","GEGE","None",1.006500072,0.01448127,0.98733974,1.044294947,0.00647903763272883,"None",1.031911866,0.027442304,0.993409019,1.099853971,0.0314132622496933,"None",1.084524983,0.073210914,0.946666188,1.243984485,0.0811420874417722,"KOEL","Kobus","ellipsiprymnus","Waterbuck","Herbivore",204393.48,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"333","LEMI","GEGE","None",1.033237427,0.062578045,0.903394761,1.156973343,0.0326970059349916,"None",0.897593347,0.221787033,0.46047447,1.326072907,-0.108038156228696,"None",1.059977264,0.448548832,0.301032783,2.02287282,0.0582474588373377,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","same","same","different","different","different","nocturnal_nocturnal","solitary_solitary","Small_Small","-999_1","Carnivora_Lagomorpha","Leporidae_Viverridae","dry","NS"
"334","LESE","GEGE","None",0.91091793,0.119467972,0.636918716,1.102068224,-0.093302473595917,"None",0.865539875,0.348356318,0.188776614,1.516839843,-0.144401833792245,"None",0.833689392,0.595836302,0.033621442,2.220347697,-0.181894377647959,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","same","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Felidae_Viverridae","dry","NS"
"335","LOAF","GEGE","None",1.004800521,0.028697579,0.958533489,1.073370824,0.00478903524280919,"None",1.026098439,0.039411066,0.952664889,1.114431809,0.0257636865906485,"None",0.961667692,0.090824281,0.757996739,1.130879202,-0.0390863225041091,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","1_1","Carnivora_Proboscidea","Elephantidae_Viverridae","wet","NS"
"336","MATE","GEGE","None",0.97059389,0.137945464,0.613478852,1.165104697,-0.0298471371060466,"None",1.118471641,0.372363356,0.320811767,1.773807039,0.111963147133993,"None",1.377303774,0.85465227,0.065946046,3.125548976,0.320127801081154,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_2","Carnivora_Pholidota","Manidae_Viverridae","wet","NS"
"337","MECA","GEGE","None",0.92766639,0.056752748,0.802594178,1.028371189,-0.0750831043637106,"None",1.141134468,0.165832399,0.823583223,1.480836368,0.132022914943942,"None",1.765273403,0.564102206,0.741033617,2.973052547,0.568305580938674,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","same","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Mustelidae_Viverridae","wet","NS"
"338","MUMU","GEGE","None",1.058925196,0.069511447,0.911585376,1.194440074,0.0572544276749172,"None",1.448833185,0.24128491,0.937712129,1.913529612,0.370758532487641,"Positive",2.192002507,0.634028458,1.02795932,3.564380112,0.784815512789495,"MUMU","Mungos","mungo","Mongoose_banded","Carnivore",1260,"group","Herpestidae","Carnivora","diurnal","solitary","Small",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","same","same","same","different","diurnal_nocturnal","group_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Viverridae","wet","NS"
"339","ORAF","GEGE","None",1.062403025,0.071545417,0.906709265,1.199692392,0.060533347062786,"None",0.728797165,0.2453805,0.272413192,1.213783392,-0.316359823000047,"None",1.208167528,0.495098447,0.367606295,2.294468908,0.189104772016352,"ORAF","Orycteropus","afer","Aardvark","Carnivore",56175.2,"solitary","Orycteropodidae","Tubulidentata","nocturnal","solitary","Large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","same","different","same","different","different","nocturnal_nocturnal","solitary_solitary","Large_Small","1_1","Carnivora_Tubulidentata","Orycteropodidae_Viverridae","dry","NS"
"340","OTCR","GEGE","None",1.039878266,0.087157458,0.836044833,1.191543489,0.0391036543790935,"None",1.330379593,0.29205178,0.694609024,1.857406853,0.285464309783147,"None",1.379578894,0.851938095,0.067443076,3.119684517,0.321778303326237,"OTCR","Otolemur","crassicaudatus","Bushbaby","Omnivore",1206.61,"group","Galagidae","Primates","nocturnal","group","Small",-999,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","different","same","different","different","different","nocturnal_nocturnal","group_solitary","Small_Small","-999_1","Carnivora_Primates","Galagidae_Viverridae","wet","NS"
"341","OUOU","GEGE","None",1.015639321,0.031512254,0.963080754,1.089053725,0.0155182871134748,"None",1.028378394,0.060309968,0.915303582,1.156190439,0.027983186854009,"None",0.795689473,0.19087347,0.43126469,1.178657451,-0.228546278546663,"OUOU","Ourebia","ourebi","Oribi","Herbivore",17186.09,"pair","Bovidae","Artiodactyla","diurnal","pair","Medium",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","pair_solitary","Medium_Small","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"342","PACY","GEGE","None",1.007270037,0.010630344,0.998525312,1.037260887,0.0072437376688251,"None",1.016042509,0.020543216,0.985899062,1.067897749,0.0159151878479691,"None",1.121539294,0.085407513,0.967927087,1.311311641,0.114702111368357,"PACY","Papio","cynocephalus","Baboon","Omnivore",15822.15,"group","Cercopithecidae","Primates","diurnal","group","Medium",-999,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","different","different","different","diurnal_nocturnal","group_solitary","Medium_Small","-999_1","Carnivora_Primates","Cercopithecidae_Viverridae","wet","NS"
"343","PALE","GEGE","None",0.960064346,0.143945494,0.604542301,1.168228936,-0.0407549696831364,"None",0.906272862,0.266321347,0.330740643,1.39442777,-0.098414846096966,"None",1.179380133,0.56788648,0.245592114,2.467549651,0.164988989436453,"PALE","Panthera","leo","Lion","Carnivore",158623.93,"group","Felidae","Carnivora","nocturnal","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","different","different","same","same","different","nocturnal_nocturnal","group_solitary","Small_Very_large","1_1","Carnivora_Carnivora","Felidae_Viverridae","dry","NS"
"344","PHAF","GEGE","Positive",1.020549292,0.018669396,1.000389811,1.06953763,0.0203410039141044,"None",1.00917911,0.02359266,0.966508584,1.06391094,0.00913723800651564,"None",0.99189141,0.063071653,0.849173669,1.108730132,-0.00814164341488051,"PHAF","Phacochoerus","africanus","Warthog","Herbivore",82499.99,"group","Suidae","Artiodactyla","diurnal","group","Large",-999,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","different","different","different","diurnal_nocturnal","group_solitary","Large_Small","-999_1","Artiodactyla_Carnivora","Suidae_Viverridae","dry","NS"
"345","POLA","GEGE","None",0.994395944,0.022851696,0.954262507,1.048283613,-0.00561981763546669,"None",1.107071361,0.079004936,0.964164757,1.278542403,0.101718115063457,"Positive",1.221267032,0.126299644,1.012755379,1.509609238,0.199888870644034,"POLA","Potamochoerus","larvatus","Bushpig","Omnivore",69063.79,"group","Suidae","Artiodactyla","nocturnal","group","Large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"same","different","different","same","different","different","nocturnal_nocturnal","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Suidae_Viverridae","wet","NS"
"346","RERE","GEGE","None",1.006083314,0.054061031,0.896630854,1.114795394,0.00606488534581655,"None",1.06951164,0.094777203,0.890483391,1.268330164,0.0672021330715602,"None",1.028125761,0.224900605,0.605962357,1.495424983,0.0277374951536966,"RERE","Redunca","redunca","Reedbuck","Herbivore",43288.95,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"347","SYCA","GEGE","None",0.942461921,0.10512981,0.701792158,1.114266801,-0.0592597625981748,"None",1.124718256,0.132154992,0.867858254,1.396141834,0.117532565180161,"None",1.475243257,0.303869548,0.971113183,2.15957632,0.388822896193975,"SYCA","Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"348","SYGR","GEGE","None",0.891069238,0.101907014,0.662830625,1.060444131,-0.115333146337411,"None",1.028705594,0.281165451,0.423948176,1.569699402,0.0283013070714316,"None",0.809527395,0.564817801,0.035953078,2.138943038,-0.211304664559368,"SYGR","Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"349","TAOR","GEGE","None",0.898930199,0.183703448,0.452524872,1.154157788,-0.106549890461482,"None",1.122499458,0.400094557,0.27747822,1.794931987,0.115557857783376,"None",1.77554317,0.757154063,0.392997589,3.319466487,0.574106387383087,"TAOR","Taurotragus","oryx","Eland","Herbivore",562592.69,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"350","TRAN","GEGE","None",0.985068475,0.039030582,0.907647873,1.066199529,-0.0150441224597986,"None",1.085580677,0.10558322,0.883758442,1.305089276,0.0821150300064934,"None",1.400839296,0.248964507,0.953575826,1.941818881,0.337071554137445,"TRAN","Tragelaphus","angasii","Nyala","Herbivore",87616.76,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","wet","NS"
"351","TRST","GEGE","None",0.992171179,0.034515754,0.926750548,1.066935546,-0.00785962710813166,"None",0.891663761,0.135461573,0.617411033,1.15199544,-0.114666167017038,"None",1.409458001,0.280206056,0.907700738,2.018985611,0.343205234036921,"TRST","Tragelaphus","strepsiceros","Kudu","Herbivore",206056.41,"group","Bovidae","Artiodactyla","diurnal","solitary","Very_large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","dry","NS"
"352","TRSY","GEGE","Positive",1.020360373,0.018629147,1.00028745,1.069526118,0.0201558717607518,"None",1.010273297,0.025158364,0.965382714,1.069304244,0.010220885339111,"None",1.062858078,0.07511947,0.913008963,1.220743278,0.0609615796280099,"TRSY","Tragelaphus","sylvaticus","Bushbuck","Herbivore",43250.39,"solitary","Bovidae","Artiodactyla","crepuscular","group","Large",1,"GEGE","Genetta","genetta","Genet","Omnivore",1756.17,"solitary","Viverridae","Carnivora","nocturnal","solitary","Small",1,"different","same","different","same","different","different","crepuscular_nocturnal","solitary_solitary","Large_Small","1_1","Artiodactyla_Carnivora","Bovidae_Viverridae","dry","NS"
"353","HEPA","HEIC","None",1.022635225,0.828181536,0.034760262,3.031347093,0.0223828495793933,"None",1.380136647,1.33340593,0.052350291,4.904370665,0.322182513832217,"None",4.352152601,7.713759254,0.091570627,21.10534978,1.47067057350691,"HEPA","Helogale ","parvula","Mongoose_dwarf","Carnivore",281.83,"group","Herpestidae","Carnivora","diurnal","group","Small",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","same","same","same","same","crepuscular_diurnal","group_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","wet","NS"
"354","HIAM","HEIC","None",2.056988184,1.406408695,0.09802963,5.259739591,0.721242866366524,"None",1.07399953,0.84309582,0.055892991,3.257376322,0.0713895584701899,"None",1.853849454,2.393574135,0.075660314,7.911886975,0.617264263199463,"HIAM","Hippopotamus","amphibius","Hippo","Omnivore",1536310.4,"group","Hippopotamidae","Artiodactyla","crepuscular","group","Very_large",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Herpestidae_Hippopotamidae","dry","NS"
"355","HINI","HEIC","None",1.045192712,0.467394677,0.279064404,2.068400182,0.0442012818118432,"None",1.878062976,0.709133715,0.73683756,3.465325321,0.63024091377016,"None",1.055526252,0.785697134,0.049660456,2.994104681,0.0540394596217668,"HINI","Hippotragus","niger","Sable_antelope","Herbivore",236405.9,"group","Bovidae","Artiodactyla","diurnal","group","Very_large",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"356","HYAF","HEIC","None",0.965878962,0.171433582,0.60708808,1.279559299,-0.0347167507567323,"None",1.11057077,0.324843447,0.496605622,1.788563611,0.104874090372227,"None",0.744931425,0.484834481,0.036059879,1.809482128,-0.294463111819027,"HYAF","Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","same","different","same","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","1_1","Carnivora_Rodentia","Herpestidae_Hystricidae","wet","NS"
"357","ICAL","HEIC","None",1.082607778,0.290482998,0.554705685,1.737809712,0.079372739910631,"None",1.050225179,0.370965422,0.353147936,1.945674706,0.0490045973674665,"None",1.329695495,1.301458148,0.070927053,4.778825674,0.284949964892532,"ICAL","Ichneumia","albicauda","Mongoose_white_tailed","Carnivore",3628.4,"solitary","Herpestidae","Carnivora","nocturnal","solitary","Small",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","same","same","same","same","same","crepuscular_nocturnal","solitary_solitary","Small_Small","1_1","Carnivora_Carnivora","Herpestidae_Herpestidae","dry","NS"
"358","KOEL","HEIC","None",0.989242434,0.06696203,0.822857817,1.094912485,-0.0108158469641984,"None",0.998900547,0.052317461,0.863376099,1.080051354,-0.00110005784182038,"None",0.881766965,0.222797184,0.299784373,1.167734207,-0.125827469903631,"KOEL","Kobus","ellipsiprymnus","Waterbuck","Herbivore",204393.48,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Small_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Herpestidae","wet","NS"
"359","LEMI","HEIC","None",1.364295713,0.366375342,0.685485615,2.130601941,0.310638334310993,"None",1.195448012,0.63110718,0.23106486,2.692651649,0.17852102056332,"None",1.350188567,1.144973834,0.056407478,4.297736081,0.300244261955358,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","same","same","different","different","different","crepuscular_nocturnal","solitary_solitary","Small_Small","-999_1","Carnivora_Lagomorpha","Herpestidae_Leporidae","dry","NS"
"360","LESE","HEIC","Positive",2.395842249,0.748541107,1.117210569,4.072398527,0.873734838770174,"None",1.094419518,0.849974311,0.056739319,3.327015061,0.090224102156942,"None",2.414319726,3.212846041,0.082227963,10.58186493,0.881417560466792,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","same","same","different","crepuscular_crepuscular","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Felidae_Herpestidae","dry","NS"
"361","LOAF","HEIC","None",1.063382068,0.123850942,0.790950555,1.287358271,0.0614544590533122,"None",0.967944778,0.109301465,0.675159323,1.126743735,-0.0325802408534929,"None",0.911343966,0.212510771,0.341681406,1.202951625,-0.09283488328006,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Small_Very_large","1_1","Carnivora_Proboscidea","Elephantidae_Herpestidae","dry","NS"
"362","MATE","HEIC","None",0.792859626,0.621101181,0.029084371,2.339441367,-0.232109089409983,"None",2.167394826,1.658961058,0.405414797,6.535462219,0.773525905311881,"None",4.407962467,7.231202284,0.094950172,21.4991392,1.48341255706845,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","different","different","different","crepuscular_crepuscular","solitary_solitary","Medium_Small","1_2","Carnivora_Pholidota","Herpestidae_Manidae","wet","NS"
"363","MECA","HEIC","None",0.779166442,0.281361309,0.279244351,1.362653151,-0.249530594829692,"None",1.263692286,0.434141419,0.492471229,2.219837342,0.234037821466961,"None",3.48669074,2.410225009,0.563242981,9.475263906,1.24895307434254,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"HEIC","Herpestes","ichneumon","Mongoose_large_grey","Omnivore",2980.02,"solitary","Herpestidae","Carnivora","crepuscular","solitary","Small",1,"same","same","different","same","same","different","crepuscular_crepuscular","solitary_solitary","Medium_Small","1_1","Carnivora_Carnivora","Herpestidae_Mustelidae","wet","NS"
