"StudySite","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","HEIC","HEPA","HIAM","HINI","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"H03",54,0,0,0,0,0,5,17,0,0,2,0,0,0,0,1,0,43,0,0,2,0,1,0,2,0,7,49,1,75,2,0,0,0,0,1,1,15
"H05",60,0,0,0,0,0,15,7,0,0,1,0,0,0,0,0,0,38,0,0,4,0,0,0,1,0,9,77,1,65,2,0,0,0,0,1,3,12
"H07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I04",22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,78,0,2,6,0,2,0,1,0,28,24,0,80,5,10,0,0,0,0,0,49
"I06",36,0,10,0,0,0,1,11,0,0,13,0,0,0,0,0,0,22,0,0,2,0,7,0,0,0,48,38,0,52,0,0,0,0,0,0,1,26
"I08",18,0,0,0,0,0,6,4,0,0,18,1,0,0,0,8,0,23,0,1,5,0,3,1,0,1,3,50,0,41,3,1,1,0,0,8,3,22
"I10",6,0,0,2,0,1,2,3,0,0,8,0,0,0,1,0,0,6,0,1,6,0,1,2,0,0,0,20,0,16,2,0,0,0,0,8,3,9
"I12",1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,0,9,0,0,5,0,0,0,0,0,1,40,0,22,0,0,1,0,0,1,0,24
"I14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J03",41,0,1,0,0,0,0,6,0,0,7,3,0,0,0,0,1,81,0,0,6,0,0,0,0,0,5,49,0,17,1,1,0,0,0,0,0,41
"J05",2,0,0,0,0,0,0,5,0,9,41,3,0,0,0,4,1,33,3,0,3,0,2,4,1,0,2,34,0,35,3,1,1,0,0,0,0,38
"J07",4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,7,26,0,78,6,0,0,0,1,0,2,26
"J09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J11",1,0,0,2,0,0,0,3,0,0,3,0,0,0,0,2,0,5,0,0,6,0,1,3,1,0,3,22,0,7,1,0,0,0,0,14,7,19
"J13",27,0,2,0,0,0,0,13,0,0,41,0,0,0,6,4,7,31,0,0,12,2,1,0,0,0,12,65,0,77,5,1,2,0,0,9,6,41
"K04",29,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,87,1,1,13,0,0,0,3,0,8,48,0,53,2,0,0,0,0,0,0,52
"K06",15,0,1,0,0,0,3,1,0,0,38,0,0,0,0,20,0,50,0,0,3,0,3,0,0,0,3,76,0,82,3,0,0,0,1,1,9,64
"K08",9,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,7,58,1,52,0,0,1,0,2,5,9,22
"K10",0,0,0,2,0,32,3,0,0,0,8,0,0,0,0,0,0,6,0,0,3,0,0,2,0,0,0,12,0,12,6,0,0,0,0,16,1,9
"K12",1,0,0,1,0,2,1,2,0,0,14,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,19,0,10,0,0,0,0,0,5,0,3
"L05",5,0,2,0,0,0,0,7,0,0,11,2,0,0,0,5,0,48,6,0,14,0,1,0,0,0,3,21,0,67,3,0,0,0,0,0,0,49
"L07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L11",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,1,15,0,58,0,0,0,0,0,15,8,32
"L13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M10",4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,0,4,0,11,43,0,66,3,2,0,0,5,1,4,57
